Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,14114,12359,10765,9630.49
"Revenue 14114 12359 10765 9630.49  Other Revenue, Total - - - -","Revenue 14114 12359 10765 9630.49  Other Revenue, Total - - - -","Revenue 14114 12359 10765 9630.49  Other Revenue, Total - - - -","Revenue 14114 12359 10765 9630.49  Other Revenue, Total - - - -","Revenue 14114 12359 10765 9630.49  Other Revenue, Total - - - -"
Revenue,14114,12359,10765,9630.49
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",12628,10556,9225,8430.7
Gross Profit,1486,1803,1540,1199.79
Total Operating Expenses,13726,11610,10152,9299.16
"Selling/General/Admin. Expenses, Total 1087 1046 916 844.86  Research & Development - - - -  Depreciation / Amortization 22 17 19 23.61  Interest Expense (Income) - Net Operating -59 -47 -36 -  Unusual Expense (Income) - 0.59 - -  Other Operating Expenses, Total 48 38 28 -","Selling/General/Admin. Expenses, Total 1087 1046 916 844.86  Research & Development - - - -  Depreciation / Amortization 22 17 19 23.61  Interest Expense (Income) - Net Operating -59 -47 -36 -  Unusual Expense (Income) - 0.59 - -  Other Operating Expenses, Total 48 38 28 -","Selling/General/Admin. Expenses, Total 1087 1046 916 844.86  Research & Development - - - -  Depreciation / Amortization 22 17 19 23.61  Interest Expense (Income) - Net Operating -59 -47 -36 -  Unusual Expense (Income) - 0.59 - -  Other Operating Expenses, Total 48 38 28 -","Selling/General/Admin. Expenses, Total 1087 1046 916 844.86  Research & Development - - - -  Depreciation / Amortization 22 17 19 23.61  Interest Expense (Income) - Net Operating -59 -47 -36 -  Unusual Expense (Income) - 0.59 - -  Other Operating Expenses, Total 48 38 28 -","Selling/General/Admin. Expenses, Total 1087 1046 916 844.86  Research & Development - - - -  Depreciation / Amortization 22 17 19 23.61  Interest Expense (Income) - Net Operating -59 -47 -36 -  Unusual Expense (Income) - 0.59 - -  Other Operating Expenses, Total 48 38 28 -"
"Selling/General/Admin. Expenses, Total",1087,1046,916,844.86
Research & Development,-,-,-,-
Depreciation / Amortization,22,17,19,23.61
Interest Expense (Income) - Net Operating,-59,-47,-36,-
Unusual Expense (Income),-,0.59,-,-
"Other Operating Expenses, Total",48,38,28,-
Operating Income,388,749,613,331.32
"Interest Income (Expense), Net Non-Operating",-,-47.69,-36.48,-23.78
Gain (Loss) on Sale of Assets,-,0.45,-,-
"Other, Net",60,37,37,-1.56
Net Income Before Taxes,328,712,576,305.98
Provision for Income Taxes,93,232,197,96.04
Net Income After Taxes,235,480,379,209.93
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,235,480,379,209.93
Total Extraordinary Items,-,-,-,-
Net Income,235,480,379,209.93
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,235,480,379,209.93
Dilution Adjustment,-,-,-,-
Diluted Net Income,235,480,379,209.93
Diluted Weighted Average Shares,4,2,2,2
Diluted EPS Excluding Extraordinary Items,58.76,240.05,189.53,104.98
DPS - Common Stock Primary Issue,-,48,35,30
Diluted Normalized EPS,52.35,222.54,180.03,104.98
