Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,214246,171344,180322,236265
"Revenue - 171344 180322 236265  Other Revenue, Total - - - -","Revenue - 171344 180322 236265  Other Revenue, Total - - - -","Revenue - 171344 180322 236265  Other Revenue, Total - - - -","Revenue - 171344 180322 236265  Other Revenue, Total - - - -","Revenue - 171344 180322 236265  Other Revenue, Total - - - -"
Revenue,-,171344,180322,236265
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,72697,83251,98094
Gross Profit,-,98647,97071,138171
Total Operating Expenses,-,166250,201965,223925
"Selling/General/Admin. Expenses, Total - 77948 85365 106363  Research & Development - - - -  Depreciation / Amortization 17355 15763 18204 18743  Interest Expense (Income) - Net Operating -1405 -710 -245 178  Unusual Expense (Income) - 3319 15259 537  Other Operating Expenses, Total 972 552 131 10","Selling/General/Admin. Expenses, Total - 77948 85365 106363  Research & Development - - - -  Depreciation / Amortization 17355 15763 18204 18743  Interest Expense (Income) - Net Operating -1405 -710 -245 178  Unusual Expense (Income) - 3319 15259 537  Other Operating Expenses, Total 972 552 131 10","Selling/General/Admin. Expenses, Total - 77948 85365 106363  Research & Development - - - -  Depreciation / Amortization 17355 15763 18204 18743  Interest Expense (Income) - Net Operating -1405 -710 -245 178  Unusual Expense (Income) - 3319 15259 537  Other Operating Expenses, Total 972 552 131 10","Selling/General/Admin. Expenses, Total - 77948 85365 106363  Research & Development - - - -  Depreciation / Amortization 17355 15763 18204 18743  Interest Expense (Income) - Net Operating -1405 -710 -245 178  Unusual Expense (Income) - 3319 15259 537  Other Operating Expenses, Total 972 552 131 10","Selling/General/Admin. Expenses, Total - 77948 85365 106363  Research & Development - - - -  Depreciation / Amortization 17355 15763 18204 18743  Interest Expense (Income) - Net Operating -1405 -710 -245 178  Unusual Expense (Income) - 3319 15259 537  Other Operating Expenses, Total 972 552 131 10"
"Selling/General/Admin. Expenses, Total",-,77948,85365,106363
Research & Development,-,-,-,-
Depreciation / Amortization,17355,15763,18204,18743
Interest Expense (Income) - Net Operating,-1405,-710,-245,178
Unusual Expense (Income),-,3319,15259,537
"Other Operating Expenses, Total",972,552,131,10
Operating Income,-,5094,-21643,12340
"Interest Income (Expense), Net Non-Operating",-,-786,-787,-730
Gain (Loss) on Sale of Assets,-,-2114,-,-
"Other, Net",-,5799,-126,-173
Net Income Before Taxes,-,1409,-22556,11437
Provision for Income Taxes,-,1245,-5187,3616
Net Income After Taxes,-,164,-17369,7821
Minority Interest,-,2500,220,258
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,239,-17149,8079
Total Extraordinary Items,-,-,-,-
Net Income,5686,239,-17149,8079
Total Adjustments to Net Income,-502,-502,-,1
Income Available to Common Excluding Extraordinary Items,5686,-263,-17149,8080
Dilution Adjustment,502,502,-,-
Diluted Net Income,5184,-263,-17149,8080
Diluted Weighted Average Shares,-,33.76,33.56,33.73
Diluted EPS Excluding Extraordinary Items,-,-7.79,-511.04,239.58
DPS - Common Stock Primary Issue,-,27,-,53
Diluted Normalized EPS,-,102.35,-215.47,250.47
