Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,850863,485302,344612,462364
"Revenue 850863 485302 344612 462364  Other Revenue, Total - - - -","Revenue 850863 485302 344612 462364  Other Revenue, Total - - - -","Revenue 850863 485302 344612 462364  Other Revenue, Total - - - -","Revenue 850863 485302 344612 462364  Other Revenue, Total - - - -","Revenue 850863 485302 344612 462364  Other Revenue, Total - - - -"
Revenue,850863,485302,344612,462364
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",840916,465185,333157,486751
Gross Profit,9947,20117,11455,-24387
Total Operating Expenses,845833,469106,337751,490660
"Selling/General/Admin. Expenses, Total 4917 4577 4356 4281  Research & Development - - - -  Depreciation / Amortization 7689 - - -  Interest Expense (Income) - Net Operating -3725 - - -  Unusual Expense (Income) - -657 237 -372  Other Operating Expenses, Total -3964 1 1 -","Selling/General/Admin. Expenses, Total 4917 4577 4356 4281  Research & Development - - - -  Depreciation / Amortization 7689 - - -  Interest Expense (Income) - Net Operating -3725 - - -  Unusual Expense (Income) - -657 237 -372  Other Operating Expenses, Total -3964 1 1 -","Selling/General/Admin. Expenses, Total 4917 4577 4356 4281  Research & Development - - - -  Depreciation / Amortization 7689 - - -  Interest Expense (Income) - Net Operating -3725 - - -  Unusual Expense (Income) - -657 237 -372  Other Operating Expenses, Total -3964 1 1 -","Selling/General/Admin. Expenses, Total 4917 4577 4356 4281  Research & Development - - - -  Depreciation / Amortization 7689 - - -  Interest Expense (Income) - Net Operating -3725 - - -  Unusual Expense (Income) - -657 237 -372  Other Operating Expenses, Total -3964 1 1 -","Selling/General/Admin. Expenses, Total 4917 4577 4356 4281  Research & Development - - - -  Depreciation / Amortization 7689 - - -  Interest Expense (Income) - Net Operating -3725 - - -  Unusual Expense (Income) - -657 237 -372  Other Operating Expenses, Total -3964 1 1 -"
"Selling/General/Admin. Expenses, Total",4917,4577,4356,4281
Research & Development,-,-,-,-
Depreciation / Amortization,7689,-,-,-
Interest Expense (Income) - Net Operating,-3725,-,-,-
Unusual Expense (Income),-,-657,237,-372
"Other Operating Expenses, Total",-3964,1,1,-
Operating Income,5030,16196,6861,-28296
"Interest Income (Expense), Net Non-Operating",-,255,1641,548
Gain (Loss) on Sale of Assets,41,18,4,4
"Other, Net",677,282,-369,-651
Net Income Before Taxes,4312,16751,8137,-28395
Provision for Income Taxes,724,1532,1594,646
Net Income After Taxes,3588,15219,6543,-29041
Minority Interest,182,-15,-14,-15
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3575,15204,6529,-29056
Total Extraordinary Items,-,-,-,-
Net Income,3575,15204,6529,-29056
Total Adjustments to Net Income,-,-1,-1,-2
Income Available to Common Excluding Extraordinary Items,3575,15203,6528,-29058
Dilution Adjustment,-,-,-,-
Diluted Net Income,3575,15203,6528,-29058
Diluted Weighted Average Shares,77.13,77.06,77.06,77.06
Diluted EPS Excluding Extraordinary Items,46.35,197.28,84.71,-377.07
DPS - Common Stock Primary Issue,10,10,10,-
Diluted Normalized EPS,37.94,189.32,87.14,-380.24
