Period Ending:,202328/02,202228/02,202128/02,202031/03
Total Revenue,33033,30881,25964,30361.88
"Revenue 33033 30881 25964 30361.88  Other Revenue, Total - - - -","Revenue 33033 30881 25964 30361.88  Other Revenue, Total - - - -","Revenue 33033 30881 25964 30361.88  Other Revenue, Total - - - -","Revenue 33033 30881 25964 30361.88  Other Revenue, Total - - - -","Revenue 33033 30881 25964 30361.88  Other Revenue, Total - - - -"
Revenue,33033,30881,25964,30361.88
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",19657,18297,15744,18234.94
Gross Profit,13376,12584,10220,12126.93
Total Operating Expenses,32117,30045,25693,29733.37
"Selling/General/Admin. Expenses, Total 12460 11748 9949 11316.7  Research & Development - - - -  Depreciation / Amortization 1139 1014 844 -  Interest Expense (Income) - Net Operating -22 -12 -13 -  Unusual Expense (Income) - -381 1014.96 181.72  Other Operating Expenses, Total -1117 -1002 -1737.39 -","Selling/General/Admin. Expenses, Total 12460 11748 9949 11316.7  Research & Development - - - -  Depreciation / Amortization 1139 1014 844 -  Interest Expense (Income) - Net Operating -22 -12 -13 -  Unusual Expense (Income) - -381 1014.96 181.72  Other Operating Expenses, Total -1117 -1002 -1737.39 -","Selling/General/Admin. Expenses, Total 12460 11748 9949 11316.7  Research & Development - - - -  Depreciation / Amortization 1139 1014 844 -  Interest Expense (Income) - Net Operating -22 -12 -13 -  Unusual Expense (Income) - -381 1014.96 181.72  Other Operating Expenses, Total -1117 -1002 -1737.39 -","Selling/General/Admin. Expenses, Total 12460 11748 9949 11316.7  Research & Development - - - -  Depreciation / Amortization 1139 1014 844 -  Interest Expense (Income) - Net Operating -22 -12 -13 -  Unusual Expense (Income) - -381 1014.96 181.72  Other Operating Expenses, Total -1117 -1002 -1737.39 -","Selling/General/Admin. Expenses, Total 12460 11748 9949 11316.7  Research & Development - - - -  Depreciation / Amortization 1139 1014 844 -  Interest Expense (Income) - Net Operating -22 -12 -13 -  Unusual Expense (Income) - -381 1014.96 181.72  Other Operating Expenses, Total -1117 -1002 -1737.39 -"
"Selling/General/Admin. Expenses, Total",12460,11748,9949,11316.7
Research & Development,-,-,-,-
Depreciation / Amortization,1139,1014,844,-
Interest Expense (Income) - Net Operating,-22,-12,-13,-
Unusual Expense (Income),-,-381,1014.96,181.72
"Other Operating Expenses, Total",-1117,-1002,-1737.39,-
Operating Income,916,836,271,628.51
"Interest Income (Expense), Net Non-Operating",-,-12,-15.02,-19.91
Gain (Loss) on Sale of Assets,-10,-3,1646,-1.29
"Other, Net",212,-362,-1175.67,17.73
Net Income Before Taxes,714,1201,49,625.04
Provision for Income Taxes,361,427,249,275.74
Net Income After Taxes,353,774,-200,349.3
Minority Interest,34,-1,21,-8.43
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,385,773,-202,340.87
Total Extraordinary Items,-,-,-,-
Net Income,385,773,-202,340.87
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,385,773,-202,340.87
Dilution Adjustment,-0.355,-0.604,-,-
Diluted Net Income,385.35,773.6,-202,340.87
Diluted Weighted Average Shares,10.18,10.16,10.16,10.16
Diluted EPS Excluding Extraordinary Items,37.87,76.1,-19,33.56
DPS - Common Stock Primary Issue,10,10,10,7.5
Diluted Normalized EPS,67.82,90.57,19.97,44.45
