Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1243883,1085592,939243,1047881
"Revenue 1243883 1085592 939243 1047881  Other Revenue, Total - - - -","Revenue 1243883 1085592 939243 1047881  Other Revenue, Total - - - -","Revenue 1243883 1085592 939243 1047881  Other Revenue, Total - - - -","Revenue 1243883 1085592 939243 1047881  Other Revenue, Total - - - -","Revenue 1243883 1085592 939243 1047881  Other Revenue, Total - - - -"
Revenue,1243883,1085592,939243,1047881
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",126881,109014,104201,108496
Gross Profit,1117002,976578,835042,939385
Total Operating Expenses,1076157,944152,1080826,1051239
"Selling/General/Admin. Expenses, Total 878008 759929 658513 755868  Research & Development 1741 1735 1952 1544  Depreciation / Amortization 74170 74876 83012 87351  Interest Expense (Income) - Net Operating -22202 -17390 761 319  Unusual Expense (Income) - -98671 230062 98104  Other Operating Expenses, Total 17559 15988 2325 -443","Selling/General/Admin. Expenses, Total 878008 759929 658513 755868  Research & Development 1741 1735 1952 1544  Depreciation / Amortization 74170 74876 83012 87351  Interest Expense (Income) - Net Operating -22202 -17390 761 319  Unusual Expense (Income) - -98671 230062 98104  Other Operating Expenses, Total 17559 15988 2325 -443","Selling/General/Admin. Expenses, Total 878008 759929 658513 755868  Research & Development 1741 1735 1952 1544  Depreciation / Amortization 74170 74876 83012 87351  Interest Expense (Income) - Net Operating -22202 -17390 761 319  Unusual Expense (Income) - -98671 230062 98104  Other Operating Expenses, Total 17559 15988 2325 -443","Selling/General/Admin. Expenses, Total 878008 759929 658513 755868  Research & Development 1741 1735 1952 1544  Depreciation / Amortization 74170 74876 83012 87351  Interest Expense (Income) - Net Operating -22202 -17390 761 319  Unusual Expense (Income) - -98671 230062 98104  Other Operating Expenses, Total 17559 15988 2325 -443","Selling/General/Admin. Expenses, Total 878008 759929 658513 755868  Research & Development 1741 1735 1952 1544  Depreciation / Amortization 74170 74876 83012 87351  Interest Expense (Income) - Net Operating -22202 -17390 761 319  Unusual Expense (Income) - -98671 230062 98104  Other Operating Expenses, Total 17559 15988 2325 -443"
"Selling/General/Admin. Expenses, Total",878008,759929,658513,755868
Research & Development,1741,1735,1952,1544
Depreciation / Amortization,74170,74876,83012,87351
Interest Expense (Income) - Net Operating,-22202,-17390,761,319
Unusual Expense (Income),-,-98671,230062,98104
"Other Operating Expenses, Total",17559,15988,2325,-443
Operating Income,167726,141440,-141583,-3358
"Interest Income (Expense), Net Non-Operating",-,-11187,-11593,-14645
Gain (Loss) on Sale of Assets,16343,118960,-,-
"Other, Net",50477,-186352,12043,-24766
Net Income Before Taxes,100906,208832,-141133,-42769
Provision for Income Taxes,34982,93980,11162,30136
Net Income After Taxes,65924,114852,-152295,-72905
Minority Interest,75060,64440,-7299,-7987
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,59847,108389,-159594,-80892
Total Extraordinary Items,-,-,-,-
Net Income,59847,108389,-159594,-80892
Total Adjustments to Net Income,-,-,-2,-1
Income Available to Common Excluding Extraordinary Items,59847,108389,-159596,-80893
Dilution Adjustment,-,11,-,-
Diluted Net Income,59847,108378,-159596,-80893
Diluted Weighted Average Shares,269.63,279.97,279.41,280.95
Diluted EPS Excluding Extraordinary Items,221.96,387.11,-571.19,-287.92
DPS - Common Stock Primary Issue,155.25,117.5,71.25,95
Diluted Normalized EPS,309.08,224.13,-35.99,-60.95
