Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,109551,106685,104257,105241
"Revenue 109551 106685 104257 105241  Other Revenue, Total - - - -","Revenue 109551 106685 104257 105241  Other Revenue, Total - - - -","Revenue 109551 106685 104257 105241  Other Revenue, Total - - - -","Revenue 109551 106685 104257 105241  Other Revenue, Total - - - -","Revenue 109551 106685 104257 105241  Other Revenue, Total - - - -"
Revenue,109551,106685,104257,105241
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",63629,62256,61844,65027
Gross Profit,45922,44429,42413,40214
Total Operating Expenses,106387,102832,101230,105168
"Selling/General/Admin. Expenses, Total 42758 34508 38982 38599  Research & Development - - - -  Depreciation / Amortization 1825 1727 - -  Interest Expense (Income) - Net Operating -277 -183 - -  Unusual Expense (Income) - 404 402 1542  Other Operating Expenses, Total 4699 4524 2 -","Selling/General/Admin. Expenses, Total 42758 34508 38982 38599  Research & Development - - - -  Depreciation / Amortization 1825 1727 - -  Interest Expense (Income) - Net Operating -277 -183 - -  Unusual Expense (Income) - 404 402 1542  Other Operating Expenses, Total 4699 4524 2 -","Selling/General/Admin. Expenses, Total 42758 34508 38982 38599  Research & Development - - - -  Depreciation / Amortization 1825 1727 - -  Interest Expense (Income) - Net Operating -277 -183 - -  Unusual Expense (Income) - 404 402 1542  Other Operating Expenses, Total 4699 4524 2 -","Selling/General/Admin. Expenses, Total 42758 34508 38982 38599  Research & Development - - - -  Depreciation / Amortization 1825 1727 - -  Interest Expense (Income) - Net Operating -277 -183 - -  Unusual Expense (Income) - 404 402 1542  Other Operating Expenses, Total 4699 4524 2 -","Selling/General/Admin. Expenses, Total 42758 34508 38982 38599  Research & Development - - - -  Depreciation / Amortization 1825 1727 - -  Interest Expense (Income) - Net Operating -277 -183 - -  Unusual Expense (Income) - 404 402 1542  Other Operating Expenses, Total 4699 4524 2 -"
"Selling/General/Admin. Expenses, Total",42758,34508,38982,38599
Research & Development,-,-,-,-
Depreciation / Amortization,1825,1727,-,-
Interest Expense (Income) - Net Operating,-277,-183,-,-
Unusual Expense (Income),-,404,402,1542
"Other Operating Expenses, Total",4699,4524,2,-
Operating Income,3164,3853,3027,73
"Interest Income (Expense), Net Non-Operating",-,-65,-206,-229
Gain (Loss) on Sale of Assets,7,103,838,-49
"Other, Net",139,-263,308,227
Net Income Before Taxes,3018,4013,3967,22
Provision for Income Taxes,1389,1624,1769,918
Net Income After Taxes,1629,2389,2198,-896
Minority Interest,37,17,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1610,2394,2198,-896
Total Extraordinary Items,-,-,-,-
Net Income,1610,2394,2198,-896
Total Adjustments to Net Income,-,-,-,1
Income Available to Common Excluding Extraordinary Items,1610,2394,2198,-895
Dilution Adjustment,-,-,-,-
Diluted Net Income,1610,2394,2198,-895
Diluted Weighted Average Shares,30.18,30.17,30.15,30.38
Diluted EPS Excluding Extraordinary Items,53.35,79.35,72.89,-29.46
DPS - Common Stock Primary Issue,-,11,10,10
Diluted Normalized EPS,68.83,89.53,102.56,44.64
