Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Revenue,2758,4848,6561.01,9670.22
"Revenue 2758 4848 6561.01 9670.22  Other Revenue, Total - - - -","Revenue 2758 4848 6561.01 9670.22  Other Revenue, Total - - - -","Revenue 2758 4848 6561.01 9670.22  Other Revenue, Total - - - -","Revenue 2758 4848 6561.01 9670.22  Other Revenue, Total - - - -","Revenue 2758 4848 6561.01 9670.22  Other Revenue, Total - - - -"
Revenue,2758,4848,6561.01,9670.22
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1055,2150,3487.61,5713.62
Gross Profit,1703,2698,3073.4,3956.61
Total Operating Expenses,2331,5056,7657.18,10462.27
"Selling/General/Admin. Expenses, Total 1203 2876 3644.46 4521.01  Research & Development - 9 17.4 34.04  Depreciation / Amortization - 40 32.44 34.68  Interest Expense (Income) - Net Operating -8 -24 - -  Unusual Expense (Income) - 146.06 475.26 158.93  Other Operating Expenses, Total 34 5 - -","Selling/General/Admin. Expenses, Total 1203 2876 3644.46 4521.01  Research & Development - 9 17.4 34.04  Depreciation / Amortization - 40 32.44 34.68  Interest Expense (Income) - Net Operating -8 -24 - -  Unusual Expense (Income) - 146.06 475.26 158.93  Other Operating Expenses, Total 34 5 - -","Selling/General/Admin. Expenses, Total 1203 2876 3644.46 4521.01  Research & Development - 9 17.4 34.04  Depreciation / Amortization - 40 32.44 34.68  Interest Expense (Income) - Net Operating -8 -24 - -  Unusual Expense (Income) - 146.06 475.26 158.93  Other Operating Expenses, Total 34 5 - -","Selling/General/Admin. Expenses, Total 1203 2876 3644.46 4521.01  Research & Development - 9 17.4 34.04  Depreciation / Amortization - 40 32.44 34.68  Interest Expense (Income) - Net Operating -8 -24 - -  Unusual Expense (Income) - 146.06 475.26 158.93  Other Operating Expenses, Total 34 5 - -","Selling/General/Admin. Expenses, Total 1203 2876 3644.46 4521.01  Research & Development - 9 17.4 34.04  Depreciation / Amortization - 40 32.44 34.68  Interest Expense (Income) - Net Operating -8 -24 - -  Unusual Expense (Income) - 146.06 475.26 158.93  Other Operating Expenses, Total 34 5 - -"
"Selling/General/Admin. Expenses, Total",1203,2876,3644.46,4521.01
Research & Development,-,9,17.4,34.04
Depreciation / Amortization,-,40,32.44,34.68
Interest Expense (Income) - Net Operating,-8,-24,-,-
Unusual Expense (Income),-,146.06,475.26,158.93
"Other Operating Expenses, Total",34,5,-,-
Operating Income,427,-208,-1096.17,-792.04
"Interest Income (Expense), Net Non-Operating",-,648.16,-113.37,-434.19
Gain (Loss) on Sale of Assets,276,621,-144.43,0.61
"Other, Net",-661,-1150,35.76,7.54
Net Income Before Taxes,812,321,-1318.2,-1218.09
Provision for Income Taxes,9,50,44.9,51.23
Net Income After Taxes,803,271,-1363.1,-1269.31
Minority Interest,-,100,1.43,-3.55
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,806,303,-1361.67,-1272.86
Total Extraordinary Items,-,-,-,-
Net Income,806,303,-1361.67,-1272.86
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,806,303,-1361.67,-1272.86
Dilution Adjustment,-,-,-,-
Diluted Net Income,806,303,-1361.67,-1272.86
Diluted Weighted Average Shares,23.76,14.9,14.9,14.9
Diluted EPS Excluding Extraordinary Items,33.92,20.33,-91.36,-85.4
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,14.07,-4.27,-62.16,-76.17
