Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,5485,5084,4401,5438.82
"Revenue 5485 5084 4401 5438.82  Other Revenue, Total - - - -","Revenue 5485 5084 4401 5438.82  Other Revenue, Total - - - -","Revenue 5485 5084 4401 5438.82  Other Revenue, Total - - - -","Revenue 5485 5084 4401 5438.82  Other Revenue, Total - - - -","Revenue 5485 5084 4401 5438.82  Other Revenue, Total - - - -"
Revenue,5485,5084,4401,5438.82
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4502,4284,3642,4518.62
Gross Profit,983,800,759,920.2
Total Operating Expenses,5323,5069,4385,5431.41
"Selling/General/Admin. Expenses, Total 821 762 709 845.92  Research & Development - - - -  Depreciation / Amortization 161 165 165 25.71  Interest Expense (Income) - Net Operating -13 -14 -17 -  Unusual Expense (Income) - 3.31 16.68 41.16  Other Operating Expenses, Total -148 -128 -114 -","Selling/General/Admin. Expenses, Total 821 762 709 845.92  Research & Development - - - -  Depreciation / Amortization 161 165 165 25.71  Interest Expense (Income) - Net Operating -13 -14 -17 -  Unusual Expense (Income) - 3.31 16.68 41.16  Other Operating Expenses, Total -148 -128 -114 -","Selling/General/Admin. Expenses, Total 821 762 709 845.92  Research & Development - - - -  Depreciation / Amortization 161 165 165 25.71  Interest Expense (Income) - Net Operating -13 -14 -17 -  Unusual Expense (Income) - 3.31 16.68 41.16  Other Operating Expenses, Total -148 -128 -114 -","Selling/General/Admin. Expenses, Total 821 762 709 845.92  Research & Development - - - -  Depreciation / Amortization 161 165 165 25.71  Interest Expense (Income) - Net Operating -13 -14 -17 -  Unusual Expense (Income) - 3.31 16.68 41.16  Other Operating Expenses, Total -148 -128 -114 -","Selling/General/Admin. Expenses, Total 821 762 709 845.92  Research & Development - - - -  Depreciation / Amortization 161 165 165 25.71  Interest Expense (Income) - Net Operating -13 -14 -17 -  Unusual Expense (Income) - 3.31 16.68 41.16  Other Operating Expenses, Total -148 -128 -114 -"
"Selling/General/Admin. Expenses, Total",821,762,709,845.92
Research & Development,-,-,-,-
Depreciation / Amortization,161,165,165,25.71
Interest Expense (Income) - Net Operating,-13,-14,-17,-
Unusual Expense (Income),-,3.31,16.68,41.16
"Other Operating Expenses, Total",-148,-128,-114,-
Operating Income,162,15,16,7.41
"Interest Income (Expense), Net Non-Operating",-,-0.19,-9.51,-8.89
Gain (Loss) on Sale of Assets,-,16,6,-
"Other, Net",23,-23,-11,3.5
Net Income Before Taxes,139,22,21,2.03
Provision for Income Taxes,60,16,14,21.64
Net Income After Taxes,79,6,7,-19.61
Minority Interest,-,-4.15,47,-3.88
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,79,2,4,-23.5
Total Extraordinary Items,-,-,-,-
Net Income,79,2,4,-23.5
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,79,2,4,-23.5
Dilution Adjustment,-,-,-,-
Diluted Net Income,79,2,4,-23.5
Diluted Weighted Average Shares,11.86,11.8,11.77,11.77
Diluted EPS Excluding Extraordinary Items,6.66,0.17,0.34,-2
DPS - Common Stock Primary Issue,-,0.5,0.5,1
Diluted Normalized EPS,7.85,-0.021,0.595,0.28
