Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1737998,1498276,1422826,1396240
"Revenue 1737998 1498276 1422826 1396240  Other Revenue, Total - - - -","Revenue 1737998 1498276 1422826 1396240  Other Revenue, Total - - - -","Revenue 1737998 1498276 1422826 1396240  Other Revenue, Total - - - -","Revenue 1737998 1498276 1422826 1396240  Other Revenue, Total - - - -","Revenue 1737998 1498276 1422826 1396240  Other Revenue, Total - - - -"
Revenue,1737998,1498276,1422826,1396240
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",569501,495030,439749,451297
Gross Profit,1168497,1003246,983077,944943
Total Operating Expenses,1569291,1344236,1226362,1221502
"Selling/General/Admin. Expenses, Total 724129 622326 562434 557607  Research & Development 275230 232299 216841 215789  Depreciation / Amortization 93761 - - -  Interest Expense (Income) - Net Operating -3322 -8508 -13087 -15621  Unusual Expense (Income) - 5872 22540 13452  Other Operating Expenses, Total -90008 -2783 -2115 -1022","Selling/General/Admin. Expenses, Total 724129 622326 562434 557607  Research & Development 275230 232299 216841 215789  Depreciation / Amortization 93761 - - -  Interest Expense (Income) - Net Operating -3322 -8508 -13087 -15621  Unusual Expense (Income) - 5872 22540 13452  Other Operating Expenses, Total -90008 -2783 -2115 -1022","Selling/General/Admin. Expenses, Total 724129 622326 562434 557607  Research & Development 275230 232299 216841 215789  Depreciation / Amortization 93761 - - -  Interest Expense (Income) - Net Operating -3322 -8508 -13087 -15621  Unusual Expense (Income) - 5872 22540 13452  Other Operating Expenses, Total -90008 -2783 -2115 -1022","Selling/General/Admin. Expenses, Total 724129 622326 562434 557607  Research & Development 275230 232299 216841 215789  Depreciation / Amortization 93761 - - -  Interest Expense (Income) - Net Operating -3322 -8508 -13087 -15621  Unusual Expense (Income) - 5872 22540 13452  Other Operating Expenses, Total -90008 -2783 -2115 -1022","Selling/General/Admin. Expenses, Total 724129 622326 562434 557607  Research & Development 275230 232299 216841 215789  Depreciation / Amortization 93761 - - -  Interest Expense (Income) - Net Operating -3322 -8508 -13087 -15621  Unusual Expense (Income) - 5872 22540 13452  Other Operating Expenses, Total -90008 -2783 -2115 -1022"
"Selling/General/Admin. Expenses, Total",724129,622326,562434,557607
Research & Development,275230,232299,216841,215789
Depreciation / Amortization,93761,-,-,-
Interest Expense (Income) - Net Operating,-3322,-8508,-13087,-15621
Unusual Expense (Income),-,5872,22540,13452
"Other Operating Expenses, Total",-90008,-2783,-2115,-1022
Operating Income,168707,154040,196464,174738
"Interest Income (Expense), Net Non-Operating",-,10835,-5863,-1222
Gain (Loss) on Sale of Assets,16583,-,-,-
"Other, Net",-20829,-1237,-613,-1
Net Income Before Taxes,172953,163638,189988,173515
Provision for Income Taxes,35534,34429,38254,42328
Net Income After Taxes,137419,129209,151734,131187
Minority Interest,37140,-3745,-3596,-4035
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,134019,125464,148138,127152
Total Extraordinary Items,-,-,-,-
Net Income,134019,125464,148138,127152
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,134019,125463,148137,127151
Dilution Adjustment,-,90,-435,-1843
Diluted Net Income,134019,125373,147702,125308
Diluted Weighted Average Shares,542.61,542.38,542.32,542.14
Diluted EPS Excluding Extraordinary Items,246.99,231.15,272.35,231.14
DPS - Common Stock Primary Issue,100,100,100,100
Diluted Normalized EPS,221.75,239.7,305.55,249.89
