Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,238721,213790,198041,217527
"Revenue 238721 213790 198041 217527  Other Revenue, Total - - - -","Revenue 238721 213790 198041 217527  Other Revenue, Total - - - -","Revenue 238721 213790 198041 217527  Other Revenue, Total - - - -","Revenue 238721 213790 198041 217527  Other Revenue, Total - - - -","Revenue 238721 213790 198041 217527  Other Revenue, Total - - - -"
Revenue,238721,213790,198041,217527
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",189340,165974,155758,167251
Gross Profit,49381,47816,42283,50276
Total Operating Expenses,224873,198329,187814,204877
"Selling/General/Admin. Expenses, Total 35533 28209 28287 27991  Research & Development - 4146 3769 3575  Depreciation / Amortization 6572 6183 6040 -  Interest Expense (Income) - Net Operating -210 -281 -275 -  Unusual Expense (Income) - 444 475 6059  Other Operating Expenses, Total -6362 -5902 -5765 1","Selling/General/Admin. Expenses, Total 35533 28209 28287 27991  Research & Development - 4146 3769 3575  Depreciation / Amortization 6572 6183 6040 -  Interest Expense (Income) - Net Operating -210 -281 -275 -  Unusual Expense (Income) - 444 475 6059  Other Operating Expenses, Total -6362 -5902 -5765 1","Selling/General/Admin. Expenses, Total 35533 28209 28287 27991  Research & Development - 4146 3769 3575  Depreciation / Amortization 6572 6183 6040 -  Interest Expense (Income) - Net Operating -210 -281 -275 -  Unusual Expense (Income) - 444 475 6059  Other Operating Expenses, Total -6362 -5902 -5765 1","Selling/General/Admin. Expenses, Total 35533 28209 28287 27991  Research & Development - 4146 3769 3575  Depreciation / Amortization 6572 6183 6040 -  Interest Expense (Income) - Net Operating -210 -281 -275 -  Unusual Expense (Income) - 444 475 6059  Other Operating Expenses, Total -6362 -5902 -5765 1","Selling/General/Admin. Expenses, Total 35533 28209 28287 27991  Research & Development - 4146 3769 3575  Depreciation / Amortization 6572 6183 6040 -  Interest Expense (Income) - Net Operating -210 -281 -275 -  Unusual Expense (Income) - 444 475 6059  Other Operating Expenses, Total -6362 -5902 -5765 1"
"Selling/General/Admin. Expenses, Total",35533,28209,28287,27991
Research & Development,-,4146,3769,3575
Depreciation / Amortization,6572,6183,6040,-
Interest Expense (Income) - Net Operating,-210,-281,-275,-
Unusual Expense (Income),-,444,475,6059
"Other Operating Expenses, Total",-6362,-5902,-5765,1
Operating Income,13848,15461,10227,12650
"Interest Income (Expense), Net Non-Operating",-,2837,401,-569
Gain (Loss) on Sale of Assets,5268,3335,170,1296
"Other, Net",-9938,-7609,-2901,777
Net Income Before Taxes,18518,19735,12958,14154
Provision for Income Taxes,6578,5613,5917,4620
Net Income After Taxes,11940,14122,7041,9534
Minority Interest,1536,1643,1586,-223
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,11974,13948,6893,9311
Total Extraordinary Items,-,-,-,-
Net Income,11974,13948,6893,9311
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,11974,13948,6893,9310
Dilution Adjustment,-,-,-,-
Diluted Net Income,11974,13948,6893,9310
Diluted Weighted Average Shares,73.58,73.56,73.53,73.51
Diluted EPS Excluding Extraordinary Items,162.74,189.63,93.75,126.66
DPS - Common Stock Primary Issue,58,57,35,45
Diluted Normalized EPS,127.52,140.14,89.13,174.15
