Period Ending:,202230/11,202130/11,202030/11,201930/11
Total Revenue,128470,90460,101120,85552
"Revenue 128470 90460 101120 85552  Other Revenue, Total - - - -","Revenue 128470 90460 101120 85552  Other Revenue, Total - - - -","Revenue 128470 90460 101120 85552  Other Revenue, Total - - - -","Revenue 128470 90460 101120 85552  Other Revenue, Total - - - -","Revenue 128470 90460 101120 85552  Other Revenue, Total - - - -"
Revenue,128470,90460,101120,85552
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",101304,72606,73456,60793
Gross Profit,27166,17854,27664,24759
Total Operating Expenses,114385,80998,83764,70156
"Selling/General/Admin. Expenses, Total 10349 6224 8049 7319  Research & Development - - - -  Depreciation / Amortization 1332 1018 1027 1208  Interest Expense (Income) - Net Operating -3762 -2711 -1884 -1445  Unusual Expense (Income) - -4153 -147 654  Other Operating Expenses, Total 5162 3861 3116 2281","Selling/General/Admin. Expenses, Total 10349 6224 8049 7319  Research & Development - - - -  Depreciation / Amortization 1332 1018 1027 1208  Interest Expense (Income) - Net Operating -3762 -2711 -1884 -1445  Unusual Expense (Income) - -4153 -147 654  Other Operating Expenses, Total 5162 3861 3116 2281","Selling/General/Admin. Expenses, Total 10349 6224 8049 7319  Research & Development - - - -  Depreciation / Amortization 1332 1018 1027 1208  Interest Expense (Income) - Net Operating -3762 -2711 -1884 -1445  Unusual Expense (Income) - -4153 -147 654  Other Operating Expenses, Total 5162 3861 3116 2281","Selling/General/Admin. Expenses, Total 10349 6224 8049 7319  Research & Development - - - -  Depreciation / Amortization 1332 1018 1027 1208  Interest Expense (Income) - Net Operating -3762 -2711 -1884 -1445  Unusual Expense (Income) - -4153 -147 654  Other Operating Expenses, Total 5162 3861 3116 2281","Selling/General/Admin. Expenses, Total 10349 6224 8049 7319  Research & Development - - - -  Depreciation / Amortization 1332 1018 1027 1208  Interest Expense (Income) - Net Operating -3762 -2711 -1884 -1445  Unusual Expense (Income) - -4153 -147 654  Other Operating Expenses, Total 5162 3861 3116 2281"
"Selling/General/Admin. Expenses, Total",10349,6224,8049,7319
Research & Development,-,-,-,-
Depreciation / Amortization,1332,1018,1027,1208
Interest Expense (Income) - Net Operating,-3762,-2711,-1884,-1445
Unusual Expense (Income),-,-4153,-147,654
"Other Operating Expenses, Total",5162,3861,3116,2281
Operating Income,14085,9462,17356,15396
"Interest Income (Expense), Net Non-Operating",-,-763,-1870,-1431
Gain (Loss) on Sale of Assets,79,4297,19,1702
"Other, Net",-502,-7045,1996,-546
Net Income Before Taxes,14508,12210,15341,14240
Provision for Income Taxes,3586,2119,4654,4417
Net Income After Taxes,10922,10091,10687,9823
Minority Interest,11624,8731,671,600
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,10866,10012,10615,9740
Total Extraordinary Items,-,-,-,-
Net Income,10866,10012,10615,9740
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,10866,10012,10615,9740
Dilution Adjustment,-,-0.716,-0.63,-0.886
Diluted Net Income,10866,10012.72,10615.63,9740.89
Diluted Weighted Average Shares,50.85,46.72,46.58,42.63
Diluted EPS Excluding Extraordinary Items,213.67,214.32,227.88,228.51
DPS - Common Stock Primary Issue,-,90,82,79
Diluted Normalized EPS,175.92,106.1,202.05,191.47
