Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,32160,33729,33260,28607
"Revenue 32160 33729 33260 28607  Other Revenue, Total - - - -","Revenue 32160 33729 33260 28607  Other Revenue, Total - - - -","Revenue 32160 33729 33260 28607  Other Revenue, Total - - - -","Revenue 32160 33729 33260 28607  Other Revenue, Total - - - -","Revenue 32160 33729 33260 28607  Other Revenue, Total - - - -"
Revenue,32160,33729,33260,28607
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",15105,15516,15203,13217
Gross Profit,17055,18213,18057,15390
Total Operating Expenses,31719,32418,31755,28321
"Selling/General/Admin. Expenses, Total 16614 16122 15933 14827  Research & Development - - - -  Depreciation / Amortization - 572 417 286  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - -7 9 18  Other Operating Expenses, Total - 208 203 -27","Selling/General/Admin. Expenses, Total 16614 16122 15933 14827  Research & Development - - - -  Depreciation / Amortization - 572 417 286  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - -7 9 18  Other Operating Expenses, Total - 208 203 -27","Selling/General/Admin. Expenses, Total 16614 16122 15933 14827  Research & Development - - - -  Depreciation / Amortization - 572 417 286  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - -7 9 18  Other Operating Expenses, Total - 208 203 -27","Selling/General/Admin. Expenses, Total 16614 16122 15933 14827  Research & Development - - - -  Depreciation / Amortization - 572 417 286  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - -7 9 18  Other Operating Expenses, Total - 208 203 -27","Selling/General/Admin. Expenses, Total 16614 16122 15933 14827  Research & Development - - - -  Depreciation / Amortization - 572 417 286  Interest Expense (Income) - Net Operating - - -1 -  Unusual Expense (Income) - -7 9 18  Other Operating Expenses, Total - 208 203 -27"
"Selling/General/Admin. Expenses, Total",16614,16122,15933,14827
Research & Development,-,-,-,-
Depreciation / Amortization,-,572,417,286
Interest Expense (Income) - Net Operating,-,-,-1,-
Unusual Expense (Income),-,-7,9,18
"Other Operating Expenses, Total",-,208,203,-27
Operating Income,441,1311,1505,286
"Interest Income (Expense), Net Non-Operating",-,208,-51,31
Gain (Loss) on Sale of Assets,-5,18,-14,-
"Other, Net",-366,-313,19,56
Net Income Before Taxes,812,1606,1500,373
Provision for Income Taxes,141,-48,215,8
Net Income After Taxes,671,1654,1285,365
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,671,1654,1285,365
Total Extraordinary Items,-,-,-,-
Net Income,671,1654,1285,365
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,671,1654,1285,365
Dilution Adjustment,-,-,-,-
Diluted Net Income,671,1654,1285,365
Diluted Weighted Average Shares,7.12,7.12,6.62,6.95
Diluted EPS Excluding Extraordinary Items,94.21,232.24,194.17,52.53
DPS - Common Stock Primary Issue,-,15,5,5
Diluted Normalized EPS,71.69,139.62,142.98,55.06
