Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,225511,170588,163927,182659
"Revenue 225511 170588 163927 182659  Other Revenue, Total - - - -","Revenue 225511 170588 163927 182659  Other Revenue, Total - - - -","Revenue 225511 170588 163927 182659  Other Revenue, Total - - - -","Revenue 225511 170588 163927 182659  Other Revenue, Total - - - -","Revenue 225511 170588 163927 182659  Other Revenue, Total - - - -"
Revenue,225511,170588,163927,182659
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",209886,156863,147138,164400
Gross Profit,15625,13725,16789,18259
Total Operating Expenses,234780,171489,160852,179065
"Selling/General/Admin. Expenses, Total 16496 12336 11501 13038  Research & Development - 2189 2181 2277  Depreciation / Amortization 16160 14572 14101 -  Interest Expense (Income) - Net Operating -1222 -595 -708 -  Unusual Expense (Income) - - -658 -711  Other Operating Expenses, Total -6540 -13876 -13361 61","Selling/General/Admin. Expenses, Total 16496 12336 11501 13038  Research & Development - 2189 2181 2277  Depreciation / Amortization 16160 14572 14101 -  Interest Expense (Income) - Net Operating -1222 -595 -708 -  Unusual Expense (Income) - - -658 -711  Other Operating Expenses, Total -6540 -13876 -13361 61","Selling/General/Admin. Expenses, Total 16496 12336 11501 13038  Research & Development - 2189 2181 2277  Depreciation / Amortization 16160 14572 14101 -  Interest Expense (Income) - Net Operating -1222 -595 -708 -  Unusual Expense (Income) - - -658 -711  Other Operating Expenses, Total -6540 -13876 -13361 61","Selling/General/Admin. Expenses, Total 16496 12336 11501 13038  Research & Development - 2189 2181 2277  Depreciation / Amortization 16160 14572 14101 -  Interest Expense (Income) - Net Operating -1222 -595 -708 -  Unusual Expense (Income) - - -658 -711  Other Operating Expenses, Total -6540 -13876 -13361 61","Selling/General/Admin. Expenses, Total 16496 12336 11501 13038  Research & Development - 2189 2181 2277  Depreciation / Amortization 16160 14572 14101 -  Interest Expense (Income) - Net Operating -1222 -595 -708 -  Unusual Expense (Income) - - -658 -711  Other Operating Expenses, Total -6540 -13876 -13361 61"
"Selling/General/Admin. Expenses, Total",16496,12336,11501,13038
Research & Development,-,2189,2181,2277
Depreciation / Amortization,16160,14572,14101,-
Interest Expense (Income) - Net Operating,-1222,-595,-708,-
Unusual Expense (Income),-,-,-658,-711
"Other Operating Expenses, Total",-6540,-13876,-13361,61
Operating Income,-9269,-901,3075,3594
"Interest Income (Expense), Net Non-Operating",-,330,-310,-937
Gain (Loss) on Sale of Assets,-,476,-211,-
"Other, Net",473,2337,-137,-
Net Income Before Taxes,-9742,-3714,3423,2657
Provision for Income Taxes,645,934,1648,1676
Net Income After Taxes,-10387,-4648,1775,981
Minority Interest,336,2686,5039,241
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-6993,-1390,2838,1222
Total Extraordinary Items,-,-,-,-
Net Income,-6993,-1390,2838,1222
Total Adjustments to Net Income,-,-,-,1
Income Available to Common Excluding Extraordinary Items,-6993,-1390,2838,1223
Dilution Adjustment,93.35,-,-0.248,-
Diluted Net Income,-7086.35,-1390,2838.25,1223
Diluted Weighted Average Shares,28.06,28.1,28.39,28.39
Diluted EPS Excluding Extraordinary Items,-252.57,-49.47,99.97,43.08
DPS - Common Stock Primary Issue,-,24,26,26
Diluted Normalized EPS,-96.05,113.24,117.44,26.8
