Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,304442,254450,234545,295692
"Revenue 304442 254450 234545 295692  Other Revenue, Total - - - -","Revenue 304442 254450 234545 295692  Other Revenue, Total - - - -","Revenue 304442 254450 234545 295692  Other Revenue, Total - - - -","Revenue 304442 254450 234545 295692  Other Revenue, Total - - - -","Revenue 304442 254450 234545 295692  Other Revenue, Total - - - -"
Revenue,304442,254450,234545,295692
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",274962,237352,222831,266312
Gross Profit,29480,17098,11714,29380
Total Operating Expenses,301082,262602,251711,294921
"Selling/General/Admin. Expenses, Total 25741 24691 23044 19472  Research & Development - - - 6598  Depreciation / Amortization 23631 369 379 301  Interest Expense (Income) - Net Operating -1740 - - -  Unusual Expense (Income) - 190 5457 2237  Other Operating Expenses, Total -27759 - - 1","Selling/General/Admin. Expenses, Total 25741 24691 23044 19472  Research & Development - - - 6598  Depreciation / Amortization 23631 369 379 301  Interest Expense (Income) - Net Operating -1740 - - -  Unusual Expense (Income) - 190 5457 2237  Other Operating Expenses, Total -27759 - - 1","Selling/General/Admin. Expenses, Total 25741 24691 23044 19472  Research & Development - - - 6598  Depreciation / Amortization 23631 369 379 301  Interest Expense (Income) - Net Operating -1740 - - -  Unusual Expense (Income) - 190 5457 2237  Other Operating Expenses, Total -27759 - - 1","Selling/General/Admin. Expenses, Total 25741 24691 23044 19472  Research & Development - - - 6598  Depreciation / Amortization 23631 369 379 301  Interest Expense (Income) - Net Operating -1740 - - -  Unusual Expense (Income) - 190 5457 2237  Other Operating Expenses, Total -27759 - - 1","Selling/General/Admin. Expenses, Total 25741 24691 23044 19472  Research & Development - - - 6598  Depreciation / Amortization 23631 369 379 301  Interest Expense (Income) - Net Operating -1740 - - -  Unusual Expense (Income) - 190 5457 2237  Other Operating Expenses, Total -27759 - - 1"
"Selling/General/Admin. Expenses, Total",25741,24691,23044,19472
Research & Development,-,-,-,6598
Depreciation / Amortization,23631,369,379,301
Interest Expense (Income) - Net Operating,-1740,-,-,-
Unusual Expense (Income),-,190,5457,2237
"Other Operating Expenses, Total",-27759,-,-,1
Operating Income,3360,-8152,-17166,771
"Interest Income (Expense), Net Non-Operating",-,643,-314,-374
Gain (Loss) on Sale of Assets,283,-194,-255,-274
"Other, Net",-2313,2601,2857,826
Net Income Before Taxes,5390,-5102,-14878,949
Provision for Income Taxes,1746,2037,3096,2528
Net Income After Taxes,3644,-7139,-17974,-1579
Minority Interest,16188,-815,333,-2398
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2483,-7954,-17641,-3977
Total Extraordinary Items,-,-,-,-
Net Income,2483,-7954,-17641,-3977
Total Adjustments to Net Income,-,-1,-1,-
Income Available to Common Excluding Extraordinary Items,2483,-7955,-17642,-3977
Dilution Adjustment,-,-,-,-
Diluted Net Income,2483,-7955,-17642,-3977
Diluted Weighted Average Shares,44.54,44.97,44.97,45.74
Diluted EPS Excluding Extraordinary Items,55.75,-176.89,-392.29,-86.95
DPS - Common Stock Primary Issue,20,10,10,55
Diluted Normalized EPS,44.49,-171.34,-309.73,-51.27
