Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,12516,11555,10279.31,10935.24
"Revenue 12517 11555 10279.31 10935.24  Other Revenue, Total - - - -","Revenue 12517 11555 10279.31 10935.24  Other Revenue, Total - - - -","Revenue 12517 11555 10279.31 10935.24  Other Revenue, Total - - - -","Revenue 12517 11555 10279.31 10935.24  Other Revenue, Total - - - -","Revenue 12517 11555 10279.31 10935.24  Other Revenue, Total - - - -"
Revenue,12517,11555,10279.31,10935.24
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",8355.26,7944,7511.71,7404.68
Gross Profit,4161.74,3611,2767.61,3530.56
Total Operating Expenses,11260.3,10469,10053.12,10056.25
"Selling/General/Admin. Expenses, Total 2905.04 2186 2086.17 2243.62  Research & Development - - - -  Depreciation / Amortization 184 186 228 281.7  Interest Expense (Income) - Net Operating -12.83 -14 - -  Unusual Expense (Income) - 139.87 227.24 126.24  Other Operating Expenses, Total 224 167 - -","Selling/General/Admin. Expenses, Total 2905.04 2186 2086.17 2243.62  Research & Development - - - -  Depreciation / Amortization 184 186 228 281.7  Interest Expense (Income) - Net Operating -12.83 -14 - -  Unusual Expense (Income) - 139.87 227.24 126.24  Other Operating Expenses, Total 224 167 - -","Selling/General/Admin. Expenses, Total 2905.04 2186 2086.17 2243.62  Research & Development - - - -  Depreciation / Amortization 184 186 228 281.7  Interest Expense (Income) - Net Operating -12.83 -14 - -  Unusual Expense (Income) - 139.87 227.24 126.24  Other Operating Expenses, Total 224 167 - -","Selling/General/Admin. Expenses, Total 2905.04 2186 2086.17 2243.62  Research & Development - - - -  Depreciation / Amortization 184 186 228 281.7  Interest Expense (Income) - Net Operating -12.83 -14 - -  Unusual Expense (Income) - 139.87 227.24 126.24  Other Operating Expenses, Total 224 167 - -","Selling/General/Admin. Expenses, Total 2905.04 2186 2086.17 2243.62  Research & Development - - - -  Depreciation / Amortization 184 186 228 281.7  Interest Expense (Income) - Net Operating -12.83 -14 - -  Unusual Expense (Income) - 139.87 227.24 126.24  Other Operating Expenses, Total 224 167 - -"
"Selling/General/Admin. Expenses, Total",2905.04,2186,2086.17,2243.62
Research & Development,-,-,-,-
Depreciation / Amortization,184,186,228,281.7
Interest Expense (Income) - Net Operating,-12.83,-14,-,-
Unusual Expense (Income),-,139.87,227.24,126.24
"Other Operating Expenses, Total",224,167,-,-
Operating Income,1256.7,1086,226.2,879
"Interest Income (Expense), Net Non-Operating",-,87.01,9.59,-62.76
Gain (Loss) on Sale of Assets,17.3,11,-,-
"Other, Net",-139.21,44,122.94,-8
Net Income Before Taxes,1378.62,1031,358.73,808.24
Provision for Income Taxes,374.25,241,-181.24,325.25
Net Income After Taxes,1004.37,790,539.97,482.99
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1004.37,790,539.97,482.99
Total Extraordinary Items,-,-,-,-
Net Income,1004.37,790,539.97,482.99
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1004.37,790,539.97,482.99
Dilution Adjustment,-,-,-,-
Diluted Net Income,1004.37,790,539.97,482.99
Diluted Weighted Average Shares,22.59,22.59,22.59,22.59
Diluted EPS Excluding Extraordinary Items,44.47,34.98,23.91,21.38
DPS - Common Stock Primary Issue,14,14,14,13
Diluted Normalized EPS,36.01,32.4,40.54,37.2
