Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,6638,5029,5110.25,4203.76
"Revenue 6638 5029.44 5110.25 4203.76  Other Revenue, Total - - - -","Revenue 6638 5029.44 5110.25 4203.76  Other Revenue, Total - - - -","Revenue 6638 5029.44 5110.25 4203.76  Other Revenue, Total - - - -","Revenue 6638 5029.44 5110.25 4203.76  Other Revenue, Total - - - -","Revenue 6638 5029.44 5110.25 4203.76  Other Revenue, Total - - - -"
Revenue,6638,5029.44,5110.25,4203.76
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4037,2874.51,2926.34,2260.74
Gross Profit,2601,2154.93,2183.9,1943.01
Total Operating Expenses,6470,4778.64,4822.95,4072.69
"Selling/General/Admin. Expenses, Total 2432 1889.71 1881.94 1793.88  Research & Development 21 13.84 6.59 15  Depreciation / Amortization 65 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 0.57 8.07 3.07  Other Operating Expenses, Total -69 - - -","Selling/General/Admin. Expenses, Total 2432 1889.71 1881.94 1793.88  Research & Development 21 13.84 6.59 15  Depreciation / Amortization 65 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 0.57 8.07 3.07  Other Operating Expenses, Total -69 - - -","Selling/General/Admin. Expenses, Total 2432 1889.71 1881.94 1793.88  Research & Development 21 13.84 6.59 15  Depreciation / Amortization 65 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 0.57 8.07 3.07  Other Operating Expenses, Total -69 - - -","Selling/General/Admin. Expenses, Total 2432 1889.71 1881.94 1793.88  Research & Development 21 13.84 6.59 15  Depreciation / Amortization 65 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 0.57 8.07 3.07  Other Operating Expenses, Total -69 - - -","Selling/General/Admin. Expenses, Total 2432 1889.71 1881.94 1793.88  Research & Development 21 13.84 6.59 15  Depreciation / Amortization 65 - - -  Interest Expense (Income) - Net Operating -16 - - -  Unusual Expense (Income) - 0.57 8.07 3.07  Other Operating Expenses, Total -69 - - -"
"Selling/General/Admin. Expenses, Total",2432,1889.71,1881.94,1793.88
Research & Development,21,13.84,6.59,15
Depreciation / Amortization,65,-,-,-
Interest Expense (Income) - Net Operating,-16,-,-,-
Unusual Expense (Income),-,0.57,8.07,3.07
"Other Operating Expenses, Total",-69,-,-,-
Operating Income,168,250.81,287.3,131.06
"Interest Income (Expense), Net Non-Operating",-,12.53,-12.97,-19.54
Gain (Loss) on Sale of Assets,1,1.41,-,1.21
"Other, Net",-33,2.19,-18.96,3.45
Net Income Before Taxes,200,266.94,255.36,116.19
Provision for Income Taxes,77,66.75,98.53,44.07
Net Income After Taxes,123,200.19,156.83,72.12
Minority Interest,4,0.04,-1.6,0.17
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,114,200.23,155.23,72.3
Total Extraordinary Items,-,-,-,-
Net Income,114,200.23,155.23,72.3
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,114,200.23,155.23,72.3
Dilution Adjustment,-,-,-,-
Diluted Net Income,114,200.23,155.23,72.3
Diluted Weighted Average Shares,2.97,2.93,2.62,2.32
Diluted EPS Excluding Extraordinary Items,38.35,68.37,59.18,31.13
DPS - Common Stock Primary Issue,-,21.5,16.05,-
Diluted Normalized EPS,38.81,68.15,61.07,31.62
