Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,42799,39358,32462,35348.5
"Revenue 42799.5 39358 32462 35348.5  Other Revenue, Total - - - -","Revenue 42799.5 39358 32462 35348.5  Other Revenue, Total - - - -","Revenue 42799.5 39358 32462 35348.5  Other Revenue, Total - - - -","Revenue 42799.5 39358 32462 35348.5  Other Revenue, Total - - - -","Revenue 42799.5 39358 32462 35348.5  Other Revenue, Total - - - -"
Revenue,42799.5,39358,32462,35348.5
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",31168.81,27914,23375,26161.11
Gross Profit,11630.7,11444,9087,9187.39
Total Operating Expenses,40362.98,36317,30848,37826.91
"Selling/General/Admin. Expenses, Total 9194.17 8403 7473 8351.74  Research & Development - 508 490 -  Depreciation / Amortization 1130 971 968 -  Interest Expense (Income) - Net Operating -62.09 -53 -107 -  Unusual Expense (Income) - 159.93 469.18 3314.07  Other Operating Expenses, Total -1614 -1426 -1351 -","Selling/General/Admin. Expenses, Total 9194.17 8403 7473 8351.74  Research & Development - 508 490 -  Depreciation / Amortization 1130 971 968 -  Interest Expense (Income) - Net Operating -62.09 -53 -107 -  Unusual Expense (Income) - 159.93 469.18 3314.07  Other Operating Expenses, Total -1614 -1426 -1351 -","Selling/General/Admin. Expenses, Total 9194.17 8403 7473 8351.74  Research & Development - 508 490 -  Depreciation / Amortization 1130 971 968 -  Interest Expense (Income) - Net Operating -62.09 -53 -107 -  Unusual Expense (Income) - 159.93 469.18 3314.07  Other Operating Expenses, Total -1614 -1426 -1351 -","Selling/General/Admin. Expenses, Total 9194.17 8403 7473 8351.74  Research & Development - 508 490 -  Depreciation / Amortization 1130 971 968 -  Interest Expense (Income) - Net Operating -62.09 -53 -107 -  Unusual Expense (Income) - 159.93 469.18 3314.07  Other Operating Expenses, Total -1614 -1426 -1351 -","Selling/General/Admin. Expenses, Total 9194.17 8403 7473 8351.74  Research & Development - 508 490 -  Depreciation / Amortization 1130 971 968 -  Interest Expense (Income) - Net Operating -62.09 -53 -107 -  Unusual Expense (Income) - 159.93 469.18 3314.07  Other Operating Expenses, Total -1614 -1426 -1351 -"
"Selling/General/Admin. Expenses, Total",9194.17,8403,7473,8351.74
Research & Development,-,508,490,-
Depreciation / Amortization,1130,971,968,-
Interest Expense (Income) - Net Operating,-62.09,-53,-107,-
Unusual Expense (Income),-,159.93,469.18,3314.07
"Other Operating Expenses, Total",-1614,-1426,-1351,-
Operating Income,2436.52,3041,1614,-2478.41
"Interest Income (Expense), Net Non-Operating",-,-74.09,-139.74,-118.88
Gain (Loss) on Sale of Assets,-20.76,28,-14,13.7
"Other, Net",381.9,167,615,-35.69
Net Income Before Taxes,2075.39,2846,1013,-2619.28
Provision for Income Taxes,678.34,802,535,866.32
Net Income After Taxes,1397.05,2044,478,-3485.6
Minority Interest,23.91,16,10,-0.32
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1390.17,2040,477,-3485.92
Total Extraordinary Items,-,-,-,-
Net Income,1390.17,2040,477,-3485.92
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1390.17,2040,477,-3485.92
Dilution Adjustment,-0.013,-0.668,-0.701,-
Diluted Net Income,1390.19,2040.67,477.7,-3485.92
Diluted Weighted Average Shares,23.11,24.19,21.93,21.79
Diluted EPS Excluding Extraordinary Items,60.15,84.36,21.78,-160.01
DPS - Common Stock Primary Issue,19.5,13,2,2
Diluted Normalized EPS,64.44,76.78,47.68,-58.08
