Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,8380,3702,1604,983.98
"Revenue 8380 3702 1604 983.98  Other Revenue, Total - - - -","Revenue 8380 3702 1604 983.98  Other Revenue, Total - - - -","Revenue 8380 3702 1604 983.98  Other Revenue, Total - - - -","Revenue 8380 3702 1604 983.98  Other Revenue, Total - - - -","Revenue 8380 3702 1604 983.98  Other Revenue, Total - - - -"
Revenue,8380,3702,1604,983.98
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,-,-,-
Gross Profit,8380,3702,1604,-
Total Operating Expenses,8376,3814,1395,916.53
"Selling/General/Admin. Expenses, Total 7251 3559 1377 896.85  Research & Development - - - -  Depreciation / Amortization 708 165 18 15.61  Interest Expense (Income) - Net Operating -46 -22 -8 -  Unusual Expense (Income) - - - 4.07  Other Operating Expenses, Total 463 112 8 -","Selling/General/Admin. Expenses, Total 7251 3559 1377 896.85  Research & Development - - - -  Depreciation / Amortization 708 165 18 15.61  Interest Expense (Income) - Net Operating -46 -22 -8 -  Unusual Expense (Income) - - - 4.07  Other Operating Expenses, Total 463 112 8 -","Selling/General/Admin. Expenses, Total 7251 3559 1377 896.85  Research & Development - - - -  Depreciation / Amortization 708 165 18 15.61  Interest Expense (Income) - Net Operating -46 -22 -8 -  Unusual Expense (Income) - - - 4.07  Other Operating Expenses, Total 463 112 8 -","Selling/General/Admin. Expenses, Total 7251 3559 1377 896.85  Research & Development - - - -  Depreciation / Amortization 708 165 18 15.61  Interest Expense (Income) - Net Operating -46 -22 -8 -  Unusual Expense (Income) - - - 4.07  Other Operating Expenses, Total 463 112 8 -","Selling/General/Admin. Expenses, Total 7251 3559 1377 896.85  Research & Development - - - -  Depreciation / Amortization 708 165 18 15.61  Interest Expense (Income) - Net Operating -46 -22 -8 -  Unusual Expense (Income) - - - 4.07  Other Operating Expenses, Total 463 112 8 -"
"Selling/General/Admin. Expenses, Total",7251,3559,1377,896.85
Research & Development,-,-,-,-
Depreciation / Amortization,708,165,18,15.61
Interest Expense (Income) - Net Operating,-46,-22,-8,-
Unusual Expense (Income),-,-,-,4.07
"Other Operating Expenses, Total",463,112,8,-
Operating Income,4,-112,209,67.44
"Interest Income (Expense), Net Non-Operating",-,-24.11,-11.07,-3.48
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",56,278,12,-10.78
Net Income Before Taxes,-52,-390,197,53.19
Provision for Income Taxes,-127,85,-4,0.31
Net Income After Taxes,75,-475,201,52.87
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,75,-475,201,52.87
Total Extraordinary Items,-,-,-,-
Net Income,75,-475,201,52.87
Total Adjustments to Net Income,-,-87.6,-,-0
Income Available to Common Excluding Extraordinary Items,75,-562.6,201,52.87
Dilution Adjustment,-,87.6,-0.929,-
Diluted Net Income,75,-562.6,201.93,52.87
Diluted Weighted Average Shares,9.11,8.91,9.29,7.68
Diluted EPS Excluding Extraordinary Items,8.23,-63.14,21.74,6.88
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-3.57,-27.35,13.26,7.41
