Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,172811,152536,139363,144739
"Revenue 172811 152536 139363 144739  Other Revenue, Total - - - -","Revenue 172811 152536 139363 144739  Other Revenue, Total - - - -","Revenue 172811 152536 139363 144739  Other Revenue, Total - - - -","Revenue 172811 152536 139363 144739  Other Revenue, Total - - - -","Revenue 172811 152536 139363 144739  Other Revenue, Total - - - -"
Revenue,172811,152536,139363,144739
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",123533,110430,100590,106818
Gross Profit,49278,42106,38773,37921
Total Operating Expenses,155917,139635,132765,138838
"Selling/General/Admin. Expenses, Total 32384 30174 21748 22215  Research & Development - - 5791 6127  Depreciation / Amortization 9078 - 1254 1443  Interest Expense (Income) - Net Operating -297 - - -  Unusual Expense (Income) - -971 3382 2234  Other Operating Expenses, Total -8781 2 - 1","Selling/General/Admin. Expenses, Total 32384 30174 21748 22215  Research & Development - - 5791 6127  Depreciation / Amortization 9078 - 1254 1443  Interest Expense (Income) - Net Operating -297 - - -  Unusual Expense (Income) - -971 3382 2234  Other Operating Expenses, Total -8781 2 - 1","Selling/General/Admin. Expenses, Total 32384 30174 21748 22215  Research & Development - - 5791 6127  Depreciation / Amortization 9078 - 1254 1443  Interest Expense (Income) - Net Operating -297 - - -  Unusual Expense (Income) - -971 3382 2234  Other Operating Expenses, Total -8781 2 - 1","Selling/General/Admin. Expenses, Total 32384 30174 21748 22215  Research & Development - - 5791 6127  Depreciation / Amortization 9078 - 1254 1443  Interest Expense (Income) - Net Operating -297 - - -  Unusual Expense (Income) - -971 3382 2234  Other Operating Expenses, Total -8781 2 - 1","Selling/General/Admin. Expenses, Total 32384 30174 21748 22215  Research & Development - - 5791 6127  Depreciation / Amortization 9078 - 1254 1443  Interest Expense (Income) - Net Operating -297 - - -  Unusual Expense (Income) - -971 3382 2234  Other Operating Expenses, Total -8781 2 - 1"
"Selling/General/Admin. Expenses, Total",32384,30174,21748,22215
Research & Development,-,-,5791,6127
Depreciation / Amortization,9078,-,1254,1443
Interest Expense (Income) - Net Operating,-297,-,-,-
Unusual Expense (Income),-,-971,3382,2234
"Other Operating Expenses, Total",-8781,2,-,1
Operating Income,16894,12901,6598,5901
"Interest Income (Expense), Net Non-Operating",-,4372,2270,1961
Gain (Loss) on Sale of Assets,1561,-,11,49
"Other, Net",-8883,-5493,472,116
Net Income Before Taxes,24216,17453,9351,8027
Provision for Income Taxes,7293,4438,1798,1063
Net Income After Taxes,16923,13017,7553,6964
Minority Interest,1702,-332,-192,-204
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,16692,12683,7361,6760
Total Extraordinary Items,-,-,-,-
Net Income,16692,12685,7361,6760
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,16692,12683,7360,6759
Dilution Adjustment,-,-,-,-
Diluted Net Income,16692,12683,7360,6759
Diluted Weighted Average Shares,27.88,27.91,28.85,30.14
Diluted EPS Excluding Extraordinary Items,598.77,454.36,255.15,224.25
DPS - Common Stock Primary Issue,-,180,110,60
Diluted Normalized EPS,584.83,429.5,350.41,294.98
