Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,1407,751,599,1685.26
"Revenue 1407 751 599 1685.26  Other Revenue, Total - - - -","Revenue 1407 751 599 1685.26  Other Revenue, Total - - - -","Revenue 1407 751 599 1685.26  Other Revenue, Total - - - -","Revenue 1407 751 599 1685.26  Other Revenue, Total - - - -","Revenue 1407 751 599 1685.26  Other Revenue, Total - - - -"
Revenue,1407,751,599,1685.26
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1211,697,647,1195.95
Gross Profit,-,54,-48,489.31
Total Operating Expenses,1407,866,776,1429.25
"Selling/General/Admin. Expenses, Total - 134 124 169.66  Research & Development - - - -  Depreciation / Amortization 209 177 172 -  Interest Expense (Income) - Net Operating -10 -11 -12 -  Unusual Expense (Income) - -155.18 16.41 63.63  Other Operating Expenses, Total -199 -131 -155 -","Selling/General/Admin. Expenses, Total - 134 124 169.66  Research & Development - - - -  Depreciation / Amortization 209 177 172 -  Interest Expense (Income) - Net Operating -10 -11 -12 -  Unusual Expense (Income) - -155.18 16.41 63.63  Other Operating Expenses, Total -199 -131 -155 -","Selling/General/Admin. Expenses, Total - 134 124 169.66  Research & Development - - - -  Depreciation / Amortization 209 177 172 -  Interest Expense (Income) - Net Operating -10 -11 -12 -  Unusual Expense (Income) - -155.18 16.41 63.63  Other Operating Expenses, Total -199 -131 -155 -","Selling/General/Admin. Expenses, Total - 134 124 169.66  Research & Development - - - -  Depreciation / Amortization 209 177 172 -  Interest Expense (Income) - Net Operating -10 -11 -12 -  Unusual Expense (Income) - -155.18 16.41 63.63  Other Operating Expenses, Total -199 -131 -155 -","Selling/General/Admin. Expenses, Total - 134 124 169.66  Research & Development - - - -  Depreciation / Amortization 209 177 172 -  Interest Expense (Income) - Net Operating -10 -11 -12 -  Unusual Expense (Income) - -155.18 16.41 63.63  Other Operating Expenses, Total -199 -131 -155 -"
"Selling/General/Admin. Expenses, Total",-,134,124,169.66
Research & Development,-,-,-,-
Depreciation / Amortization,209,177,172,-
Interest Expense (Income) - Net Operating,-10,-11,-12,-
Unusual Expense (Income),-,-155.18,16.41,63.63
"Other Operating Expenses, Total",-199,-131,-155,-
Operating Income,-,-115,-177,256.02
"Interest Income (Expense), Net Non-Operating",-,-11.95,-12.92,-14.74
Gain (Loss) on Sale of Assets,167,-7,-,-
"Other, Net",-329,-138,25,4.8
Net Income Before Taxes,-,23,-202,246.08
Provision for Income Taxes,111,45,-44,71.24
Net Income After Taxes,51,-22,-158,174.84
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,-22,-158,174.84
Total Extraordinary Items,-,-,-,-
Net Income,51,-22,-158,174.84
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,51,-22,-158,174.84
Dilution Adjustment,-,-,-,-
Diluted Net Income,51,-22,-158,174.84
Diluted Weighted Average Shares,52.92,43.58,42.71,42.71
Diluted EPS Excluding Extraordinary Items,0.964,-0.505,-3.7,4.09
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-0.094,-1.89,-2.72,5.15
