Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,962885,782911,569756,615150
"Revenue 962885 782911 569756 615150  Other Revenue, Total - - - -","Revenue 962885 782911 569756 615150  Other Revenue, Total - - - -","Revenue 962885 782911 569756 615150  Other Revenue, Total - - - -","Revenue 962885 782911 569756 615150  Other Revenue, Total - - - -","Revenue 962885 782911 569756 615150  Other Revenue, Total - - - -"
Revenue,962885,782911,569756,615150
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",864414,653124,504183,549026
Gross Profit,98471,129787,65573,66124
Total Operating Expenses,945678,726838,563037,611972
"Selling/General/Admin. Expenses, Total 81264 70267 54429 55997  Research & Development - - - -  Depreciation / Amortization 33493 - - -  Interest Expense (Income) - Net Operating -7682 - - -  Unusual Expense (Income) - 3447 4425 6948  Other Operating Expenses, Total -25811 - - 1","Selling/General/Admin. Expenses, Total 81264 70267 54429 55997  Research & Development - - - -  Depreciation / Amortization 33493 - - -  Interest Expense (Income) - Net Operating -7682 - - -  Unusual Expense (Income) - 3447 4425 6948  Other Operating Expenses, Total -25811 - - 1","Selling/General/Admin. Expenses, Total 81264 70267 54429 55997  Research & Development - - - -  Depreciation / Amortization 33493 - - -  Interest Expense (Income) - Net Operating -7682 - - -  Unusual Expense (Income) - 3447 4425 6948  Other Operating Expenses, Total -25811 - - 1","Selling/General/Admin. Expenses, Total 81264 70267 54429 55997  Research & Development - - - -  Depreciation / Amortization 33493 - - -  Interest Expense (Income) - Net Operating -7682 - - -  Unusual Expense (Income) - 3447 4425 6948  Other Operating Expenses, Total -25811 - - 1","Selling/General/Admin. Expenses, Total 81264 70267 54429 55997  Research & Development - - - -  Depreciation / Amortization 33493 - - -  Interest Expense (Income) - Net Operating -7682 - - -  Unusual Expense (Income) - 3447 4425 6948  Other Operating Expenses, Total -25811 - - 1"
"Selling/General/Admin. Expenses, Total",81264,70267,54429,55997
Research & Development,-,-,-,-
Depreciation / Amortization,33493,-,-,-
Interest Expense (Income) - Net Operating,-7682,-,-,-
Unusual Expense (Income),-,3447,4425,6948
"Other Operating Expenses, Total",-25811,-,-,1
Operating Income,17207,56073,6719,3178
"Interest Income (Expense), Net Non-Operating",-,-3182,-5620,-4121
Gain (Loss) on Sale of Assets,-27,-1474,1941,-
"Other, Net",10068,-1303,433,-679
Net Income Before Taxes,7166,50114,3473,-1622
Provision for Income Taxes,1609,13520,4616,-4550
Net Income After Taxes,5557,36594,-1143,2928
Minority Interest,21222,-4540,-2125,-889
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,4703,32054,-3268,2039
Total Extraordinary Items,-,-,-,-
Net Income,4703,32054,-3268,2039
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,4703,32054,-3269,2038
Dilution Adjustment,-,-,-,-
Diluted Net Income,4703,32054,-3269,2038
Diluted Weighted Average Shares,48.22,48.22,48.23,48.23
Diluted EPS Excluding Extraordinary Items,97.53,664.69,-67.78,42.25
DPS - Common Stock Primary Issue,-,85,-,20
Diluted Normalized EPS,123.95,810.81,35.97,207.51
