Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,12699,10875,8164,7563.06
"Revenue 12699 10875 8164 7563.06  Other Revenue, Total - - - -","Revenue 12699 10875 8164 7563.06  Other Revenue, Total - - - -","Revenue 12699 10875 8164 7563.06  Other Revenue, Total - - - -","Revenue 12699 10875 8164 7563.06  Other Revenue, Total - - - -","Revenue 12699 10875 8164 7563.06  Other Revenue, Total - - - -"
Revenue,12699,10875,8164,7563.06
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",4006,3526,2562,2230.49
Gross Profit,8693,7349,5602,5332.58
Total Operating Expenses,10097,8631,6945,6615.74
"Selling/General/Admin. Expenses, Total 6091 5105 4383 4380.65  Research & Development - - - -  Depreciation / Amortization 964 753 526 -0.18  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -1.83 3.53 4.79  Other Operating Expenses, Total -964 -753 -526 -","Selling/General/Admin. Expenses, Total 6091 5105 4383 4380.65  Research & Development - - - -  Depreciation / Amortization 964 753 526 -0.18  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -1.83 3.53 4.79  Other Operating Expenses, Total -964 -753 -526 -","Selling/General/Admin. Expenses, Total 6091 5105 4383 4380.65  Research & Development - - - -  Depreciation / Amortization 964 753 526 -0.18  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -1.83 3.53 4.79  Other Operating Expenses, Total -964 -753 -526 -","Selling/General/Admin. Expenses, Total 6091 5105 4383 4380.65  Research & Development - - - -  Depreciation / Amortization 964 753 526 -0.18  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -1.83 3.53 4.79  Other Operating Expenses, Total -964 -753 -526 -","Selling/General/Admin. Expenses, Total 6091 5105 4383 4380.65  Research & Development - - - -  Depreciation / Amortization 964 753 526 -0.18  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -1.83 3.53 4.79  Other Operating Expenses, Total -964 -753 -526 -"
"Selling/General/Admin. Expenses, Total",6091,5105,4383,4380.65
Research & Development,-,-,-,-
Depreciation / Amortization,964,753,526,-0.18
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-1.83,3.53,4.79
"Other Operating Expenses, Total",-964,-753,-526,-
Operating Income,2602,2244,1219,947.33
"Interest Income (Expense), Net Non-Operating",-,8.94,10.33,12.64
Gain (Loss) on Sale of Assets,-,0.02,-,-
"Other, Net",-18,-14,-14,2.19
Net Income Before Taxes,2620,2258,1233,962.15
Provision for Income Taxes,739,710,390,297.98
Net Income After Taxes,1881,1548,843,664.18
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1881,1548,843,664.18
Total Extraordinary Items,-,-,-,-
Net Income,1881,1548,843,664.18
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,1881,1548,843,664.18
Dilution Adjustment,-,-0.191,-0.421,-
Diluted Net Income,1881,1548.19,843.42,664.18
Diluted Weighted Average Shares,14.59,14.59,14.55,14.53
Diluted EPS Excluding Extraordinary Items,128.9,106.13,57.98,45.72
DPS - Common Stock Primary Issue,34,30,28,27
Diluted Normalized EPS,112.21,96.7,53.1,45.93
