Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,28538,21564,22137,31877
"Revenue 28538 21564 22137 31877  Other Revenue, Total - - - -","Revenue 28538 21564 22137 31877  Other Revenue, Total - - - -","Revenue 28538 21564 22137 31877  Other Revenue, Total - - - -","Revenue 28538 21564 22137 31877  Other Revenue, Total - - - -","Revenue 28538 21564 22137 31877  Other Revenue, Total - - - -"
Revenue,28538,21564,22137,31877
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11025,8573,8385,11872
Gross Profit,17513,12991,13752,20005
Total Operating Expenses,28116,24947,25234,30488
"Selling/General/Admin. Expenses, Total 17091 16374 16155 18147  Research & Development - - - -  Depreciation / Amortization 797 740 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 429 695 468  Other Operating Expenses, Total -797 -740 -1 1","Selling/General/Admin. Expenses, Total 17091 16374 16155 18147  Research & Development - - - -  Depreciation / Amortization 797 740 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 429 695 468  Other Operating Expenses, Total -797 -740 -1 1","Selling/General/Admin. Expenses, Total 17091 16374 16155 18147  Research & Development - - - -  Depreciation / Amortization 797 740 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 429 695 468  Other Operating Expenses, Total -797 -740 -1 1","Selling/General/Admin. Expenses, Total 17091 16374 16155 18147  Research & Development - - - -  Depreciation / Amortization 797 740 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 429 695 468  Other Operating Expenses, Total -797 -740 -1 1","Selling/General/Admin. Expenses, Total 17091 16374 16155 18147  Research & Development - - - -  Depreciation / Amortization 797 740 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - 429 695 468  Other Operating Expenses, Total -797 -740 -1 1"
"Selling/General/Admin. Expenses, Total",17091,16374,16155,18147
Research & Development,-,-,-,-
Depreciation / Amortization,797,740,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,429,695,468
"Other Operating Expenses, Total",-797,-740,-1,1
Operating Income,422,-3383,-3097,1389
"Interest Income (Expense), Net Non-Operating",-,-2,-4,-
Gain (Loss) on Sale of Assets,-6,-,1,-
"Other, Net",92,-4281,1399,92
Net Income Before Taxes,336,898,-1701,1481
Provision for Income Taxes,204,271,-268,560
Net Income After Taxes,132,627,-1433,921
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,132,627,-1433,921
Total Extraordinary Items,-,-,-,-
Net Income,132,627,-1433,921
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,132,627,-1433,921
Dilution Adjustment,-,-,-,-
Diluted Net Income,132,627,-1433,921
Diluted Weighted Average Shares,6.85,6.85,6.85,6.85
Diluted EPS Excluding Extraordinary Items,19.27,91.56,-209.24,134.48
DPS - Common Stock Primary Issue,-,30,10,100
Diluted Normalized EPS,63.88,121.11,-131.99,187.2
