Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,110919,105387,105939,107023
"Revenue 110919 105387 105939 107023  Other Revenue, Total - - - -","Revenue 110919 105387 105939 107023  Other Revenue, Total - - - -","Revenue 110919 105387 105939 107023  Other Revenue, Total - - - -","Revenue 110919 105387 105939 107023  Other Revenue, Total - - - -","Revenue 110919 105387 105939 107023  Other Revenue, Total - - - -"
Revenue,110919,105387,105939,107023
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",56864,49915,48734,48948
Gross Profit,54055,55472,57205,58075
Total Operating Expenses,99171,88551,86288,89610
"Selling/General/Admin. Expenses, Total 31578 26200 32202 34180  Research & Development 10944 10980 3815 4952  Depreciation / Amortization 5693 5132 1684 1879  Interest Expense (Income) - Net Operating -482 -65 - -  Unusual Expense (Income) - - -16 -172  Other Operating Expenses, Total -5426 -3611 -131 -177","Selling/General/Admin. Expenses, Total 31578 26200 32202 34180  Research & Development 10944 10980 3815 4952  Depreciation / Amortization 5693 5132 1684 1879  Interest Expense (Income) - Net Operating -482 -65 - -  Unusual Expense (Income) - - -16 -172  Other Operating Expenses, Total -5426 -3611 -131 -177","Selling/General/Admin. Expenses, Total 31578 26200 32202 34180  Research & Development 10944 10980 3815 4952  Depreciation / Amortization 5693 5132 1684 1879  Interest Expense (Income) - Net Operating -482 -65 - -  Unusual Expense (Income) - - -16 -172  Other Operating Expenses, Total -5426 -3611 -131 -177","Selling/General/Admin. Expenses, Total 31578 26200 32202 34180  Research & Development 10944 10980 3815 4952  Depreciation / Amortization 5693 5132 1684 1879  Interest Expense (Income) - Net Operating -482 -65 - -  Unusual Expense (Income) - - -16 -172  Other Operating Expenses, Total -5426 -3611 -131 -177","Selling/General/Admin. Expenses, Total 31578 26200 32202 34180  Research & Development 10944 10980 3815 4952  Depreciation / Amortization 5693 5132 1684 1879  Interest Expense (Income) - Net Operating -482 -65 - -  Unusual Expense (Income) - - -16 -172  Other Operating Expenses, Total -5426 -3611 -131 -177"
"Selling/General/Admin. Expenses, Total",31578,26200,32202,34180
Research & Development,10944,10980,3815,4952
Depreciation / Amortization,5693,5132,1684,1879
Interest Expense (Income) - Net Operating,-482,-65,-,-
Unusual Expense (Income),-,-,-16,-172
"Other Operating Expenses, Total",-5426,-3611,-131,-177
Operating Income,11748,16836,19651,17413
"Interest Income (Expense), Net Non-Operating",-,-1,188,-232
Gain (Loss) on Sale of Assets,-,-336,-,-
"Other, Net",-690,22,-1,-577
Net Income Before Taxes,12438,17150,19838,17181
Provision for Income Taxes,3182,4309,3695,3783
Net Income After Taxes,9256,12841,16143,13398
Minority Interest,229,246,-37,-42
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,9272,12796,16106,13356
Total Extraordinary Items,-,-,-,-
Net Income,9272,12796,16106,13356
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,9272,12796,16105,13355
Dilution Adjustment,-0.866,0.136,-,-
Diluted Net Income,9272.87,12795.86,16105,13355
Diluted Weighted Average Shares,132.53,136.2,137.51,137.46
Diluted EPS Excluding Extraordinary Items,69.97,93.95,117.12,97.15
DPS - Common Stock Primary Issue,40,40,40,31
Diluted Normalized EPS,58.78,79.91,117.02,96.18
