Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,651965,633346,522936,473109
"Revenue 651965 633346 522936 473109  Other Revenue, Total - - - -","Revenue 651965 633346 522936 473109  Other Revenue, Total - - - -","Revenue 651965 633346 522936 473109  Other Revenue, Total - - - -","Revenue 651965 633346 522936 473109  Other Revenue, Total - - - -","Revenue 651965 633346 522936 473109  Other Revenue, Total - - - -"
Revenue,651965,633346,522936,473109
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",572628,510782,420717,403460
Gross Profit,79337,122564,102219,69649
Total Operating Expenses,639384,572608,471811,462827
"Selling/General/Admin. Expenses, Total 66756 49144 39737 45937  Research & Development - 9775 8765 8508  Depreciation / Amortization 33646 33167 33882 2166  Interest Expense (Income) - Net Operating -2011 -1852 -1670 -  Unusual Expense (Income) - 2568 7270 2755  Other Operating Expenses, Total -31635 -28408 -29620 1","Selling/General/Admin. Expenses, Total 66756 49144 39737 45937  Research & Development - 9775 8765 8508  Depreciation / Amortization 33646 33167 33882 2166  Interest Expense (Income) - Net Operating -2011 -1852 -1670 -  Unusual Expense (Income) - 2568 7270 2755  Other Operating Expenses, Total -31635 -28408 -29620 1","Selling/General/Admin. Expenses, Total 66756 49144 39737 45937  Research & Development - 9775 8765 8508  Depreciation / Amortization 33646 33167 33882 2166  Interest Expense (Income) - Net Operating -2011 -1852 -1670 -  Unusual Expense (Income) - 2568 7270 2755  Other Operating Expenses, Total -31635 -28408 -29620 1","Selling/General/Admin. Expenses, Total 66756 49144 39737 45937  Research & Development - 9775 8765 8508  Depreciation / Amortization 33646 33167 33882 2166  Interest Expense (Income) - Net Operating -2011 -1852 -1670 -  Unusual Expense (Income) - 2568 7270 2755  Other Operating Expenses, Total -31635 -28408 -29620 1","Selling/General/Admin. Expenses, Total 66756 49144 39737 45937  Research & Development - 9775 8765 8508  Depreciation / Amortization 33646 33167 33882 2166  Interest Expense (Income) - Net Operating -2011 -1852 -1670 -  Unusual Expense (Income) - 2568 7270 2755  Other Operating Expenses, Total -31635 -28408 -29620 1"
"Selling/General/Admin. Expenses, Total",66756,49144,39737,45937
Research & Development,-,9775,8765,8508
Depreciation / Amortization,33646,33167,33882,2166
Interest Expense (Income) - Net Operating,-2011,-1852,-1670,-
Unusual Expense (Income),-,2568,7270,2755
"Other Operating Expenses, Total",-31635,-28408,-29620,1
Operating Income,12581,60738,51125,10282
"Interest Income (Expense), Net Non-Operating",-,6877,10477,-3776
Gain (Loss) on Sale of Assets,-1011,1092,9220,-769
"Other, Net",-1597,-4867,-12808,57
Net Income Before Taxes,15189,64513,54713,5794
Provision for Income Taxes,8536,11643,8521,4082
Net Income After Taxes,6653,52870,46192,1712
Minority Interest,8035,10356,11591,-146
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,8511,52088,44771,1566
Total Extraordinary Items,-,-,-,-
Net Income,8511,52088,44771,1566
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,8511,52088,44771,1566
Dilution Adjustment,-,-,-,-
Diluted Net Income,8511,52088,44771,1566
Diluted Weighted Average Shares,57.13,57.11,57.11,57.11
Diluted EPS Excluding Extraordinary Items,148.97,911.99,784,27.42
DPS - Common Stock Primary Issue,-,110,85,70
Diluted Normalized EPS,250.64,708.42,536.17,67.53
