Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,28331,27294.21,32060.63,34125.31
"Revenue 28331 27294.21 32060.63 34125.31  Other Revenue, Total - - - -","Revenue 28331 27294.21 32060.63 34125.31  Other Revenue, Total - - - -","Revenue 28331 27294.21 32060.63 34125.31  Other Revenue, Total - - - -","Revenue 28331 27294.21 32060.63 34125.31  Other Revenue, Total - - - -","Revenue 28331 27294.21 32060.63 34125.31  Other Revenue, Total - - - -"
Revenue,28331,27294.21,32060.63,34125.31
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",22954,22214.54,26136.13,28044.28
Gross Profit,5377,5079.67,5924.5,6081.03
Total Operating Expenses,26840,26113.28,30099.1,32144.06
"Selling/General/Admin. Expenses, Total 3561 3459.74 3570.45 3576.6  Research & Development 227 269.2 256.75 223.82  Depreciation / Amortization 181 103.09 104.87 106.08  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 66.7 30.9 193.28  Other Operating Expenses, Total -80 - - -","Selling/General/Admin. Expenses, Total 3561 3459.74 3570.45 3576.6  Research & Development 227 269.2 256.75 223.82  Depreciation / Amortization 181 103.09 104.87 106.08  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 66.7 30.9 193.28  Other Operating Expenses, Total -80 - - -","Selling/General/Admin. Expenses, Total 3561 3459.74 3570.45 3576.6  Research & Development 227 269.2 256.75 223.82  Depreciation / Amortization 181 103.09 104.87 106.08  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 66.7 30.9 193.28  Other Operating Expenses, Total -80 - - -","Selling/General/Admin. Expenses, Total 3561 3459.74 3570.45 3576.6  Research & Development 227 269.2 256.75 223.82  Depreciation / Amortization 181 103.09 104.87 106.08  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 66.7 30.9 193.28  Other Operating Expenses, Total -80 - - -","Selling/General/Admin. Expenses, Total 3561 3459.74 3570.45 3576.6  Research & Development 227 269.2 256.75 223.82  Depreciation / Amortization 181 103.09 104.87 106.08  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 66.7 30.9 193.28  Other Operating Expenses, Total -80 - - -"
"Selling/General/Admin. Expenses, Total",3561,3459.74,3570.45,3576.6
Research & Development,227,269.2,256.75,223.82
Depreciation / Amortization,181,103.09,104.87,106.08
Interest Expense (Income) - Net Operating,-3,-,-,-
Unusual Expense (Income),-,66.7,30.9,193.28
"Other Operating Expenses, Total",-80,-,-,-
Operating Income,1491,1180.93,1961.52,1981.25
"Interest Income (Expense), Net Non-Operating",-,56.53,33.11,91.56
Gain (Loss) on Sale of Assets,72,0.11,-0.41,32.07
"Other, Net",-246,101.14,29.05,49.54
Net Income Before Taxes,1665,1338.71,2023.27,2154.42
Provision for Income Taxes,559,441.12,671.99,681.04
Net Income After Taxes,1106,897.6,1351.28,1473.37
Minority Interest,650,-32.6,-71.63,-82.76
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1063,865,1279.64,1390.62
Total Extraordinary Items,-,-,-,-
Net Income,1063,865,1279.64,1390.62
Total Adjustments to Net Income,-,-0,-0,-
Income Available to Common Excluding Extraordinary Items,1063,865,1279.64,1390.62
Dilution Adjustment,-,-,-,-
Diluted Net Income,1063,865,1279.64,1390.62
Diluted Weighted Average Shares,4.02,4.02,4.02,4.02
Diluted EPS Excluding Extraordinary Items,264.15,214.94,317.97,345.55
DPS - Common Stock Primary Issue,55,55,55,55
Diluted Normalized EPS,238.12,226.03,323.17,372.94
