Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,6959,7794,11409.25,9095.87
"Revenue 6959 7794.17 11409.25 9095.87  Other Revenue, Total - - - -","Revenue 6959 7794.17 11409.25 9095.87  Other Revenue, Total - - - -","Revenue 6959 7794.17 11409.25 9095.87  Other Revenue, Total - - - -","Revenue 6959 7794.17 11409.25 9095.87  Other Revenue, Total - - - -","Revenue 6959 7794.17 11409.25 9095.87  Other Revenue, Total - - - -"
Revenue,6959,7794.17,11409.25,9095.87
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",5734,6348.99,9501.08,7477.52
Gross Profit,1225,1445.18,1908.17,1618.35
Total Operating Expenses,6761,7387.49,10678.54,8591.6
"Selling/General/Admin. Expenses, Total 996 985.8 1123.35 1064.99  Research & Development 19 21.63 22.7 22.16  Depreciation / Amortization 33 31.07 31.41 26.93  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -19 - - -","Selling/General/Admin. Expenses, Total 996 985.8 1123.35 1064.99  Research & Development 19 21.63 22.7 22.16  Depreciation / Amortization 33 31.07 31.41 26.93  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -19 - - -","Selling/General/Admin. Expenses, Total 996 985.8 1123.35 1064.99  Research & Development 19 21.63 22.7 22.16  Depreciation / Amortization 33 31.07 31.41 26.93  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -19 - - -","Selling/General/Admin. Expenses, Total 996 985.8 1123.35 1064.99  Research & Development 19 21.63 22.7 22.16  Depreciation / Amortization 33 31.07 31.41 26.93  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -19 - - -","Selling/General/Admin. Expenses, Total 996 985.8 1123.35 1064.99  Research & Development 19 21.63 22.7 22.16  Depreciation / Amortization 33 31.07 31.41 26.93  Interest Expense (Income) - Net Operating -2 - - -  Unusual Expense (Income) - - - -  Other Operating Expenses, Total -19 - - -"
"Selling/General/Admin. Expenses, Total",996,985.8,1123.35,1064.99
Research & Development,19,21.63,22.7,22.16
Depreciation / Amortization,33,31.07,31.41,26.93
Interest Expense (Income) - Net Operating,-2,-,-,-
Unusual Expense (Income),-,-,-,-
"Other Operating Expenses, Total",-19,-,-,-
Operating Income,198,406.68,730.71,504.27
"Interest Income (Expense), Net Non-Operating",-,-2.26,-2.04,-3.28
Gain (Loss) on Sale of Assets,80,-,-,-
"Other, Net",-194,14.03,-85.53,13.5
Net Income Before Taxes,312,418.45,643.15,514.49
Provision for Income Taxes,121,96.79,225.32,148.33
Net Income After Taxes,191,321.66,417.82,366.15
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,191,321.66,417.82,366.15
Total Extraordinary Items,-,-,-,-
Net Income,191,321.66,417.82,366.15
Total Adjustments to Net Income,-,-0,-0,-
Income Available to Common Excluding Extraordinary Items,191,321.66,417.82,366.15
Dilution Adjustment,-,-,-,-
Diluted Net Income,191,321.66,417.82,366.15
Diluted Weighted Average Shares,0.876,0.87,0.87,0.86
Diluted EPS Excluding Extraordinary Items,218.12,369.24,481.72,423.67
DPS - Common Stock Primary Issue,80,125,160,145
Diluted Normalized EPS,166.3,369.24,481.72,423.67
