Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,11703,10200,10525.61,12121.35
"Revenue 11703 10200 10525.61 12121.35  Other Revenue, Total - - - -","Revenue 11703 10200 10525.61 12121.35  Other Revenue, Total - - - -","Revenue 11703 10200 10525.61 12121.35  Other Revenue, Total - - - -","Revenue 11703 10200 10525.61 12121.35  Other Revenue, Total - - - -","Revenue 11703 10200 10525.61 12121.35  Other Revenue, Total - - - -"
Revenue,11703,10200,10525.61,12121.35
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7011,6257,6224.91,7048.9
Gross Profit,4692,3943,4300.7,5072.45
Total Operating Expenses,10130,9111,9135.68,10270.45
"Selling/General/Admin. Expenses, Total 3119 2777 2732.01 2979.51  Research & Development - 113 91.96 110.14  Depreciation / Amortization 373 295 77.47 67.55  Interest Expense (Income) - Net Operating -31 -23 - -  Unusual Expense (Income) - 36.85 9.33 64.36  Other Operating Expenses, Total -400 -308 - -","Selling/General/Admin. Expenses, Total 3119 2777 2732.01 2979.51  Research & Development - 113 91.96 110.14  Depreciation / Amortization 373 295 77.47 67.55  Interest Expense (Income) - Net Operating -31 -23 - -  Unusual Expense (Income) - 36.85 9.33 64.36  Other Operating Expenses, Total -400 -308 - -","Selling/General/Admin. Expenses, Total 3119 2777 2732.01 2979.51  Research & Development - 113 91.96 110.14  Depreciation / Amortization 373 295 77.47 67.55  Interest Expense (Income) - Net Operating -31 -23 - -  Unusual Expense (Income) - 36.85 9.33 64.36  Other Operating Expenses, Total -400 -308 - -","Selling/General/Admin. Expenses, Total 3119 2777 2732.01 2979.51  Research & Development - 113 91.96 110.14  Depreciation / Amortization 373 295 77.47 67.55  Interest Expense (Income) - Net Operating -31 -23 - -  Unusual Expense (Income) - 36.85 9.33 64.36  Other Operating Expenses, Total -400 -308 - -","Selling/General/Admin. Expenses, Total 3119 2777 2732.01 2979.51  Research & Development - 113 91.96 110.14  Depreciation / Amortization 373 295 77.47 67.55  Interest Expense (Income) - Net Operating -31 -23 - -  Unusual Expense (Income) - 36.85 9.33 64.36  Other Operating Expenses, Total -400 -308 - -"
"Selling/General/Admin. Expenses, Total",3119,2777,2732.01,2979.51
Research & Development,-,113,91.96,110.14
Depreciation / Amortization,373,295,77.47,67.55
Interest Expense (Income) - Net Operating,-31,-23,-,-
Unusual Expense (Income),-,36.85,9.33,64.36
"Other Operating Expenses, Total",-400,-308,-,-
Operating Income,1573,1089,1389.93,1850.89
"Interest Income (Expense), Net Non-Operating",-,-22.11,-22.21,-16.51
Gain (Loss) on Sale of Assets,29,25,-,-
"Other, Net",118,-229,33.7,-30.1
Net Income Before Taxes,1426,1293,1401.42,1804.29
Provision for Income Taxes,389,416,441.28,517.53
Net Income After Taxes,1037,877,960.14,1286.76
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1037,877,960.14,1286.76
Total Extraordinary Items,-,-,-,-
Net Income,1037,877,960.14,1286.76
Total Adjustments to Net Income,-,-,-0,-
Income Available to Common Excluding Extraordinary Items,1037,877,960.14,1286.76
Dilution Adjustment,-,-,-,-
Diluted Net Income,1037,877,960.14,1286.76
Diluted Weighted Average Shares,3.63,3.75,3.82,3.58
Diluted EPS Excluding Extraordinary Items,285.6,233.87,251.17,359.36
DPS - Common Stock Primary Issue,-,25,25,20
Diluted Normalized EPS,264.74,217.34,252.84,372.17
