Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,218004,213395,191326,163435
"Revenue 218004 213395 191326 163435  Other Revenue, Total - - - -","Revenue 218004 213395 191326 163435  Other Revenue, Total - - - -","Revenue 218004 213395 191326 163435  Other Revenue, Total - - - -","Revenue 218004 213395 191326 163435  Other Revenue, Total - - - -","Revenue 218004 213395 191326 163435  Other Revenue, Total - - - -"
Revenue,218004,213395,191326,163435
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",198788,190725,172046,142378
Gross Profit,19216,22670,19280,21057
Total Operating Expenses,214151,205181,187575,158846
"Selling/General/Admin. Expenses, Total 15436 12258 12539 13382  Research & Development - 2454 2697 2721  Depreciation / Amortization 9035 8384 8358 635  Interest Expense (Income) - Net Operating -740 -105 -116 -  Unusual Expense (Income) - - 109 -69  Other Operating Expenses, Total -8542 -8535 -7949 -201","Selling/General/Admin. Expenses, Total 15436 12258 12539 13382  Research & Development - 2454 2697 2721  Depreciation / Amortization 9035 8384 8358 635  Interest Expense (Income) - Net Operating -740 -105 -116 -  Unusual Expense (Income) - - 109 -69  Other Operating Expenses, Total -8542 -8535 -7949 -201","Selling/General/Admin. Expenses, Total 15436 12258 12539 13382  Research & Development - 2454 2697 2721  Depreciation / Amortization 9035 8384 8358 635  Interest Expense (Income) - Net Operating -740 -105 -116 -  Unusual Expense (Income) - - 109 -69  Other Operating Expenses, Total -8542 -8535 -7949 -201","Selling/General/Admin. Expenses, Total 15436 12258 12539 13382  Research & Development - 2454 2697 2721  Depreciation / Amortization 9035 8384 8358 635  Interest Expense (Income) - Net Operating -740 -105 -116 -  Unusual Expense (Income) - - 109 -69  Other Operating Expenses, Total -8542 -8535 -7949 -201","Selling/General/Admin. Expenses, Total 15436 12258 12539 13382  Research & Development - 2454 2697 2721  Depreciation / Amortization 9035 8384 8358 635  Interest Expense (Income) - Net Operating -740 -105 -116 -  Unusual Expense (Income) - - 109 -69  Other Operating Expenses, Total -8542 -8535 -7949 -201"
"Selling/General/Admin. Expenses, Total",15436,12258,12539,13382
Research & Development,-,2454,2697,2721
Depreciation / Amortization,9035,8384,8358,635
Interest Expense (Income) - Net Operating,-740,-105,-116,-
Unusual Expense (Income),-,-,109,-69
"Other Operating Expenses, Total",-8542,-8535,-7949,-201
Operating Income,3853,8214,3751,4589
"Interest Income (Expense), Net Non-Operating",-,2512,196,-43
Gain (Loss) on Sale of Assets,-,639,-109,-
"Other, Net",-1080,-3791,23,-
Net Income Before Taxes,4933,11366,3837,4546
Provision for Income Taxes,3294,4487,4041,3195
Net Income After Taxes,1639,6879,-204,1351
Minority Interest,9245,11166,9735,-302
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1444,4466,-1335,1049
Total Extraordinary Items,-,-,-,-
Net Income,1444,4466,-1335,1049
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1444,4466,-1335,1049
Dilution Adjustment,-,-,-,-
Diluted Net Income,1444,4466,-1335,1049
Diluted Weighted Average Shares,14.82,14.82,14.82,14.82
Diluted EPS Excluding Extraordinary Items,97.45,301.39,-90.09,70.79
DPS - Common Stock Primary Issue,-,76,36,72
Diluted Normalized EPS,194.9,289.6,90.11,67.76
