Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,12084,10897,10647.2,12869.82
"Revenue 12084 10897 10647.2 12869.82  Other Revenue, Total - - - -","Revenue 12084 10897 10647.2 12869.82  Other Revenue, Total - - - -","Revenue 12084 10897 10647.2 12869.82  Other Revenue, Total - - - -","Revenue 12084 10897 10647.2 12869.82  Other Revenue, Total - - - -","Revenue 12084 10897 10647.2 12869.82  Other Revenue, Total - - - -"
Revenue,12084,10897,10647.2,12869.82
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10636,9385,8256.44,10080.99
Gross Profit,1448,1512,2390.76,2788.83
Total Operating Expenses,-,10959,9854.96,12154.34
"Selling/General/Admin. Expenses, Total 1540 1574 1538.15 1775.35  Research & Development - 80 84.5 70.13  Depreciation / Amortization 217 589 - -  Interest Expense (Income) - Net Operating -19 -21 - -  Unusual Expense (Income) - 2894.78 -24.14 227.87  Other Operating Expenses, Total -267 -648 - -","Selling/General/Admin. Expenses, Total 1540 1574 1538.15 1775.35  Research & Development - 80 84.5 70.13  Depreciation / Amortization 217 589 - -  Interest Expense (Income) - Net Operating -19 -21 - -  Unusual Expense (Income) - 2894.78 -24.14 227.87  Other Operating Expenses, Total -267 -648 - -","Selling/General/Admin. Expenses, Total 1540 1574 1538.15 1775.35  Research & Development - 80 84.5 70.13  Depreciation / Amortization 217 589 - -  Interest Expense (Income) - Net Operating -19 -21 - -  Unusual Expense (Income) - 2894.78 -24.14 227.87  Other Operating Expenses, Total -267 -648 - -","Selling/General/Admin. Expenses, Total 1540 1574 1538.15 1775.35  Research & Development - 80 84.5 70.13  Depreciation / Amortization 217 589 - -  Interest Expense (Income) - Net Operating -19 -21 - -  Unusual Expense (Income) - 2894.78 -24.14 227.87  Other Operating Expenses, Total -267 -648 - -","Selling/General/Admin. Expenses, Total 1540 1574 1538.15 1775.35  Research & Development - 80 84.5 70.13  Depreciation / Amortization 217 589 - -  Interest Expense (Income) - Net Operating -19 -21 - -  Unusual Expense (Income) - 2894.78 -24.14 227.87  Other Operating Expenses, Total -267 -648 - -"
"Selling/General/Admin. Expenses, Total",1540,1574,1538.15,1775.35
Research & Development,-,80,84.5,70.13
Depreciation / Amortization,217,589,-,-
Interest Expense (Income) - Net Operating,-19,-21,-,-
Unusual Expense (Income),-,2894.78,-24.14,227.87
"Other Operating Expenses, Total",-267,-648,-,-
Operating Income,-92,-62,792.24,715.48
"Interest Income (Expense), Net Non-Operating",-,123.94,-18.8,-3.69
Gain (Loss) on Sale of Assets,5,105,4.95,7.3
"Other, Net",-72,2626,46.28,51.17
Net Income Before Taxes,-25,-2793,824.66,770.26
Provision for Income Taxes,-77,-345,262.97,204.28
Net Income After Taxes,52,-2448,561.69,565.98
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,-2448,561.69,565.98
Total Extraordinary Items,-,-,-,-
Net Income,52,-2448,561.69,565.98
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,52,-2448,561.69,565.98
Dilution Adjustment,-,-,-,-
Diluted Net Income,52,-2448,561.69,565.98
Diluted Weighted Average Shares,-,7.86,7.86,7.83
Diluted EPS Excluding Extraordinary Items,6.73,-311.47,71.51,72.32
DPS - Common Stock Primary Issue,-,12,16,16
Diluted Normalized EPS,2.43,-0.239,68.98,93.03
