Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,67716,54544,42725,56848
"Revenue 67716 54544 42725 56848  Other Revenue, Total - - - -","Revenue 67716 54544 42725 56848  Other Revenue, Total - - - -","Revenue 67716 54544 42725 56848  Other Revenue, Total - - - -","Revenue 67716 54544 42725 56848  Other Revenue, Total - - - -","Revenue 67716 54544 42725 56848  Other Revenue, Total - - - -"
Revenue,67716,54544,42725,56848
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",16253,11501,8566,10451
Gross Profit,51463,43043,34159,46397
Total Operating Expenses,63224,45248,37085,46316
"Selling/General/Admin. Expenses, Total 46971 33409 26387 35392  Research & Development - - - -  Depreciation / Amortization 1904 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 337 2131 473  Other Operating Expenses, Total -1901 1 1 -","Selling/General/Admin. Expenses, Total 46971 33409 26387 35392  Research & Development - - - -  Depreciation / Amortization 1904 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 337 2131 473  Other Operating Expenses, Total -1901 1 1 -","Selling/General/Admin. Expenses, Total 46971 33409 26387 35392  Research & Development - - - -  Depreciation / Amortization 1904 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 337 2131 473  Other Operating Expenses, Total -1901 1 1 -","Selling/General/Admin. Expenses, Total 46971 33409 26387 35392  Research & Development - - - -  Depreciation / Amortization 1904 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 337 2131 473  Other Operating Expenses, Total -1901 1 1 -","Selling/General/Admin. Expenses, Total 46971 33409 26387 35392  Research & Development - - - -  Depreciation / Amortization 1904 - - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 337 2131 473  Other Operating Expenses, Total -1901 1 1 -"
"Selling/General/Admin. Expenses, Total",46971,33409,26387,35392
Research & Development,-,-,-,-
Depreciation / Amortization,1904,-,-,-
Interest Expense (Income) - Net Operating,-3,-,-,-
Unusual Expense (Income),-,337,2131,473
"Other Operating Expenses, Total",-1901,1,1,-
Operating Income,4492,9296,5640,10532
"Interest Income (Expense), Net Non-Operating",-,669,140,112
Gain (Loss) on Sale of Assets,-252,-8,6,23
"Other, Net",431,19,27,-59
Net Income Before Taxes,4313,9976,5813,10608
Provision for Income Taxes,1480,3275,2261,3349
Net Income After Taxes,2833,6701,3552,7259
Minority Interest,425,-73,-50,-132
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,2813,6628,3502,7127
Total Extraordinary Items,-,-,-,-
Net Income,2813,6628,3502,7127
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,2813,6628,3502,7125
Dilution Adjustment,-,-0.235,-,-
Diluted Net Income,2813,6628.24,3502,7125
Diluted Weighted Average Shares,44.74,44.97,44.92,45.75
Diluted EPS Excluding Extraordinary Items,62.88,147.38,77.95,155.75
DPS - Common Stock Primary Issue,-,70.1,37.1,74.8
Diluted Normalized EPS,63.43,139.26,116.92,172.86
