Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,39627,37248,29605,31393
"Revenue 39627 37248 29605 31393  Other Revenue, Total - - - -","Revenue 39627 37248 29605 31393  Other Revenue, Total - - - -","Revenue 39627 37248 29605 31393  Other Revenue, Total - - - -","Revenue 39627 37248 29605 31393  Other Revenue, Total - - - -","Revenue 39627 37248 29605 31393  Other Revenue, Total - - - -"
Revenue,39627,37248,29605,31393
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",27612,27438,21991,22775
Gross Profit,12015,9810,7614,8618
Total Operating Expenses,31849,31488,25670,26644
"Selling/General/Admin. Expenses, Total 4237 3279 2885 3087  Research & Development - 771 783 780  Depreciation / Amortization 934 929 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 10 2  Other Operating Expenses, Total -934 -929 1 -","Selling/General/Admin. Expenses, Total 4237 3279 2885 3087  Research & Development - 771 783 780  Depreciation / Amortization 934 929 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 10 2  Other Operating Expenses, Total -934 -929 1 -","Selling/General/Admin. Expenses, Total 4237 3279 2885 3087  Research & Development - 771 783 780  Depreciation / Amortization 934 929 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 10 2  Other Operating Expenses, Total -934 -929 1 -","Selling/General/Admin. Expenses, Total 4237 3279 2885 3087  Research & Development - 771 783 780  Depreciation / Amortization 934 929 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 10 2  Other Operating Expenses, Total -934 -929 1 -","Selling/General/Admin. Expenses, Total 4237 3279 2885 3087  Research & Development - 771 783 780  Depreciation / Amortization 934 929 - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - - 10 2  Other Operating Expenses, Total -934 -929 1 -"
"Selling/General/Admin. Expenses, Total",4237,3279,2885,3087
Research & Development,-,771,783,780
Depreciation / Amortization,934,929,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-,10,2
"Other Operating Expenses, Total",-934,-929,1,-
Operating Income,7778,5760,3935,4749
"Interest Income (Expense), Net Non-Operating",-,1833,621,576
Gain (Loss) on Sale of Assets,556,38,-,1
"Other, Net",-2821,-2053,247,133
Net Income Before Taxes,10043,7775,4803,5459
Provision for Income Taxes,2782,2278,1358,1566
Net Income After Taxes,7261,5497,3445,3893
Minority Interest,1776,155,-11,-4
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7247,5491,3434,3889
Total Extraordinary Items,-,-,-,-
Net Income,7247,5491,3434,3889
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,7247,5491,3433,3888
Dilution Adjustment,-,-,-,-
Diluted Net Income,7247,5491,3433,3888
Diluted Weighted Average Shares,-,3.24,3.24,3.24
Diluted EPS Excluding Extraordinary Items,2259.32,1697,1060.9,1201.46
DPS - Common Stock Primary Issue,350,350,300,300
Diluted Normalized EPS,1841.05,1492.6,1063.12,1201.68
