Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,185961,162929,157712,169229
"Revenue 185961 162929 157712 169229  Other Revenue, Total - - - -","Revenue 185961 162929 157712 169229  Other Revenue, Total - - - -","Revenue 185961 162929 157712 169229  Other Revenue, Total - - - -","Revenue 185961 162929 157712 169229  Other Revenue, Total - - - -","Revenue 185961 162929 157712 169229  Other Revenue, Total - - - -"
Revenue,185961,162929,157712,169229
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",163337,142206,136190,148172
Gross Profit,22624,20723,21522,21057
Total Operating Expenses,177528,155344,148957,160299
"Selling/General/Admin. Expenses, Total 14191 12689 12283 10757  Research & Development - 1076 754 778  Depreciation / Amortization 489 449 482 458  Interest Expense (Income) - Net Operating -70 -98 -119 -  Unusual Expense (Income) - 146 59 133  Other Operating Expenses, Total -419 -978 -633 1","Selling/General/Admin. Expenses, Total 14191 12689 12283 10757  Research & Development - 1076 754 778  Depreciation / Amortization 489 449 482 458  Interest Expense (Income) - Net Operating -70 -98 -119 -  Unusual Expense (Income) - 146 59 133  Other Operating Expenses, Total -419 -978 -633 1","Selling/General/Admin. Expenses, Total 14191 12689 12283 10757  Research & Development - 1076 754 778  Depreciation / Amortization 489 449 482 458  Interest Expense (Income) - Net Operating -70 -98 -119 -  Unusual Expense (Income) - 146 59 133  Other Operating Expenses, Total -419 -978 -633 1","Selling/General/Admin. Expenses, Total 14191 12689 12283 10757  Research & Development - 1076 754 778  Depreciation / Amortization 489 449 482 458  Interest Expense (Income) - Net Operating -70 -98 -119 -  Unusual Expense (Income) - 146 59 133  Other Operating Expenses, Total -419 -978 -633 1","Selling/General/Admin. Expenses, Total 14191 12689 12283 10757  Research & Development - 1076 754 778  Depreciation / Amortization 489 449 482 458  Interest Expense (Income) - Net Operating -70 -98 -119 -  Unusual Expense (Income) - 146 59 133  Other Operating Expenses, Total -419 -978 -633 1"
"Selling/General/Admin. Expenses, Total",14191,12689,12283,10757
Research & Development,-,1076,754,778
Depreciation / Amortization,489,449,482,458
Interest Expense (Income) - Net Operating,-70,-98,-119,-
Unusual Expense (Income),-,146,59,133
"Other Operating Expenses, Total",-419,-978,-633,1
Operating Income,8433,7585,8755,8930
"Interest Income (Expense), Net Non-Operating",-,773,375,188
Gain (Loss) on Sale of Assets,554,360,11,-
"Other, Net",-1950,-1087,-488,104
Net Income Before Taxes,9829,8312,9232,9222
Provision for Income Taxes,3199,2572,2914,2815
Net Income After Taxes,6630,5740,6318,6407
Minority Interest,182,160,205,-6
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6626,5778,6318,6401
Total Extraordinary Items,-,-,-,-
Net Income,6626,5778,6318,6401
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,6626,5778,6318,6399
Dilution Adjustment,-,-,-,-
Diluted Net Income,6626,5778,6318,6399
Diluted Weighted Average Shares,21.41,21.39,21.64,21.97
Diluted EPS Excluding Extraordinary Items,309.55,270.15,291.93,291.29
DPS - Common Stock Primary Issue,90,90,90,90
Diluted Normalized EPS,271.06,238.3,267.42,295.49
