Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,4808,4073,3868.98,3474.65
"Revenue 4808 4073 3868.98 3474.65  Other Revenue, Total - - - -","Revenue 4808 4073 3868.98 3474.65  Other Revenue, Total - - - -","Revenue 4808 4073 3868.98 3474.65  Other Revenue, Total - - - -","Revenue 4808 4073 3868.98 3474.65  Other Revenue, Total - - - -","Revenue 4808 4073 3868.98 3474.65  Other Revenue, Total - - - -"
Revenue,4808,4073,3868.98,3474.65
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",2539,2070,1943.14,1679.93
Gross Profit,2269,2003,1925.85,1794.72
Total Operating Expenses,5058,4440,3832.26,3791.94
"Selling/General/Admin. Expenses, Total 2519 2370 1889.12 2100.03  Research & Development - - - 1.98  Depreciation / Amortization 73 26 - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 297.08 - 10  Other Operating Expenses, Total -70 -26 - -0","Selling/General/Admin. Expenses, Total 2519 2370 1889.12 2100.03  Research & Development - - - 1.98  Depreciation / Amortization 73 26 - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 297.08 - 10  Other Operating Expenses, Total -70 -26 - -0","Selling/General/Admin. Expenses, Total 2519 2370 1889.12 2100.03  Research & Development - - - 1.98  Depreciation / Amortization 73 26 - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 297.08 - 10  Other Operating Expenses, Total -70 -26 - -0","Selling/General/Admin. Expenses, Total 2519 2370 1889.12 2100.03  Research & Development - - - 1.98  Depreciation / Amortization 73 26 - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 297.08 - 10  Other Operating Expenses, Total -70 -26 - -0","Selling/General/Admin. Expenses, Total 2519 2370 1889.12 2100.03  Research & Development - - - 1.98  Depreciation / Amortization 73 26 - -  Interest Expense (Income) - Net Operating -3 - - -  Unusual Expense (Income) - 297.08 - 10  Other Operating Expenses, Total -70 -26 - -0"
"Selling/General/Admin. Expenses, Total",2519,2370,1889.12,2100.03
Research & Development,-,-,-,1.98
Depreciation / Amortization,73,26,-,-
Interest Expense (Income) - Net Operating,-3,-,-,-
Unusual Expense (Income),-,297.08,-,10
"Other Operating Expenses, Total",-70,-26,-,-0
Operating Income,-250,-367,36.72,-317.28
"Interest Income (Expense), Net Non-Operating",-,-,-0.44,-5.58
Gain (Loss) on Sale of Assets,10,-10,-,-
"Other, Net",-26,299,12.27,-15.84
Net Income Before Taxes,-234,-656,48.55,-338.71
Provision for Income Taxes,4,16,11.44,14.56
Net Income After Taxes,-238,-672,37.11,-353.27
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-238,-672,37.11,-353.27
Total Extraordinary Items,-,-,-,-
Net Income,-238,-672,37.11,-353.27
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,-238,-672,37.11,-353.27
Dilution Adjustment,-,-,-,-
Diluted Net Income,-238,-672,37.11,-353.27
Diluted Weighted Average Shares,15.76,15.69,16.06,12.66
Diluted EPS Excluding Extraordinary Items,-15.1,-42.84,2.31,-27.91
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-9.68,-14.3,4.74,-25.49
