Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,780060,831794,588003,485130
"Revenue 780060 831794 588003 485130  Other Revenue, Total - - - -","Revenue 780060 831794 588003 485130  Other Revenue, Total - - - -","Revenue 780060 831794 588003 485130  Other Revenue, Total - - - -","Revenue 780060 831794 588003 485130  Other Revenue, Total - - - -","Revenue 780060 831794 588003 485130  Other Revenue, Total - - - -"
Revenue,780060,831794,588003,485130
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",689241,725368,512155,421630
Gross Profit,90819,106426,75848,63500
Total Operating Expenses,735449,767969,550548,461095
"Selling/General/Admin. Expenses, Total 46208 31756 28788 29760  Research & Development - 7035 6177 6076  Depreciation / Amortization 23955 22582 20050 1708  Interest Expense (Income) - Net Operating -523 -664 -910 -  Unusual Expense (Income) - 536 3570 1920  Other Operating Expenses, Total -23432 -18108 -15712 1","Selling/General/Admin. Expenses, Total 46208 31756 28788 29760  Research & Development - 7035 6177 6076  Depreciation / Amortization 23955 22582 20050 1708  Interest Expense (Income) - Net Operating -523 -664 -910 -  Unusual Expense (Income) - 536 3570 1920  Other Operating Expenses, Total -23432 -18108 -15712 1","Selling/General/Admin. Expenses, Total 46208 31756 28788 29760  Research & Development - 7035 6177 6076  Depreciation / Amortization 23955 22582 20050 1708  Interest Expense (Income) - Net Operating -523 -664 -910 -  Unusual Expense (Income) - 536 3570 1920  Other Operating Expenses, Total -23432 -18108 -15712 1","Selling/General/Admin. Expenses, Total 46208 31756 28788 29760  Research & Development - 7035 6177 6076  Depreciation / Amortization 23955 22582 20050 1708  Interest Expense (Income) - Net Operating -523 -664 -910 -  Unusual Expense (Income) - 536 3570 1920  Other Operating Expenses, Total -23432 -18108 -15712 1","Selling/General/Admin. Expenses, Total 46208 31756 28788 29760  Research & Development - 7035 6177 6076  Depreciation / Amortization 23955 22582 20050 1708  Interest Expense (Income) - Net Operating -523 -664 -910 -  Unusual Expense (Income) - 536 3570 1920  Other Operating Expenses, Total -23432 -18108 -15712 1"
"Selling/General/Admin. Expenses, Total",46208,31756,28788,29760
Research & Development,-,7035,6177,6076
Depreciation / Amortization,23955,22582,20050,1708
Interest Expense (Income) - Net Operating,-523,-664,-910,-
Unusual Expense (Income),-,536,3570,1920
"Other Operating Expenses, Total",-23432,-18108,-15712,1
Operating Income,44611,63825,37455,24035
"Interest Income (Expense), Net Non-Operating",-,11199,2170,2601
Gain (Loss) on Sale of Assets,-1264,1300,5033,131
"Other, Net",-54,-14564,-6437,1995
Net Income Before Taxes,45929,77089,38859,28762
Provision for Income Taxes,16416,20259,13636,10081
Net Income After Taxes,29513,56830,25223,18681
Minority Interest,15710,15119,11010,-1284
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,25041,51012,21824,17397
Total Extraordinary Items,-,-,-,-
Net Income,25041,51012,21824,17397
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,25041,51012,21824,17395
Dilution Adjustment,-,-,-,-
Diluted Net Income,25041,51012,21824,17395
Diluted Weighted Average Shares,59.51,59.5,59.23,59.18
Diluted EPS Excluding Extraordinary Items,420.76,857.32,368.44,293.91
DPS - Common Stock Primary Issue,105,100,95,90
Diluted Normalized EPS,507.7,701.27,335.11,321.74
