Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,103727,107358,108053,100861
"Revenue 103727 107358 108053 100861  Other Revenue, Total - - - -","Revenue 103727 107358 108053 100861  Other Revenue, Total - - - -","Revenue 103727 107358 108053 100861  Other Revenue, Total - - - -","Revenue 103727 107358 108053 100861  Other Revenue, Total - - - -","Revenue 103727 107358 108053 100861  Other Revenue, Total - - - -"
Revenue,103727,107358,108053,100861
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",65385,67652,66452,61935
Gross Profit,38342,39706,41601,38926
Total Operating Expenses,92420,93413,92156,86789
"Selling/General/Admin. Expenses, Total 27035 25761 22007 21640  Research & Development - - 3638 3241  Depreciation / Amortization 2685 - - -  Interest Expense (Income) - Net Operating -1 -6 - -  Unusual Expense (Income) - 265 45 49  Other Operating Expenses, Total -6192 -5418 14 -76","Selling/General/Admin. Expenses, Total 27035 25761 22007 21640  Research & Development - - 3638 3241  Depreciation / Amortization 2685 - - -  Interest Expense (Income) - Net Operating -1 -6 - -  Unusual Expense (Income) - 265 45 49  Other Operating Expenses, Total -6192 -5418 14 -76","Selling/General/Admin. Expenses, Total 27035 25761 22007 21640  Research & Development - - 3638 3241  Depreciation / Amortization 2685 - - -  Interest Expense (Income) - Net Operating -1 -6 - -  Unusual Expense (Income) - 265 45 49  Other Operating Expenses, Total -6192 -5418 14 -76","Selling/General/Admin. Expenses, Total 27035 25761 22007 21640  Research & Development - - 3638 3241  Depreciation / Amortization 2685 - - -  Interest Expense (Income) - Net Operating -1 -6 - -  Unusual Expense (Income) - 265 45 49  Other Operating Expenses, Total -6192 -5418 14 -76","Selling/General/Admin. Expenses, Total 27035 25761 22007 21640  Research & Development - - 3638 3241  Depreciation / Amortization 2685 - - -  Interest Expense (Income) - Net Operating -1 -6 - -  Unusual Expense (Income) - 265 45 49  Other Operating Expenses, Total -6192 -5418 14 -76"
"Selling/General/Admin. Expenses, Total",27035,25761,22007,21640
Research & Development,-,-,3638,3241
Depreciation / Amortization,2685,-,-,-
Interest Expense (Income) - Net Operating,-1,-6,-,-
Unusual Expense (Income),-,265,45,49
"Other Operating Expenses, Total",-6192,-5418,14,-76
Operating Income,11307,13945,15897,14072
"Interest Income (Expense), Net Non-Operating",-,417,46,185
Gain (Loss) on Sale of Assets,1,-103,-,-
"Other, Net",-139,19,-781,-721
Net Income Before Taxes,11445,14029,15162,13536
Provision for Income Taxes,3319,3625,4407,3832
Net Income After Taxes,8126,10405,10755,9704
Minority Interest,15,18,-2,1
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,8129,10398,10753,9705
Total Extraordinary Items,-,-,-,-
Net Income,8129,10398,10753,9705
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,8129,10398,10752,9705
Dilution Adjustment,-,-0.404,-,-
Diluted Net Income,8129,10398.4,10752,9705
Diluted Weighted Average Shares,85.29,90.61,90.37,86.51
Diluted EPS Excluding Extraordinary Items,95.31,114.76,118.97,112.18
DPS - Common Stock Primary Issue,-,37,34.5,30.5
Diluted Normalized EPS,82.69,99.24,119.33,112.59
