Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,156159,142328,131972,120922
"Revenue 156159 142328 131972 120922  Other Revenue, Total - - - -","Revenue 156159 142328 131972 120922  Other Revenue, Total - - - -","Revenue 156159 142328 131972 120922  Other Revenue, Total - - - -","Revenue 156159 142328 131972 120922  Other Revenue, Total - - - -","Revenue 156159 142328 131972 120922  Other Revenue, Total - - - -"
Revenue,156159,142328,131972,120922
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",115664,102881,94331,86928
Gross Profit,40495,39447,37641,33994
Total Operating Expenses,147470,132998,122850,114840
"Selling/General/Admin. Expenses, Total 25377 23791 22773 22596  Research & Development 5518 5247 5224 5195  Depreciation / Amortization 4179 3315 - -  Interest Expense (Income) - Net Operating -499 -118 - -  Unusual Expense (Income) - -1 521 121  Other Operating Expenses, Total -2769 -2118 1 -","Selling/General/Admin. Expenses, Total 25377 23791 22773 22596  Research & Development 5518 5247 5224 5195  Depreciation / Amortization 4179 3315 - -  Interest Expense (Income) - Net Operating -499 -118 - -  Unusual Expense (Income) - -1 521 121  Other Operating Expenses, Total -2769 -2118 1 -","Selling/General/Admin. Expenses, Total 25377 23791 22773 22596  Research & Development 5518 5247 5224 5195  Depreciation / Amortization 4179 3315 - -  Interest Expense (Income) - Net Operating -499 -118 - -  Unusual Expense (Income) - -1 521 121  Other Operating Expenses, Total -2769 -2118 1 -","Selling/General/Admin. Expenses, Total 25377 23791 22773 22596  Research & Development 5518 5247 5224 5195  Depreciation / Amortization 4179 3315 - -  Interest Expense (Income) - Net Operating -499 -118 - -  Unusual Expense (Income) - -1 521 121  Other Operating Expenses, Total -2769 -2118 1 -","Selling/General/Admin. Expenses, Total 25377 23791 22773 22596  Research & Development 5518 5247 5224 5195  Depreciation / Amortization 4179 3315 - -  Interest Expense (Income) - Net Operating -499 -118 - -  Unusual Expense (Income) - -1 521 121  Other Operating Expenses, Total -2769 -2118 1 -"
"Selling/General/Admin. Expenses, Total",25377,23791,22773,22596
Research & Development,5518,5247,5224,5195
Depreciation / Amortization,4179,3315,-,-
Interest Expense (Income) - Net Operating,-499,-118,-,-
Unusual Expense (Income),-,-1,521,121
"Other Operating Expenses, Total",-2769,-2118,1,-
Operating Income,8689,9330,9122,6082
"Interest Income (Expense), Net Non-Operating",-,400,-265,-455
Gain (Loss) on Sale of Assets,-457,-75,-88,-93
"Other, Net",386,-432,127,187
Net Income Before Taxes,8760,9837,8896,5721
Provision for Income Taxes,2461,2337,2260,1557
Net Income After Taxes,6299,7500,6636,4164
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,6299,7500,6636,4164
Total Extraordinary Items,-,-,-,-
Net Income,6299,7500,6636,4164
Total Adjustments to Net Income,-,-,-1,-
Income Available to Common Excluding Extraordinary Items,6299,7500,6635,4164
Dilution Adjustment,-,-,-,-
Diluted Net Income,6299,7500,6635,4164
Diluted Weighted Average Shares,41.59,41.54,41.5,41.45
Diluted EPS Excluding Extraordinary Items,151.44,180.57,159.89,100.46
DPS - Common Stock Primary Issue,-,45,40,35
Diluted Normalized EPS,138.49,149.13,170.84,104.22
