Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,30391,29314,26029.67,24110.75
"Revenue 30391 29314 26029.67 24110.75  Other Revenue, Total - - - -","Revenue 30391 29314 26029.67 24110.75  Other Revenue, Total - - - -","Revenue 30391 29314 26029.67 24110.75  Other Revenue, Total - - - -","Revenue 30391 29314 26029.67 24110.75  Other Revenue, Total - - - -","Revenue 30391 29314 26029.67 24110.75  Other Revenue, Total - - - -"
Revenue,30391,29314,26029.67,24110.75
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",25206,24253,21496.71,19509.57
Gross Profit,5185,5061,4532.97,4601.18
Total Operating Expenses,28852,28127,24881.51,22471.42
"Selling/General/Admin. Expenses, Total 3646 3874 3375.88 2921.32  Research & Development - - - -  Depreciation / Amortization 99 64 - -  Interest Expense (Income) - Net Operating -270 -276 - -  Unusual Expense (Income) - 0.41 8.92 40.53  Other Operating Expenses, Total 171 212 - -","Selling/General/Admin. Expenses, Total 3646 3874 3375.88 2921.32  Research & Development - - - -  Depreciation / Amortization 99 64 - -  Interest Expense (Income) - Net Operating -270 -276 - -  Unusual Expense (Income) - 0.41 8.92 40.53  Other Operating Expenses, Total 171 212 - -","Selling/General/Admin. Expenses, Total 3646 3874 3375.88 2921.32  Research & Development - - - -  Depreciation / Amortization 99 64 - -  Interest Expense (Income) - Net Operating -270 -276 - -  Unusual Expense (Income) - 0.41 8.92 40.53  Other Operating Expenses, Total 171 212 - -","Selling/General/Admin. Expenses, Total 3646 3874 3375.88 2921.32  Research & Development - - - -  Depreciation / Amortization 99 64 - -  Interest Expense (Income) - Net Operating -270 -276 - -  Unusual Expense (Income) - 0.41 8.92 40.53  Other Operating Expenses, Total 171 212 - -","Selling/General/Admin. Expenses, Total 3646 3874 3375.88 2921.32  Research & Development - - - -  Depreciation / Amortization 99 64 - -  Interest Expense (Income) - Net Operating -270 -276 - -  Unusual Expense (Income) - 0.41 8.92 40.53  Other Operating Expenses, Total 171 212 - -"
"Selling/General/Admin. Expenses, Total",3646,3874,3375.88,2921.32
Research & Development,-,-,-,-
Depreciation / Amortization,99,64,-,-
Interest Expense (Income) - Net Operating,-270,-276,-,-
Unusual Expense (Income),-,0.41,8.92,40.53
"Other Operating Expenses, Total",171,212,-,-
Operating Income,1539,1187,1148.16,1639.33
"Interest Income (Expense), Net Non-Operating",-,-271.83,-290.21,-211
Gain (Loss) on Sale of Assets,-,0.24,0.18,-
"Other, Net",280,262,-14.46,-0.7
Net Income Before Taxes,1259,925,843.67,1427.62
Provision for Income Taxes,414,295,268.94,447.15
Net Income After Taxes,845,630,574.73,980.46
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,845,630,574.73,980.46
Total Extraordinary Items,-,-,-,-
Net Income,845,630,574.73,980.46
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,845,630,574.73,980.46
Dilution Adjustment,-,-,-,-
Diluted Net Income,845,630,574.73,980.46
Diluted Weighted Average Shares,9.53,8.92,7.74,7.74
Diluted EPS Excluding Extraordinary Items,88.62,70.62,74.26,126.69
DPS - Common Stock Primary Issue,15,12,12,12
Diluted Normalized EPS,82.53,64.8,75.03,130.29
