Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,52886,49886,49152,49675
"Revenue 52886 49886 49152 49675  Other Revenue, Total - - - -","Revenue 52886 49886 49152 49675  Other Revenue, Total - - - -","Revenue 52886 49886 49152 49675  Other Revenue, Total - - - -","Revenue 52886 49886 49152 49675  Other Revenue, Total - - - -","Revenue 52886 49886 49152 49675  Other Revenue, Total - - - -"
Revenue,52886,49886,49152,49675
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",43557,41080,40035,40303
Gross Profit,9329,8806,9117,9372
Total Operating Expenses,50035,47269,46151,46706
"Selling/General/Admin. Expenses, Total 6478 6189 6116 6230  Research & Development - 15 9 14  Depreciation / Amortization 380 452 449 21  Interest Expense (Income) - Net Operating -8 -8 -9 -  Unusual Expense (Income) - 14 6 136  Other Operating Expenses, Total -388 -459 -449 2","Selling/General/Admin. Expenses, Total 6478 6189 6116 6230  Research & Development - 15 9 14  Depreciation / Amortization 380 452 449 21  Interest Expense (Income) - Net Operating -8 -8 -9 -  Unusual Expense (Income) - 14 6 136  Other Operating Expenses, Total -388 -459 -449 2","Selling/General/Admin. Expenses, Total 6478 6189 6116 6230  Research & Development - 15 9 14  Depreciation / Amortization 380 452 449 21  Interest Expense (Income) - Net Operating -8 -8 -9 -  Unusual Expense (Income) - 14 6 136  Other Operating Expenses, Total -388 -459 -449 2","Selling/General/Admin. Expenses, Total 6478 6189 6116 6230  Research & Development - 15 9 14  Depreciation / Amortization 380 452 449 21  Interest Expense (Income) - Net Operating -8 -8 -9 -  Unusual Expense (Income) - 14 6 136  Other Operating Expenses, Total -388 -459 -449 2","Selling/General/Admin. Expenses, Total 6478 6189 6116 6230  Research & Development - 15 9 14  Depreciation / Amortization 380 452 449 21  Interest Expense (Income) - Net Operating -8 -8 -9 -  Unusual Expense (Income) - 14 6 136  Other Operating Expenses, Total -388 -459 -449 2"
"Selling/General/Admin. Expenses, Total",6478,6189,6116,6230
Research & Development,-,15,9,14
Depreciation / Amortization,380,452,449,21
Interest Expense (Income) - Net Operating,-8,-8,-9,-
Unusual Expense (Income),-,14,6,136
"Other Operating Expenses, Total",-388,-459,-449,2
Operating Income,2851,2617,3001,2969
"Interest Income (Expense), Net Non-Operating",-,1527,105,90
Gain (Loss) on Sale of Assets,1,1391,2,1
"Other, Net",-122,-2951,-138,21
Net Income Before Taxes,2972,4177,3137,3081
Provision for Income Taxes,1022,1345,1127,1171
Net Income After Taxes,1950,2832,2010,1910
Minority Interest,162,145,118,-9
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1940,2821,1998,1901
Total Extraordinary Items,-,-,-,-
Net Income,1940,2821,1998,1901
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,1940,2821,1998,1899
Dilution Adjustment,-,-0.407,-0.364,-
Diluted Net Income,1940,2821.41,1998.36,1899
Diluted Weighted Average Shares,34.74,35.25,35.83,35.82
Diluted EPS Excluding Extraordinary Items,55.84,80.05,55.77,53.01
DPS - Common Stock Primary Issue,28,28,28.5,28
Diluted Normalized EPS,54.47,49.34,54.45,55.93
