Period Ending:,202230/09,202130/09,202030/09,201930/09
Total Revenue,11238,12692,9347.73,7420.78
"Revenue 11238 12692.79 9347.73 7420.78  Other Revenue, Total - - - -","Revenue 11238 12692.79 9347.73 7420.78  Other Revenue, Total - - - -","Revenue 11238 12692.79 9347.73 7420.78  Other Revenue, Total - - - -","Revenue 11238 12692.79 9347.73 7420.78  Other Revenue, Total - - - -","Revenue 11238 12692.79 9347.73 7420.78  Other Revenue, Total - - - -"
Revenue,11238,12692.79,9347.73,7420.78
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1736,4760.04,4255.86,3615.16
Gross Profit,9502,7932.75,5091.87,3805.62
Total Operating Expenses,9678,11564.02,8614.1,7229.28
"Selling/General/Admin. Expenses, Total 7942 6795.51 4314.09 3607.12  Research & Development - - - -  Depreciation / Amortization 69 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 8.47 44.15 7  Other Operating Expenses, Total -65 - - -","Selling/General/Admin. Expenses, Total 7942 6795.51 4314.09 3607.12  Research & Development - - - -  Depreciation / Amortization 69 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 8.47 44.15 7  Other Operating Expenses, Total -65 - - -","Selling/General/Admin. Expenses, Total 7942 6795.51 4314.09 3607.12  Research & Development - - - -  Depreciation / Amortization 69 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 8.47 44.15 7  Other Operating Expenses, Total -65 - - -","Selling/General/Admin. Expenses, Total 7942 6795.51 4314.09 3607.12  Research & Development - - - -  Depreciation / Amortization 69 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 8.47 44.15 7  Other Operating Expenses, Total -65 - - -","Selling/General/Admin. Expenses, Total 7942 6795.51 4314.09 3607.12  Research & Development - - - -  Depreciation / Amortization 69 - - -  Interest Expense (Income) - Net Operating -4 - - -  Unusual Expense (Income) - 8.47 44.15 7  Other Operating Expenses, Total -65 - - -"
"Selling/General/Admin. Expenses, Total",7942,6795.51,4314.09,3607.12
Research & Development,-,-,-,-
Depreciation / Amortization,69,-,-,-
Interest Expense (Income) - Net Operating,-4,-,-,-
Unusual Expense (Income),-,8.47,44.15,7
"Other Operating Expenses, Total",-65,-,-,-
Operating Income,1560,1128.77,733.64,191.5
"Interest Income (Expense), Net Non-Operating",-,71.89,-27.71,-12.57
Gain (Loss) on Sale of Assets,3.35,1.8,-,31.4
"Other, Net",-28,-17.88,-75.26,4.02
Net Income Before Taxes,1588,1184.58,630.66,214.35
Provision for Income Taxes,506,349.03,222.95,192.5
Net Income After Taxes,1082,835.56,407.71,21.85
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1082,835.56,407.71,21.85
Total Extraordinary Items,-,-,-,-
Net Income,1082,835.56,407.71,21.85
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1082,835.56,407.71,21.85
Dilution Adjustment,-0.499,-,-,-
Diluted Net Income,1082.5,835.56,407.71,21.85
Diluted Weighted Average Shares,10.27,10.26,9.14,8.64
Diluted EPS Excluding Extraordinary Items,105.45,81.41,44.6,2.53
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,96.68,81.87,49.15,1.83
