Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,13344,12355,11598,11945.68
"Revenue 13344 12355 11598 11945.68  Other Revenue, Total - - - -","Revenue 13344 12355 11598 11945.68  Other Revenue, Total - - - -","Revenue 13344 12355 11598 11945.68  Other Revenue, Total - - - -","Revenue 13344 12355 11598 11945.68  Other Revenue, Total - - - -","Revenue 13344 12355 11598 11945.68  Other Revenue, Total - - - -"
Revenue,13344,12355,11598,11945.68
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7915,7693,7323,7376.89
Gross Profit,5429,4662,4275,4568.79
Total Operating Expenses,12543,11824,11275,11563.84
"Selling/General/Admin. Expenses, Total 4628 4000 3823 3702.08  Research & Development - 318 332 328.3  Depreciation / Amortization 1005 1023 990 119.42  Interest Expense (Income) - Net Operating -7 -7 -13 -  Unusual Expense (Income) - 37.26 96.73 37.15  Other Operating Expenses, Total -998 -1203 -1180 -","Selling/General/Admin. Expenses, Total 4628 4000 3823 3702.08  Research & Development - 318 332 328.3  Depreciation / Amortization 1005 1023 990 119.42  Interest Expense (Income) - Net Operating -7 -7 -13 -  Unusual Expense (Income) - 37.26 96.73 37.15  Other Operating Expenses, Total -998 -1203 -1180 -","Selling/General/Admin. Expenses, Total 4628 4000 3823 3702.08  Research & Development - 318 332 328.3  Depreciation / Amortization 1005 1023 990 119.42  Interest Expense (Income) - Net Operating -7 -7 -13 -  Unusual Expense (Income) - 37.26 96.73 37.15  Other Operating Expenses, Total -998 -1203 -1180 -","Selling/General/Admin. Expenses, Total 4628 4000 3823 3702.08  Research & Development - 318 332 328.3  Depreciation / Amortization 1005 1023 990 119.42  Interest Expense (Income) - Net Operating -7 -7 -13 -  Unusual Expense (Income) - 37.26 96.73 37.15  Other Operating Expenses, Total -998 -1203 -1180 -","Selling/General/Admin. Expenses, Total 4628 4000 3823 3702.08  Research & Development - 318 332 328.3  Depreciation / Amortization 1005 1023 990 119.42  Interest Expense (Income) - Net Operating -7 -7 -13 -  Unusual Expense (Income) - 37.26 96.73 37.15  Other Operating Expenses, Total -998 -1203 -1180 -"
"Selling/General/Admin. Expenses, Total",4628,4000,3823,3702.08
Research & Development,-,318,332,328.3
Depreciation / Amortization,1005,1023,990,119.42
Interest Expense (Income) - Net Operating,-7,-7,-13,-
Unusual Expense (Income),-,37.26,96.73,37.15
"Other Operating Expenses, Total",-998,-1203,-1180,-
Operating Income,801,531,323,381.84
"Interest Income (Expense), Net Non-Operating",-,26.01,253.26,103.59
Gain (Loss) on Sale of Assets,-17,-23,74,-
"Other, Net",-226,-182,-317,78.25
Net Income Before Taxes,1044,736,566,563.68
Provision for Income Taxes,211,213,197,204.91
Net Income After Taxes,833,523,369,358.77
Minority Interest,19,16,15,-0.34
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,833,523,369,358.43
Total Extraordinary Items,-,-,-,-
Net Income,833,523,369,358.43
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,833,523,369,358.43
Dilution Adjustment,-,-,-,-
Diluted Net Income,833,523,369,358.43
Diluted Weighted Average Shares,4.58,4.58,4.57,4.61
Diluted EPS Excluding Extraordinary Items,181.95,114.27,80.67,77.68
DPS - Common Stock Primary Issue,70,60,60,60
Diluted Normalized EPS,145.26,103.64,67.36,82.81
