Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,8024,7856,8473.52,9015.02
"Revenue 8024 7856 8473.52 9015.02  Other Revenue, Total - - - -","Revenue 8024 7856 8473.52 9015.02  Other Revenue, Total - - - -","Revenue 8024 7856 8473.52 9015.02  Other Revenue, Total - - - -","Revenue 8024 7856 8473.52 9015.02  Other Revenue, Total - - - -","Revenue 8024 7856 8473.52 9015.02  Other Revenue, Total - - - -"
Revenue,8024,7856,8473.52,9015.02
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",7096,6831,7251.95,7661.29
Gross Profit,928,1025,1221.57,1353.73
Total Operating Expenses,8063,7914,8651.65,8878.74
"Selling/General/Admin. Expenses, Total 967 1083 1121.84 1196.71  Research & Development - 15 - -  Depreciation / Amortization 354 359 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 101.32 277.86 20.73  Other Operating Expenses, Total -346 -366 - -","Selling/General/Admin. Expenses, Total 967 1083 1121.84 1196.71  Research & Development - 15 - -  Depreciation / Amortization 354 359 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 101.32 277.86 20.73  Other Operating Expenses, Total -346 -366 - -","Selling/General/Admin. Expenses, Total 967 1083 1121.84 1196.71  Research & Development - 15 - -  Depreciation / Amortization 354 359 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 101.32 277.86 20.73  Other Operating Expenses, Total -346 -366 - -","Selling/General/Admin. Expenses, Total 967 1083 1121.84 1196.71  Research & Development - 15 - -  Depreciation / Amortization 354 359 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 101.32 277.86 20.73  Other Operating Expenses, Total -346 -366 - -","Selling/General/Admin. Expenses, Total 967 1083 1121.84 1196.71  Research & Development - 15 - -  Depreciation / Amortization 354 359 - -  Interest Expense (Income) - Net Operating -8 -8 - -  Unusual Expense (Income) - 101.32 277.86 20.73  Other Operating Expenses, Total -346 -366 - -"
"Selling/General/Admin. Expenses, Total",967,1083,1121.84,1196.71
Research & Development,-,15,-,-
Depreciation / Amortization,354,359,-,-
Interest Expense (Income) - Net Operating,-8,-8,-,-
Unusual Expense (Income),-,101.32,277.86,20.73
"Other Operating Expenses, Total",-346,-366,-,-
Operating Income,-39,-58,-178.12,136.28
"Interest Income (Expense), Net Non-Operating",-,151.2,59.9,47.74
Gain (Loss) on Sale of Assets,-60,-6,-2.58,9.77
"Other, Net",253,8,-35.05,-35.01
Net Income Before Taxes,-232,-60,-155.86,158.78
Provision for Income Taxes,308,61,-73.53,118.02
Net Income After Taxes,-540,-121,-82.33,40.77
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-540,-121,-82.33,40.77
Total Extraordinary Items,-,-,-,-
Net Income,-540,-121,-82.33,40.77
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-540,-121,-82.33,40.77
Dilution Adjustment,-,-,-,-
Diluted Net Income,-540,-121,-82.33,40.77
Diluted Weighted Average Shares,2.08,2.07,2.06,2.06
Diluted EPS Excluding Extraordinary Items,-259.73,-58.48,-39.87,19.74
DPS - Common Stock Primary Issue,30,30,10,20
Diluted Normalized EPS,-7.52,14.2,48.41,23.19
