Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,19658,17632,16765,16772.88
"Revenue 19658 17632 16765 16772.88  Other Revenue, Total - - - -","Revenue 19658 17632 16765 16772.88  Other Revenue, Total - - - -","Revenue 19658 17632 16765 16772.88  Other Revenue, Total - - - -","Revenue 19658 17632 16765 16772.88  Other Revenue, Total - - - -","Revenue 19658 17632 16765 16772.88  Other Revenue, Total - - - -"
Revenue,19658,17632,16765,16772.88
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",13665,11620,11126,11344.4
Gross Profit,5993,6012,5639,5428.48
Total Operating Expenses,19206,16650,15617,16244.01
"Selling/General/Admin. Expenses, Total 4613 4140 3771 3983.33  Research & Development 622 580 526 725.47  Depreciation / Amortization 565 570 414 161.23  Interest Expense (Income) - Net Operating -34 -10 -2 -  Unusual Expense (Income) - 206.9 40.03 29.58  Other Operating Expenses, Total -225 -250 -218 -","Selling/General/Admin. Expenses, Total 4613 4140 3771 3983.33  Research & Development 622 580 526 725.47  Depreciation / Amortization 565 570 414 161.23  Interest Expense (Income) - Net Operating -34 -10 -2 -  Unusual Expense (Income) - 206.9 40.03 29.58  Other Operating Expenses, Total -225 -250 -218 -","Selling/General/Admin. Expenses, Total 4613 4140 3771 3983.33  Research & Development 622 580 526 725.47  Depreciation / Amortization 565 570 414 161.23  Interest Expense (Income) - Net Operating -34 -10 -2 -  Unusual Expense (Income) - 206.9 40.03 29.58  Other Operating Expenses, Total -225 -250 -218 -","Selling/General/Admin. Expenses, Total 4613 4140 3771 3983.33  Research & Development 622 580 526 725.47  Depreciation / Amortization 565 570 414 161.23  Interest Expense (Income) - Net Operating -34 -10 -2 -  Unusual Expense (Income) - 206.9 40.03 29.58  Other Operating Expenses, Total -225 -250 -218 -","Selling/General/Admin. Expenses, Total 4613 4140 3771 3983.33  Research & Development 622 580 526 725.47  Depreciation / Amortization 565 570 414 161.23  Interest Expense (Income) - Net Operating -34 -10 -2 -  Unusual Expense (Income) - 206.9 40.03 29.58  Other Operating Expenses, Total -225 -250 -218 -"
"Selling/General/Admin. Expenses, Total",4613,4140,3771,3983.33
Research & Development,622,580,526,725.47
Depreciation / Amortization,565,570,414,161.23
Interest Expense (Income) - Net Operating,-34,-10,-2,-
Unusual Expense (Income),-,206.9,40.03,29.58
"Other Operating Expenses, Total",-225,-250,-218,-
Operating Income,452,982,1148,528.87
"Interest Income (Expense), Net Non-Operating",-,15.23,2.9,14.19
Gain (Loss) on Sale of Assets,2,3,18,13.08
"Other, Net",857,152,-192,12.42
Net Income Before Taxes,-407,827,1322,568.56
Provision for Income Taxes,131,284,327,187.03
Net Income After Taxes,-538,543,995,381.53
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-538,543,995,381.53
Total Extraordinary Items,-,-,-,-
Net Income,-538,543,995,381.53
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-538,543,995,381.53
Dilution Adjustment,-,-,-,-
Diluted Net Income,-538,543,995,381.53
Diluted Weighted Average Shares,16.74,16.74,16.74,16.74
Diluted EPS Excluding Extraordinary Items,-32.13,32.43,59.42,22.79
DPS - Common Stock Primary Issue,-,20,20,20
Diluted Normalized EPS,20.83,38.48,50.17,23.45
