Period Ending:,202231/07,202131/07,202031/07,201931/07
Total Revenue,2766,1624.42,1718.88,1515.19
"Revenue 2766 1624.42 1718.88 1515.19  Other Revenue, Total - - - -","Revenue 2766 1624.42 1718.88 1515.19  Other Revenue, Total - - - -","Revenue 2766 1624.42 1718.88 1515.19  Other Revenue, Total - - - -","Revenue 2766 1624.42 1718.88 1515.19  Other Revenue, Total - - - -","Revenue 2766 1624.42 1718.88 1515.19  Other Revenue, Total - - - -"
Revenue,2766,1624.42,1718.88,1515.19
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",922,359.87,524.86,455.29
Gross Profit,1844,1264.55,1194.02,1059.9
Total Operating Expenses,3540,2085.04,2129.71,1495.76
"Selling/General/Admin. Expenses, Total 2598 1604 1294.05 1003.58  Research & Development - - - -  Depreciation / Amortization 36 19.28 50.47 36.89  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 101.9 260.33 -8.48  Other Operating Expenses, Total -5 -0 - -","Selling/General/Admin. Expenses, Total 2598 1604 1294.05 1003.58  Research & Development - - - -  Depreciation / Amortization 36 19.28 50.47 36.89  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 101.9 260.33 -8.48  Other Operating Expenses, Total -5 -0 - -","Selling/General/Admin. Expenses, Total 2598 1604 1294.05 1003.58  Research & Development - - - -  Depreciation / Amortization 36 19.28 50.47 36.89  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 101.9 260.33 -8.48  Other Operating Expenses, Total -5 -0 - -","Selling/General/Admin. Expenses, Total 2598 1604 1294.05 1003.58  Research & Development - - - -  Depreciation / Amortization 36 19.28 50.47 36.89  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 101.9 260.33 -8.48  Other Operating Expenses, Total -5 -0 - -","Selling/General/Admin. Expenses, Total 2598 1604 1294.05 1003.58  Research & Development - - - -  Depreciation / Amortization 36 19.28 50.47 36.89  Interest Expense (Income) - Net Operating -11 - - -  Unusual Expense (Income) - 101.9 260.33 -8.48  Other Operating Expenses, Total -5 -0 - -"
"Selling/General/Admin. Expenses, Total",2598,1604,1294.05,1003.58
Research & Development,-,-,-,-
Depreciation / Amortization,36,19.28,50.47,36.89
Interest Expense (Income) - Net Operating,-11,-,-,-
Unusual Expense (Income),-,101.9,260.33,-8.48
"Other Operating Expenses, Total",-5,-0,-,-
Operating Income,-774,-460.62,-410.83,19.43
"Interest Income (Expense), Net Non-Operating",-,-11.46,-2.29,-3.31
Gain (Loss) on Sale of Assets,1,0.96,-,-
"Other, Net",45,-10.65,-6.45,-8.67
Net Income Before Taxes,-820,-481.77,-419.57,7.45
Provision for Income Taxes,2,0.69,12.17,-3.28
Net Income After Taxes,-822,-482.46,-431.74,10.73
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-822,-482.46,-431.74,10.73
Total Extraordinary Items,-,-,-,-
Net Income,-822,-482.46,-431.74,10.73
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,-822,-482.46,-431.74,10.73
Dilution Adjustment,-,-,-,-
Diluted Net Income,-822,-482.46,-431.74,10.73
Diluted Weighted Average Shares,11.06,9.63,9.22,9.19
Diluted EPS Excluding Extraordinary Items,-74.33,-50.1,-46.81,1.17
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-44.93,-43.28,-28.46,1.17
