Period Ending:,202231/08,202131/08,202031/08,201931/08
Total Revenue,2407,1792,1398.15,1144.77
"Revenue 2407 1792.91 1398.15 1144.77  Other Revenue, Total - - - -","Revenue 2407 1792.91 1398.15 1144.77  Other Revenue, Total - - - -","Revenue 2407 1792.91 1398.15 1144.77  Other Revenue, Total - - - -","Revenue 2407 1792.91 1398.15 1144.77  Other Revenue, Total - - - -","Revenue 2407 1792.91 1398.15 1144.77  Other Revenue, Total - - - -"
Revenue,2407,1792.91,1398.15,1144.77
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1321,955.68,747.71,586.59
Gross Profit,1086,837.24,650.44,558.18
Total Operating Expenses,2007,1556.7,1281.47,1065.12
"Selling/General/Admin. Expenses, Total 680 582 524.44 460.95  Research & Development 27 28.58 13.77 31.42  Depreciation / Amortization 18 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -9.56 -4.46 -13.84  Other Operating Expenses, Total -39 - - -","Selling/General/Admin. Expenses, Total 680 582 524.44 460.95  Research & Development 27 28.58 13.77 31.42  Depreciation / Amortization 18 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -9.56 -4.46 -13.84  Other Operating Expenses, Total -39 - - -","Selling/General/Admin. Expenses, Total 680 582 524.44 460.95  Research & Development 27 28.58 13.77 31.42  Depreciation / Amortization 18 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -9.56 -4.46 -13.84  Other Operating Expenses, Total -39 - - -","Selling/General/Admin. Expenses, Total 680 582 524.44 460.95  Research & Development 27 28.58 13.77 31.42  Depreciation / Amortization 18 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -9.56 -4.46 -13.84  Other Operating Expenses, Total -39 - - -","Selling/General/Admin. Expenses, Total 680 582 524.44 460.95  Research & Development 27 28.58 13.77 31.42  Depreciation / Amortization 18 - - -  Interest Expense (Income) - Net Operating - - - -  Unusual Expense (Income) - -9.56 -4.46 -13.84  Other Operating Expenses, Total -39 - - -"
"Selling/General/Admin. Expenses, Total",680,582,524.44,460.95
Research & Development,27,28.58,13.77,31.42
Depreciation / Amortization,18,-,-,-
Interest Expense (Income) - Net Operating,-,-,-,-
Unusual Expense (Income),-,-9.56,-4.46,-13.84
"Other Operating Expenses, Total",-39,-,-,-
Operating Income,400,236.21,116.69,79.65
"Interest Income (Expense), Net Non-Operating",-,10.95,-10.81,-10.97
Gain (Loss) on Sale of Assets,-,18,-,-
"Other, Net",-74,1.25,0.09,0.01
Net Income Before Taxes,474,266.41,105.97,68.69
Provision for Income Taxes,152,92.56,37,-3.29
Net Income After Taxes,322,173.86,68.97,71.97
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,322,173.86,68.97,71.97
Total Extraordinary Items,-,-,-,-
Net Income,322,173.86,68.97,71.97
Total Adjustments to Net Income,-,-0,-0,-
Income Available to Common Excluding Extraordinary Items,322,173.86,68.97,71.97
Dilution Adjustment,-0.544,-,-,-
Diluted Net Income,322.54,173.86,68.97,71.97
Diluted Weighted Average Shares,7.16,5.12,5.12,5.12
Diluted EPS Excluding Extraordinary Items,45.06,33.79,13.28,13.87
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,41.39,29.05,12.21,6.71
