Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,14500,12793,10163.38,10591.91
"Revenue 14500.12 12793.94 10163.38 10591.91  Other Revenue, Total - - - -","Revenue 14500.12 12793.94 10163.38 10591.91  Other Revenue, Total - - - -","Revenue 14500.12 12793.94 10163.38 10591.91  Other Revenue, Total - - - -","Revenue 14500.12 12793.94 10163.38 10591.91  Other Revenue, Total - - - -","Revenue 14500.12 12793.94 10163.38 10591.91  Other Revenue, Total - - - -"
Revenue,14500.12,12793.94,10163.38,10591.91
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",9936.35,8634,7423.95,7715.89
Gross Profit,4563.77,4160.52,2739.43,2876.01
Total Operating Expenses,12099.87,10679,9176.47,9571.68
"Selling/General/Admin. Expenses, Total 2163.52 1987 1699.93 1793.97  Research & Development - - - -  Depreciation / Amortization 942 862 51.08 55.52  Interest Expense (Income) - Net Operating -2.23 - - -  Unusual Expense (Income) - 8.43 1.5 6.31  Other Operating Expenses, Total -1375 -1260 - -","Selling/General/Admin. Expenses, Total 2163.52 1987 1699.93 1793.97  Research & Development - - - -  Depreciation / Amortization 942 862 51.08 55.52  Interest Expense (Income) - Net Operating -2.23 - - -  Unusual Expense (Income) - 8.43 1.5 6.31  Other Operating Expenses, Total -1375 -1260 - -","Selling/General/Admin. Expenses, Total 2163.52 1987 1699.93 1793.97  Research & Development - - - -  Depreciation / Amortization 942 862 51.08 55.52  Interest Expense (Income) - Net Operating -2.23 - - -  Unusual Expense (Income) - 8.43 1.5 6.31  Other Operating Expenses, Total -1375 -1260 - -","Selling/General/Admin. Expenses, Total 2163.52 1987 1699.93 1793.97  Research & Development - - - -  Depreciation / Amortization 942 862 51.08 55.52  Interest Expense (Income) - Net Operating -2.23 - - -  Unusual Expense (Income) - 8.43 1.5 6.31  Other Operating Expenses, Total -1375 -1260 - -","Selling/General/Admin. Expenses, Total 2163.52 1987 1699.93 1793.97  Research & Development - - - -  Depreciation / Amortization 942 862 51.08 55.52  Interest Expense (Income) - Net Operating -2.23 - - -  Unusual Expense (Income) - 8.43 1.5 6.31  Other Operating Expenses, Total -1375 -1260 - -"
"Selling/General/Admin. Expenses, Total",2163.52,1987,1699.93,1793.97
Research & Development,-,-,-,-
Depreciation / Amortization,942,862,51.08,55.52
Interest Expense (Income) - Net Operating,-2.23,-,-,-
Unusual Expense (Income),-,8.43,1.5,6.31
"Other Operating Expenses, Total",-1375,-1260,-,-
Operating Income,2400.25,2106.28,986.91,1020.23
"Interest Income (Expense), Net Non-Operating",-,10.59,72.34,10.2
Gain (Loss) on Sale of Assets,-0.625,0.51,-,0.01
"Other, Net",-128.61,17.57,13.24,18.65
Net Income Before Taxes,2529.49,2134.95,1072.49,1049.09
Provision for Income Taxes,803.61,679.48,347.08,346.68
Net Income After Taxes,1725.88,1455,725.42,702.41
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1725.88,1455.47,725.42,702.41
Total Extraordinary Items,-,-,-,-
Net Income,1725.88,1455,725.42,702.41
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,1725.88,1455.47,725.42,702.41
Dilution Adjustment,-,-,-,-
Diluted Net Income,1725.88,1455,725.42,702.41
Diluted Weighted Average Shares,7.27,7.27,7.27,7.27
Diluted EPS Excluding Extraordinary Items,237.51,200.23,99.83,96.66
DPS - Common Stock Primary Issue,95,81,41,39
Diluted Normalized EPS,218.18,184.23,99.97,97.24
