Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,83869,70789,53983,58355
"Revenue - 70789 53983 58355  Other Revenue, Total - - - -","Revenue - 70789 53983 58355  Other Revenue, Total - - - -","Revenue - 70789 53983 58355  Other Revenue, Total - - - -","Revenue - 70789 53983 58355  Other Revenue, Total - - - -","Revenue - 70789 53983 58355  Other Revenue, Total - - - -"
Revenue,-,70789,53983,58355
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",46492,40479,31199,33314
Gross Profit,37377,30310,22784,25041
Total Operating Expenses,69807,61117,50806,53789
"Selling/General/Admin. Expenses, Total 17540 15365 14029 15636  Research & Development - 2593 2343 2325  Depreciation / Amortization 3544 - 2370 2395  Interest Expense (Income) - Net Operating -107 -131 - -  Unusual Expense (Income) - 139 864 118  Other Operating Expenses, Total -620 -453 1 1","Selling/General/Admin. Expenses, Total 17540 15365 14029 15636  Research & Development - 2593 2343 2325  Depreciation / Amortization 3544 - 2370 2395  Interest Expense (Income) - Net Operating -107 -131 - -  Unusual Expense (Income) - 139 864 118  Other Operating Expenses, Total -620 -453 1 1","Selling/General/Admin. Expenses, Total 17540 15365 14029 15636  Research & Development - 2593 2343 2325  Depreciation / Amortization 3544 - 2370 2395  Interest Expense (Income) - Net Operating -107 -131 - -  Unusual Expense (Income) - 139 864 118  Other Operating Expenses, Total -620 -453 1 1","Selling/General/Admin. Expenses, Total 17540 15365 14029 15636  Research & Development - 2593 2343 2325  Depreciation / Amortization 3544 - 2370 2395  Interest Expense (Income) - Net Operating -107 -131 - -  Unusual Expense (Income) - 139 864 118  Other Operating Expenses, Total -620 -453 1 1","Selling/General/Admin. Expenses, Total 17540 15365 14029 15636  Research & Development - 2593 2343 2325  Depreciation / Amortization 3544 - 2370 2395  Interest Expense (Income) - Net Operating -107 -131 - -  Unusual Expense (Income) - 139 864 118  Other Operating Expenses, Total -620 -453 1 1"
"Selling/General/Admin. Expenses, Total",17540,15365,14029,15636
Research & Development,-,2593,2343,2325
Depreciation / Amortization,3544,-,2370,2395
Interest Expense (Income) - Net Operating,-107,-131,-,-
Unusual Expense (Income),-,139,864,118
"Other Operating Expenses, Total",-620,-453,1,1
Operating Income,14062,9672,3177,4566
"Interest Income (Expense), Net Non-Operating",-,725,1138,-11
Gain (Loss) on Sale of Assets,146,906,7,-72
"Other, Net",-484,-2505,-71,197
Net Income Before Taxes,14400,11271,4251,4680
Provision for Income Taxes,4293,3435,1447,1673
Net Income After Taxes,10107,7836,2804,3007
Minority Interest,-,37,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,10144,7896,2804,3007
Total Extraordinary Items,-,-,-,-
Net Income,-,7896,2804,3007
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,-,7896,2803,3006
Dilution Adjustment,-,-0.061,-,-
Diluted Net Income,10144,7896.06,2803,3006
Diluted Weighted Average Shares,29.28,29.95,30.2,31.59
Diluted EPS Excluding Extraordinary Items,346.49,263.66,92.81,95.16
DPS - Common Stock Primary Issue,-,80,50,50
Diluted Normalized EPS,312.35,221.22,137.66,124.12
