Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,101700,90430,92396,101789
"Revenue 101700 90430 92396 101789  Other Revenue, Total - - - -","Revenue 101700 90430 92396 101789  Other Revenue, Total - - - -","Revenue 101700 90430 92396 101789  Other Revenue, Total - - - -","Revenue 101700 90430 92396 101789  Other Revenue, Total - - - -","Revenue 101700 90430 92396 101789  Other Revenue, Total - - - -"
Revenue,101700,90430,92396,101789
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",87946,76697,78940,87454
Gross Profit,13754,13733,13456,14335
Total Operating Expenses,100963,93330,92009,101280
"Selling/General/Admin. Expenses, Total 13017 12847 11421 12016  Research & Development - - 1501 1722  Depreciation / Amortization 1895 - - -  Interest Expense (Income) - Net Operating -250 - - -  Unusual Expense (Income) - 3785 147 87  Other Operating Expenses, Total -1645 1 - 1","Selling/General/Admin. Expenses, Total 13017 12847 11421 12016  Research & Development - - 1501 1722  Depreciation / Amortization 1895 - - -  Interest Expense (Income) - Net Operating -250 - - -  Unusual Expense (Income) - 3785 147 87  Other Operating Expenses, Total -1645 1 - 1","Selling/General/Admin. Expenses, Total 13017 12847 11421 12016  Research & Development - - 1501 1722  Depreciation / Amortization 1895 - - -  Interest Expense (Income) - Net Operating -250 - - -  Unusual Expense (Income) - 3785 147 87  Other Operating Expenses, Total -1645 1 - 1","Selling/General/Admin. Expenses, Total 13017 12847 11421 12016  Research & Development - - 1501 1722  Depreciation / Amortization 1895 - - -  Interest Expense (Income) - Net Operating -250 - - -  Unusual Expense (Income) - 3785 147 87  Other Operating Expenses, Total -1645 1 - 1","Selling/General/Admin. Expenses, Total 13017 12847 11421 12016  Research & Development - - 1501 1722  Depreciation / Amortization 1895 - - -  Interest Expense (Income) - Net Operating -250 - - -  Unusual Expense (Income) - 3785 147 87  Other Operating Expenses, Total -1645 1 - 1"
"Selling/General/Admin. Expenses, Total",13017,12847,11421,12016
Research & Development,-,-,1501,1722
Depreciation / Amortization,1895,-,-,-
Interest Expense (Income) - Net Operating,-250,-,-,-
Unusual Expense (Income),-,3785,147,87
"Other Operating Expenses, Total",-1645,1,-,1
Operating Income,737,-2900,387,509
"Interest Income (Expense), Net Non-Operating",-,145,33,-71
Gain (Loss) on Sale of Assets,36,70,292,-12
"Other, Net",235,79,336,225
Net Income Before Taxes,466,-2606,1048,651
Provision for Income Taxes,116,708,457,214
Net Income After Taxes,350,-3314,591,437
Minority Interest,193,175,-18,-4
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,338,-3325,573,433
Total Extraordinary Items,-,-,-,-
Net Income,338,-3325,573,433
Total Adjustments to Net Income,-,-1,-1,-1
Income Available to Common Excluding Extraordinary Items,338,-3326,572,432
Dilution Adjustment,-,-,-,-
Diluted Net Income,338,-3326,572,432
Diluted Weighted Average Shares,126.19,126.19,126.14,126.13
Diluted EPS Excluding Extraordinary Items,2.68,-26.36,4.53,3.43
DPS - Common Stock Primary Issue,1,1,1,1.5
Diluted Normalized EPS,4.65,-7.22,3.89,3.95
