Period Ending:,202230/06,202130/06,202030/06,201930/06
Total Revenue,178756,161316,158407,144176
"Revenue 178756 161316 158407 144176  Other Revenue, Total - - - -","Revenue 178756 161316 158407 144176  Other Revenue, Total - - - -","Revenue 178756 161316 158407 144176  Other Revenue, Total - - - -","Revenue 178756 161316 158407 144176  Other Revenue, Total - - - -","Revenue 178756 161316 158407 144176  Other Revenue, Total - - - -"
Revenue,178756,161316,158407,144176
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",131897,121589,118181,107710
Gross Profit,46859,39727,40226,36466
Total Operating Expenses,159754,143705,142513,130411
"Selling/General/Admin. Expenses, Total 25351 20014 21932 22092  Research & Development 16 31 65 42  Depreciation / Amortization 3100 2658 1971 640  Interest Expense (Income) - Net Operating -108 -105 -99 -148  Unusual Expense (Income) - -114 903 1647  Other Operating Expenses, Total -502 -482 -440 -1572","Selling/General/Admin. Expenses, Total 25351 20014 21932 22092  Research & Development 16 31 65 42  Depreciation / Amortization 3100 2658 1971 640  Interest Expense (Income) - Net Operating -108 -105 -99 -148  Unusual Expense (Income) - -114 903 1647  Other Operating Expenses, Total -502 -482 -440 -1572","Selling/General/Admin. Expenses, Total 25351 20014 21932 22092  Research & Development 16 31 65 42  Depreciation / Amortization 3100 2658 1971 640  Interest Expense (Income) - Net Operating -108 -105 -99 -148  Unusual Expense (Income) - -114 903 1647  Other Operating Expenses, Total -502 -482 -440 -1572","Selling/General/Admin. Expenses, Total 25351 20014 21932 22092  Research & Development 16 31 65 42  Depreciation / Amortization 3100 2658 1971 640  Interest Expense (Income) - Net Operating -108 -105 -99 -148  Unusual Expense (Income) - -114 903 1647  Other Operating Expenses, Total -502 -482 -440 -1572","Selling/General/Admin. Expenses, Total 25351 20014 21932 22092  Research & Development 16 31 65 42  Depreciation / Amortization 3100 2658 1971 640  Interest Expense (Income) - Net Operating -108 -105 -99 -148  Unusual Expense (Income) - -114 903 1647  Other Operating Expenses, Total -502 -482 -440 -1572"
"Selling/General/Admin. Expenses, Total",25351,20014,21932,22092
Research & Development,16,31,65,42
Depreciation / Amortization,3100,2658,1971,640
Interest Expense (Income) - Net Operating,-108,-105,-99,-148
Unusual Expense (Income),-,-114,903,1647
"Other Operating Expenses, Total",-502,-482,-440,-1572
Operating Income,19002,17611,15894,13765
"Interest Income (Expense), Net Non-Operating",-,-35,-51,-26
Gain (Loss) on Sale of Assets,1859,23,194,1350
"Other, Net",-3822,-1883,133,-1318
Net Income Before Taxes,20965,19471,15843,13727
Provision for Income Taxes,5307,6080,4877,4327
Net Income After Taxes,15658,13391,10966,9400
Minority Interest,1710,1506,-140,282
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,15430,13245,10826,9682
Total Extraordinary Items,-,-,-,-
Net Income,15430,13245,10826,9682
Total Adjustments to Net Income,-,-,-1,1
Income Available to Common Excluding Extraordinary Items,15430,13245,10825,9683
Dilution Adjustment,-,-0.999,-,-
Diluted Net Income,15430,13246,10825,9683
Diluted Weighted Average Shares,107.73,107.73,108.27,108.89
Diluted EPS Excluding Extraordinary Items,143.23,122.95,99.99,88.92
DPS - Common Stock Primary Issue,72,61.67,50,44.67
Diluted Normalized EPS,108.77,110.71,105.76,99.28
