Period Ending:,202231/10,202131/10,202031/10,201931/10
Total Revenue,2587,2483,2462.25,2767.02
"Revenue 2587 2483 2462.25 2767.02  Other Revenue, Total - - - -","Revenue 2587 2483 2462.25 2767.02  Other Revenue, Total - - - -","Revenue 2587 2483 2462.25 2767.02  Other Revenue, Total - - - -","Revenue 2587 2483 2462.25 2767.02  Other Revenue, Total - - - -","Revenue 2587 2483 2462.25 2767.02  Other Revenue, Total - - - -"
Revenue,2587,2483,2462.25,2767.02
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",1504,1466,1456.27,1583.48
Gross Profit,1083,1017,1005.98,1183.54
Total Operating Expenses,2363,2302,2340.7,2529.57
"Selling/General/Admin. Expenses, Total 859 836 876.59 943.74  Research & Development - - - -  Depreciation / Amortization 128 98 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 10.81 7.84 2.35  Other Operating Expenses, Total -125 -95 - -","Selling/General/Admin. Expenses, Total 859 836 876.59 943.74  Research & Development - - - -  Depreciation / Amortization 128 98 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 10.81 7.84 2.35  Other Operating Expenses, Total -125 -95 - -","Selling/General/Admin. Expenses, Total 859 836 876.59 943.74  Research & Development - - - -  Depreciation / Amortization 128 98 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 10.81 7.84 2.35  Other Operating Expenses, Total -125 -95 - -","Selling/General/Admin. Expenses, Total 859 836 876.59 943.74  Research & Development - - - -  Depreciation / Amortization 128 98 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 10.81 7.84 2.35  Other Operating Expenses, Total -125 -95 - -","Selling/General/Admin. Expenses, Total 859 836 876.59 943.74  Research & Development - - - -  Depreciation / Amortization 128 98 - -  Interest Expense (Income) - Net Operating -3 -3 - -  Unusual Expense (Income) - 10.81 7.84 2.35  Other Operating Expenses, Total -125 -95 - -"
"Selling/General/Admin. Expenses, Total",859,836,876.59,943.74
Research & Development,-,-,-,-
Depreciation / Amortization,128,98,-,-
Interest Expense (Income) - Net Operating,-3,-3,-,-
Unusual Expense (Income),-,10.81,7.84,2.35
"Other Operating Expenses, Total",-125,-95,-,-
Operating Income,224,181,121.55,237.45
"Interest Income (Expense), Net Non-Operating",-,-3.49,-2.1,-3.01
Gain (Loss) on Sale of Assets,-1,7,-,-
"Other, Net",67,-1,2.67,4.24
Net Income Before Taxes,158,175,122.11,238.67
Provision for Income Taxes,58,55,50.43,78.56
Net Income After Taxes,100,120,71.68,160.11
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,100,120,71.68,160.11
Total Extraordinary Items,-,-,-,-
Net Income,100,120,71.68,160.11
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,100,120,71.68,160.11
Dilution Adjustment,-,-,-,-
Diluted Net Income,100,120,71.68,160.11
Diluted Weighted Average Shares,4.14,4.39,4.33,4.33
Diluted EPS Excluding Extraordinary Items,24.14,27.35,16.54,36.94
DPS - Common Stock Primary Issue,8.5,7,6.67,8.67
Diluted Normalized EPS,33.49,25.64,21.02,40.72
