Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,270133,224314,187080,200241
"Revenue 270133 224314 187080 200241  Other Revenue, Total - - - -","Revenue 270133 224314 187080 200241  Other Revenue, Total - - - -","Revenue 270133 224314 187080 200241  Other Revenue, Total - - - -","Revenue 270133 224314 187080 200241  Other Revenue, Total - - - -","Revenue 270133 224314 187080 200241  Other Revenue, Total - - - -"
Revenue,270133,224314,187080,200241
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",153459,131091,110648,117624
Gross Profit,116674,93223,76432,82617
Total Operating Expenses,224289,194115,168572,179231
"Selling/General/Admin. Expenses, Total 70830 44465 41143 45447  Research & Development - 16710 15594 16254  Depreciation / Amortization 10911 - - -  Interest Expense (Income) - Net Operating -657 - - -  Unusual Expense (Income) - 1847 1186 -94  Other Operating Expenses, Total -10254 2 1 -","Selling/General/Admin. Expenses, Total 70830 44465 41143 45447  Research & Development - 16710 15594 16254  Depreciation / Amortization 10911 - - -  Interest Expense (Income) - Net Operating -657 - - -  Unusual Expense (Income) - 1847 1186 -94  Other Operating Expenses, Total -10254 2 1 -","Selling/General/Admin. Expenses, Total 70830 44465 41143 45447  Research & Development - 16710 15594 16254  Depreciation / Amortization 10911 - - -  Interest Expense (Income) - Net Operating -657 - - -  Unusual Expense (Income) - 1847 1186 -94  Other Operating Expenses, Total -10254 2 1 -","Selling/General/Admin. Expenses, Total 70830 44465 41143 45447  Research & Development - 16710 15594 16254  Depreciation / Amortization 10911 - - -  Interest Expense (Income) - Net Operating -657 - - -  Unusual Expense (Income) - 1847 1186 -94  Other Operating Expenses, Total -10254 2 1 -","Selling/General/Admin. Expenses, Total 70830 44465 41143 45447  Research & Development - 16710 15594 16254  Depreciation / Amortization 10911 - - -  Interest Expense (Income) - Net Operating -657 - - -  Unusual Expense (Income) - 1847 1186 -94  Other Operating Expenses, Total -10254 2 1 -"
"Selling/General/Admin. Expenses, Total",70830,44465,41143,45447
Research & Development,-,16710,15594,16254
Depreciation / Amortization,10911,-,-,-
Interest Expense (Income) - Net Operating,-657,-,-,-
Unusual Expense (Income),-,1847,1186,-94
"Other Operating Expenses, Total",-10254,2,1,-
Operating Income,45844,30199,18508,21010
"Interest Income (Expense), Net Non-Operating",-,-387,125,-504
Gain (Loss) on Sale of Assets,411,26,23,113
"Other, Net",-1839,366,165,115
Net Income Before Taxes,47272,30204,18821,20734
Provision for Income Taxes,13200,8891,5634,5225
Net Income After Taxes,34072,21313,13187,15509
Minority Interest,15,-,1,-26
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,34072,21313,13188,15483
Total Extraordinary Items,-,-,-,-
Net Income,34072,21313,13188,15483
Total Adjustments to Net Income,-,-2,-,-2
Income Available to Common Excluding Extraordinary Items,34072,21311,13188,15481
Dilution Adjustment,-,-,-,-
Diluted Net Income,34072,21311,13188,15481
Diluted Weighted Average Shares,42.44,42.41,42.39,42.36
Diluted EPS Excluding Extraordinary Items,802.89,502.45,311.09,365.43
DPS - Common Stock Primary Issue,245,150,90,130
Diluted Normalized EPS,690.15,541.64,337.91,369.07
