Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,487129,399590,323815,379548
"Revenue 487129 399590 323815 379548  Other Revenue, Total - - - -","Revenue 487129 399590 323815 379548  Other Revenue, Total - - - -","Revenue 487129 399590 323815 379548  Other Revenue, Total - - - -","Revenue 487129 399590 323815 379548  Other Revenue, Total - - - -","Revenue 487129 399590 323815 379548  Other Revenue, Total - - - -"
Revenue,487129,399590,323815,379548
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",446644,369510,298693,353897
Gross Profit,40485,30080,25122,25651
Total Operating Expenses,472705,390267,322706,373859
"Selling/General/Admin. Expenses, Total 26061 22595 17774 17908  Research & Development - - - -  Depreciation / Amortization 3439 - 1109 1105  Interest Expense (Income) - Net Operating -1795 - - -  Unusual Expense (Income) - -1838 5129 948  Other Operating Expenses, Total -1644 - 1 1","Selling/General/Admin. Expenses, Total 26061 22595 17774 17908  Research & Development - - - -  Depreciation / Amortization 3439 - 1109 1105  Interest Expense (Income) - Net Operating -1795 - - -  Unusual Expense (Income) - -1838 5129 948  Other Operating Expenses, Total -1644 - 1 1","Selling/General/Admin. Expenses, Total 26061 22595 17774 17908  Research & Development - - - -  Depreciation / Amortization 3439 - 1109 1105  Interest Expense (Income) - Net Operating -1795 - - -  Unusual Expense (Income) - -1838 5129 948  Other Operating Expenses, Total -1644 - 1 1","Selling/General/Admin. Expenses, Total 26061 22595 17774 17908  Research & Development - - - -  Depreciation / Amortization 3439 - 1109 1105  Interest Expense (Income) - Net Operating -1795 - - -  Unusual Expense (Income) - -1838 5129 948  Other Operating Expenses, Total -1644 - 1 1","Selling/General/Admin. Expenses, Total 26061 22595 17774 17908  Research & Development - - - -  Depreciation / Amortization 3439 - 1109 1105  Interest Expense (Income) - Net Operating -1795 - - -  Unusual Expense (Income) - -1838 5129 948  Other Operating Expenses, Total -1644 - 1 1"
"Selling/General/Admin. Expenses, Total",26061,22595,17774,17908
Research & Development,-,-,-,-
Depreciation / Amortization,3439,-,1109,1105
Interest Expense (Income) - Net Operating,-1795,-,-,-
Unusual Expense (Income),-,-1838,5129,948
"Other Operating Expenses, Total",-1644,-,1,1
Operating Income,14424,9323,1109,5689
"Interest Income (Expense), Net Non-Operating",-,-590,3261,2473
Gain (Loss) on Sale of Assets,118,-,-75,-268
"Other, Net",3882,-197,39,124
Net Income Before Taxes,10424,8536,4334,8018
Provision for Income Taxes,2962,2617,752,2321
Net Income After Taxes,7462,5919,3582,5697
Minority Interest,4210,44,472,25
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,7085,5963,4054,5722
Total Extraordinary Items,-,-,-,-
Net Income,7085,5963,4054,5722
Total Adjustments to Net Income,-,1,-,-
Income Available to Common Excluding Extraordinary Items,7085,5964,4054,5722
Dilution Adjustment,27,-24,-,-
Diluted Net Income,7058,5940,4054,5722
Diluted Weighted Average Shares,30.07,30.19,30.07,30.07
Diluted EPS Excluding Extraordinary Items,234.73,196.75,134.83,190.3
DPS - Common Stock Primary Issue,115,85,70,70
Diluted Normalized EPS,231.66,171.95,296.7,237.73
