Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,90,41,27,89
"Revenue 90 41 27 89  Other Revenue, Total - - - -","Revenue 90 41 27 89  Other Revenue, Total - - - -","Revenue 90 41 27 89  Other Revenue, Total - - - -","Revenue 90 41 27 89  Other Revenue, Total - - - -","Revenue 90 41 27 89  Other Revenue, Total - - - -"
Revenue,90,41,27,89
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",-,-,-,-
Gross Profit,90,41,-,-
Total Operating Expenses,5247,5420,4847,4395
"Selling/General/Admin. Expenses, Total 1378 1649 1155 1119  Research & Development 3808 3700 2986 3215  Depreciation / Amortization 386 262 84 36  Interest Expense (Income) - Net Operating -418 -583 -13 -8  Unusual Expense (Income) - -1401 637 9  Other Operating Expenses, Total 93 392 -2 24","Selling/General/Admin. Expenses, Total 1378 1649 1155 1119  Research & Development 3808 3700 2986 3215  Depreciation / Amortization 386 262 84 36  Interest Expense (Income) - Net Operating -418 -583 -13 -8  Unusual Expense (Income) - -1401 637 9  Other Operating Expenses, Total 93 392 -2 24","Selling/General/Admin. Expenses, Total 1378 1649 1155 1119  Research & Development 3808 3700 2986 3215  Depreciation / Amortization 386 262 84 36  Interest Expense (Income) - Net Operating -418 -583 -13 -8  Unusual Expense (Income) - -1401 637 9  Other Operating Expenses, Total 93 392 -2 24","Selling/General/Admin. Expenses, Total 1378 1649 1155 1119  Research & Development 3808 3700 2986 3215  Depreciation / Amortization 386 262 84 36  Interest Expense (Income) - Net Operating -418 -583 -13 -8  Unusual Expense (Income) - -1401 637 9  Other Operating Expenses, Total 93 392 -2 24","Selling/General/Admin. Expenses, Total 1378 1649 1155 1119  Research & Development 3808 3700 2986 3215  Depreciation / Amortization 386 262 84 36  Interest Expense (Income) - Net Operating -418 -583 -13 -8  Unusual Expense (Income) - -1401 637 9  Other Operating Expenses, Total 93 392 -2 24"
"Selling/General/Admin. Expenses, Total",1378,1649,1155,1119
Research & Development,3808,3700,2986,3215
Depreciation / Amortization,386,262,84,36
Interest Expense (Income) - Net Operating,-418,-583,-13,-8
Unusual Expense (Income),-,-1401,637,9
"Other Operating Expenses, Total",93,392,-2,24
Operating Income,-5157,-5379,-4820,-4306
"Interest Income (Expense), Net Non-Operating",-,-579,-555,-251
Gain (Loss) on Sale of Assets,-,-10,-,100
"Other, Net",172,-908,-3,-2
Net Income Before Taxes,-5329,-4461,-5378,-4559
Provision for Income Taxes,-159,450,135,248
Net Income After Taxes,-5170,-4911,-5513,-4807
Minority Interest,-,6,1,1
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-5169,-4910,-5512,-4806
Total Extraordinary Items,-,-,-,-
Net Income,-5169,-4910,-5512,-4806
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,-5169,-4910,-5512,-4806
Dilution Adjustment,0.129,801,-,-
Diluted Net Income,-5169.13,-5711,-5512,-4806
Diluted Weighted Average Shares,57.01,57.39,51.42,50.14
Diluted EPS Excluding Extraordinary Items,-90.67,-99.52,-107.2,-95.86
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,-61.61,-63.83,-99.14,-95.74
