Period Ending:,202231/05,202131/05,202031/05,201931/05
Total Revenue,6446,6120,5948.52,6177.27
"Revenue 6446 6120 5948.52 6177.27  Other Revenue, Total - - - -","Revenue 6446 6120 5948.52 6177.27  Other Revenue, Total - - - -","Revenue 6446 6120 5948.52 6177.27  Other Revenue, Total - - - -","Revenue 6446 6120 5948.52 6177.27  Other Revenue, Total - - - -","Revenue 6446 6120 5948.52 6177.27  Other Revenue, Total - - - -"
Revenue,6446,6120,5948.52,6177.27
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",3710,3467,3551.64,3651.94
Gross Profit,2736,2653,2396.88,2525.33
Total Operating Expenses,5460,4973,5048.83,5196.2
"Selling/General/Admin. Expenses, Total 1750 1387 1411.61 1471.95  Research & Development 59 47 44.8 33.19  Depreciation / Amortization 128 102 34.22 39.12  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - - 6.56 -  Other Operating Expenses, Total -185 -28 - -","Selling/General/Admin. Expenses, Total 1750 1387 1411.61 1471.95  Research & Development 59 47 44.8 33.19  Depreciation / Amortization 128 102 34.22 39.12  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - - 6.56 -  Other Operating Expenses, Total -185 -28 - -","Selling/General/Admin. Expenses, Total 1750 1387 1411.61 1471.95  Research & Development 59 47 44.8 33.19  Depreciation / Amortization 128 102 34.22 39.12  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - - 6.56 -  Other Operating Expenses, Total -185 -28 - -","Selling/General/Admin. Expenses, Total 1750 1387 1411.61 1471.95  Research & Development 59 47 44.8 33.19  Depreciation / Amortization 128 102 34.22 39.12  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - - 6.56 -  Other Operating Expenses, Total -185 -28 - -","Selling/General/Admin. Expenses, Total 1750 1387 1411.61 1471.95  Research & Development 59 47 44.8 33.19  Depreciation / Amortization 128 102 34.22 39.12  Interest Expense (Income) - Net Operating -2 -2 - -  Unusual Expense (Income) - - 6.56 -  Other Operating Expenses, Total -185 -28 - -"
"Selling/General/Admin. Expenses, Total",1750,1387,1411.61,1471.95
Research & Development,59,47,44.8,33.19
Depreciation / Amortization,128,102,34.22,39.12
Interest Expense (Income) - Net Operating,-2,-2,-,-
Unusual Expense (Income),-,-,6.56,-
"Other Operating Expenses, Total",-185,-28,-,-
Operating Income,986,1147,899.69,981.08
"Interest Income (Expense), Net Non-Operating",-,33.5,13.11,26.97
Gain (Loss) on Sale of Assets,-14,-,-,284.64
"Other, Net",-71,-46,13.11,8.21
Net Income Before Taxes,1071,1193,925.9,1300.89
Provision for Income Taxes,379,352,296.97,422.38
Net Income After Taxes,692,841,628.93,878.51
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,692,841,628.93,878.51
Total Extraordinary Items,-,-,-,-
Net Income,692,841,628.93,878.51
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,692,841,628.93,878.51
Dilution Adjustment,-,-,-,-
Diluted Net Income,692,841,628.93,878.51
Diluted Weighted Average Shares,10.76,9.86,9.74,10.34
Diluted EPS Excluding Extraordinary Items,64.34,85.34,64.44,84.91
DPS - Common Stock Primary Issue,12,12,12,12
Diluted Normalized EPS,63.05,75.66,59.65,61.41
