Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,541579,495567,556045,616143
"Revenue 541579 495567 556045 616143  Other Revenue, Total - - - -","Revenue 541579 495567 556045 616143  Other Revenue, Total - - - -","Revenue 541579 495567 556045 616143  Other Revenue, Total - - - -","Revenue 541579 495567 556045 616143  Other Revenue, Total - - - -","Revenue 541579 495567 556045 616143  Other Revenue, Total - - - -"
Revenue,541579,495567,556045,616143
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",481436,438846,500893,555215
Gross Profit,60143,56721,55152,60928
Total Operating Expenses,508830,464923,526003,582746
"Selling/General/Admin. Expenses, Total 27394 26077 25110 26234  Research & Development - 1663 1522 -  Depreciation / Amortization 8033 7435 7246 -  Interest Expense (Income) - Net Operating -181 -187 -205 -  Unusual Expense (Income) - 1031 1728 1296  Other Operating Expenses, Total -7852 -8911 -8563 1","Selling/General/Admin. Expenses, Total 27394 26077 25110 26234  Research & Development - 1663 1522 -  Depreciation / Amortization 8033 7435 7246 -  Interest Expense (Income) - Net Operating -181 -187 -205 -  Unusual Expense (Income) - 1031 1728 1296  Other Operating Expenses, Total -7852 -8911 -8563 1","Selling/General/Admin. Expenses, Total 27394 26077 25110 26234  Research & Development - 1663 1522 -  Depreciation / Amortization 8033 7435 7246 -  Interest Expense (Income) - Net Operating -181 -187 -205 -  Unusual Expense (Income) - 1031 1728 1296  Other Operating Expenses, Total -7852 -8911 -8563 1","Selling/General/Admin. Expenses, Total 27394 26077 25110 26234  Research & Development - 1663 1522 -  Depreciation / Amortization 8033 7435 7246 -  Interest Expense (Income) - Net Operating -181 -187 -205 -  Unusual Expense (Income) - 1031 1728 1296  Other Operating Expenses, Total -7852 -8911 -8563 1","Selling/General/Admin. Expenses, Total 27394 26077 25110 26234  Research & Development - 1663 1522 -  Depreciation / Amortization 8033 7435 7246 -  Interest Expense (Income) - Net Operating -181 -187 -205 -  Unusual Expense (Income) - 1031 1728 1296  Other Operating Expenses, Total -7852 -8911 -8563 1"
"Selling/General/Admin. Expenses, Total",27394,26077,25110,26234
Research & Development,-,1663,1522,-
Depreciation / Amortization,8033,7435,7246,-
Interest Expense (Income) - Net Operating,-181,-187,-205,-
Unusual Expense (Income),-,1031,1728,1296
"Other Operating Expenses, Total",-7852,-8911,-8563,1
Operating Income,32749,30644,30042,33397
"Interest Income (Expense), Net Non-Operating",-,1215,1611,698
Gain (Loss) on Sale of Assets,349,254,846,222
"Other, Net",-105,-586,-1053,173
Net Income Before Taxes,32505,30976,30249,34490
Provision for Income Taxes,10697,10052,9432,10906
Net Income After Taxes,21808,20924,20817,23584
Minority Interest,10059,9538,9042,-1068
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,21167,20315,20147,22516
Total Extraordinary Items,-,-,-,-
Net Income,21167,20315,20147,22516
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,21167,20315,20147,22515
Dilution Adjustment,-,-,-,-13
Diluted Net Income,21167,20315,20147,22502
Diluted Weighted Average Shares,204.33,204.29,204.26,222.01
Diluted EPS Excluding Extraordinary Items,103.59,99.44,98.64,101.35
DPS - Common Stock Primary Issue,32,28,28,26
Diluted Normalized EPS,101.03,94.16,91.7,104.66
