Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,12593,12079,11383.37,12227.68
"Revenue 12593 12079 11383.37 12227.68  Other Revenue, Total - - - -","Revenue 12593 12079 11383.37 12227.68  Other Revenue, Total - - - -","Revenue 12593 12079 11383.37 12227.68  Other Revenue, Total - - - -","Revenue 12593 12079 11383.37 12227.68  Other Revenue, Total - - - -","Revenue 12593 12079 11383.37 12227.68  Other Revenue, Total - - - -"
Revenue,12593,12079,11383.37,12227.68
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",10874,10415,9854.86,10478.85
Gross Profit,1719,1664,1528.51,1748.83
Total Operating Expenses,12385,11898,11230.63,12027.2
"Selling/General/Admin. Expenses, Total 1511 1483 1368.09 1546.57  Research & Development - - - -  Depreciation / Amortization 210 - - -  Interest Expense (Income) - Net Operating -39 - - -  Unusual Expense (Income) - - 7.68 1.78  Other Operating Expenses, Total -171 - - -","Selling/General/Admin. Expenses, Total 1511 1483 1368.09 1546.57  Research & Development - - - -  Depreciation / Amortization 210 - - -  Interest Expense (Income) - Net Operating -39 - - -  Unusual Expense (Income) - - 7.68 1.78  Other Operating Expenses, Total -171 - - -","Selling/General/Admin. Expenses, Total 1511 1483 1368.09 1546.57  Research & Development - - - -  Depreciation / Amortization 210 - - -  Interest Expense (Income) - Net Operating -39 - - -  Unusual Expense (Income) - - 7.68 1.78  Other Operating Expenses, Total -171 - - -","Selling/General/Admin. Expenses, Total 1511 1483 1368.09 1546.57  Research & Development - - - -  Depreciation / Amortization 210 - - -  Interest Expense (Income) - Net Operating -39 - - -  Unusual Expense (Income) - - 7.68 1.78  Other Operating Expenses, Total -171 - - -","Selling/General/Admin. Expenses, Total 1511 1483 1368.09 1546.57  Research & Development - - - -  Depreciation / Amortization 210 - - -  Interest Expense (Income) - Net Operating -39 - - -  Unusual Expense (Income) - - 7.68 1.78  Other Operating Expenses, Total -171 - - -"
"Selling/General/Admin. Expenses, Total",1511,1483,1368.09,1546.57
Research & Development,-,-,-,-
Depreciation / Amortization,210,-,-,-
Interest Expense (Income) - Net Operating,-39,-,-,-
Unusual Expense (Income),-,-,7.68,1.78
"Other Operating Expenses, Total",-171,-,-,-
Operating Income,208,181,152.74,200.47
"Interest Income (Expense), Net Non-Operating",-,-32,-11.73,64.54
Gain (Loss) on Sale of Assets,3,-2,-6.77,-19.96
"Other, Net",-15,50,41.58,-1.04
Net Income Before Taxes,220,197,175.82,244.01
Provision for Income Taxes,53,53,51.73,94.89
Net Income After Taxes,167,144,124.09,149.12
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,167,144,124.09,149.12
Total Extraordinary Items,-,-,-,-
Net Income,167,144,124.09,149.12
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,167,143,124.09,149.12
Dilution Adjustment,-,-,-,-
Diluted Net Income,167,143,124.09,149.12
Diluted Weighted Average Shares,6.38,6.38,6.38,6.38
Diluted EPS Excluding Extraordinary Items,26.18,22.42,19.45,23.38
DPS - Common Stock Primary Issue,-,-,-,-
Diluted Normalized EPS,21.26,22.65,21.05,25.46
