Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,1259946,999759,786946,686184
"Revenue 1039247 802836 786946 686184  Other Revenue, Total 220699 196923 - -","Revenue 1039247 802836 786946 686184  Other Revenue, Total 220699 196923 - -","Revenue 1039247 802836 786946 686184  Other Revenue, Total 220699 196923 - -","Revenue 1039247 802836 786946 686184  Other Revenue, Total 220699 196923 - -","Revenue 1039247 802836 786946 686184  Other Revenue, Total 220699 196923 - -"
Revenue,1039247,802836,786946,686184
"Other Revenue, Total",220699,196923,-,-
"Cost of Revenue, Total",476251,338147,273465,264732
Gross Profit,783695,661612,513481,421452
Total Operating Expenses,726637,577862,485716,475587
"Selling/General/Admin. Expenses, Total 100760 102416 92992 100676  Research & Development 149626 137299 116601 104733  Depreciation / Amortization 31434 30868 1705 1530  Interest Expense (Income) - Net Operating -61 -48 - -  Unusual Expense (Income) - 6342 953 3916  Other Operating Expenses, Total -31373 -30820 - -","Selling/General/Admin. Expenses, Total 100760 102416 92992 100676  Research & Development 149626 137299 116601 104733  Depreciation / Amortization 31434 30868 1705 1530  Interest Expense (Income) - Net Operating -61 -48 - -  Unusual Expense (Income) - 6342 953 3916  Other Operating Expenses, Total -31373 -30820 - -","Selling/General/Admin. Expenses, Total 100760 102416 92992 100676  Research & Development 149626 137299 116601 104733  Depreciation / Amortization 31434 30868 1705 1530  Interest Expense (Income) - Net Operating -61 -48 - -  Unusual Expense (Income) - 6342 953 3916  Other Operating Expenses, Total -31373 -30820 - -","Selling/General/Admin. Expenses, Total 100760 102416 92992 100676  Research & Development 149626 137299 116601 104733  Depreciation / Amortization 31434 30868 1705 1530  Interest Expense (Income) - Net Operating -61 -48 - -  Unusual Expense (Income) - 6342 953 3916  Other Operating Expenses, Total -31373 -30820 - -","Selling/General/Admin. Expenses, Total 100760 102416 92992 100676  Research & Development 149626 137299 116601 104733  Depreciation / Amortization 31434 30868 1705 1530  Interest Expense (Income) - Net Operating -61 -48 - -  Unusual Expense (Income) - 6342 953 3916  Other Operating Expenses, Total -31373 -30820 - -"
"Selling/General/Admin. Expenses, Total",100760,102416,92992,100676
Research & Development,149626,137299,116601,104733
Depreciation / Amortization,31434,30868,1705,1530
Interest Expense (Income) - Net Operating,-61,-48,-,-
Unusual Expense (Income),-,6342,953,3916
"Other Operating Expenses, Total",-31373,-30820,-,-
Operating Income,533309,421897,301230,210597
"Interest Income (Expense), Net Non-Operating",-,56,-1575,519
Gain (Loss) on Sale of Assets,-,-,-,-
"Other, Net",2143,2512,-1467,-3223
Net Income Before Taxes,531166,419385,298188,207893
Provision for Income Taxes,156737,116390,83455,50333
Net Income After Taxes,374429,302995,214733,157560
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,374429,302995,214733,157560
Total Extraordinary Items,-,-,-,-
Net Income,374429,302995,214733,157560
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,374429,302995,214733,157560
Dilution Adjustment,-0.553,-6.87,-,-
Diluted Net Income,374429.55,303001.87,214733,157560
Diluted Weighted Average Shares,1645.34,1645.23,1645.08,1644.53
Diluted EPS Excluding Extraordinary Items,227.57,184.17,130.53,95.81
DPS - Common Stock Primary Issue,78,76,55,46.67
Diluted Normalized EPS,201.77,159.32,130.95,97.61
