Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,410502,363780,305073,301980
"Revenue 410502 363780 305073 301980  Other Revenue, Total - - - -","Revenue 410502 363780 305073 301980  Other Revenue, Total - - - -","Revenue 410502 363780 305073 301980  Other Revenue, Total - - - -","Revenue 410502 363780 305073 301980  Other Revenue, Total - - - -","Revenue 410502 363780 305073 301980  Other Revenue, Total - - - -"
Revenue,410502,363780,305073,301980
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",194419,173195,150770,142173
Gross Profit,216083,190585,154303,159807
Total Operating Expenses,334452,294827,253427,246833
"Selling/General/Admin. Expenses, Total 112371 94235 80839 83545  Research & Development 31060 26784 22517 21761  Depreciation / Amortization 31807 27431 25575 -  Interest Expense (Income) - Net Operating -1566 -736 -763 -  Unusual Expense (Income) - - -58 -255  Other Operating Expenses, Total -64490 -26082 -25511 -391","Selling/General/Admin. Expenses, Total 112371 94235 80839 83545  Research & Development 31060 26784 22517 21761  Depreciation / Amortization 31807 27431 25575 -  Interest Expense (Income) - Net Operating -1566 -736 -763 -  Unusual Expense (Income) - - -58 -255  Other Operating Expenses, Total -64490 -26082 -25511 -391","Selling/General/Admin. Expenses, Total 112371 94235 80839 83545  Research & Development 31060 26784 22517 21761  Depreciation / Amortization 31807 27431 25575 -  Interest Expense (Income) - Net Operating -1566 -736 -763 -  Unusual Expense (Income) - - -58 -255  Other Operating Expenses, Total -64490 -26082 -25511 -391","Selling/General/Admin. Expenses, Total 112371 94235 80839 83545  Research & Development 31060 26784 22517 21761  Depreciation / Amortization 31807 27431 25575 -  Interest Expense (Income) - Net Operating -1566 -736 -763 -  Unusual Expense (Income) - - -58 -255  Other Operating Expenses, Total -64490 -26082 -25511 -391","Selling/General/Admin. Expenses, Total 112371 94235 80839 83545  Research & Development 31060 26784 22517 21761  Depreciation / Amortization 31807 27431 25575 -  Interest Expense (Income) - Net Operating -1566 -736 -763 -  Unusual Expense (Income) - - -58 -255  Other Operating Expenses, Total -64490 -26082 -25511 -391"
"Selling/General/Admin. Expenses, Total",112371,94235,80839,83545
Research & Development,31060,26784,22517,21761
Depreciation / Amortization,31807,27431,25575,-
Interest Expense (Income) - Net Operating,-1566,-736,-763,-
Unusual Expense (Income),-,-,-58,-255
"Other Operating Expenses, Total",-64490,-26082,-25511,-391
Operating Income,76050,68953,51646,55147
"Interest Income (Expense), Net Non-Operating",-,-3070,-3759,-5970
Gain (Loss) on Sale of Assets,-,-2122,-329,-
"Other, Net",7337,6729,3942,256
Net Income Before Taxes,68713,64346,48033,49433
Provision for Income Taxes,22988,20274,14930,14619
Net Income After Taxes,45725,44072,33103,34814
Minority Interest,690,750,771,69
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,45784,44093,33142,34883
Total Extraordinary Items,-,-,-,-
Net Income,45784,44093,33142,34883
Total Adjustments to Net Income,-,-,-,-
Income Available to Common Excluding Extraordinary Items,45784,44093,33142,34883
Dilution Adjustment,-0.564,0.818,-1.58,-
Diluted Net Income,45784.56,44092.18,33143.58,34883
Diluted Weighted Average Shares,209.32,209.47,209.25,208.97
Diluted EPS Excluding Extraordinary Items,218.73,210.49,158.39,166.93
DPS - Common Stock Primary Issue,80,76,72,72
Diluted Normalized EPS,212.52,198.42,144.63,166.07
