Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,49792,44858,43515,45228
"Revenue 49792 44858 43515 45228  Other Revenue, Total - - - -","Revenue 49792 44858 43515 45228  Other Revenue, Total - - - -","Revenue 49792 44858 43515 45228  Other Revenue, Total - - - -","Revenue 49792 44858 43515 45228  Other Revenue, Total - - - -","Revenue 49792 44858 43515 45228  Other Revenue, Total - - - -"
Revenue,49792,44858,43515,45228
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",37858,33738,32192,33673
Gross Profit,11934,11120,11323,11555
Total Operating Expenses,46822,42639,41392,43878
"Selling/General/Admin. Expenses, Total 8813 8901 9027 9209  Research & Development 1325 - - -  Depreciation / Amortization 1164 - - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - - 173 995  Other Operating Expenses, Total -2331 - - 1","Selling/General/Admin. Expenses, Total 8813 8901 9027 9209  Research & Development 1325 - - -  Depreciation / Amortization 1164 - - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - - 173 995  Other Operating Expenses, Total -2331 - - 1","Selling/General/Admin. Expenses, Total 8813 8901 9027 9209  Research & Development 1325 - - -  Depreciation / Amortization 1164 - - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - - 173 995  Other Operating Expenses, Total -2331 - - 1","Selling/General/Admin. Expenses, Total 8813 8901 9027 9209  Research & Development 1325 - - -  Depreciation / Amortization 1164 - - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - - 173 995  Other Operating Expenses, Total -2331 - - 1","Selling/General/Admin. Expenses, Total 8813 8901 9027 9209  Research & Development 1325 - - -  Depreciation / Amortization 1164 - - -  Interest Expense (Income) - Net Operating -7 - - -  Unusual Expense (Income) - - 173 995  Other Operating Expenses, Total -2331 - - 1"
"Selling/General/Admin. Expenses, Total",8813,8901,9027,9209
Research & Development,1325,-,-,-
Depreciation / Amortization,1164,-,-,-
Interest Expense (Income) - Net Operating,-7,-,-,-
Unusual Expense (Income),-,-,173,995
"Other Operating Expenses, Total",-2331,-,-,1
Operating Income,2970,2219,2123,1350
"Interest Income (Expense), Net Non-Operating",-,1088,1028,970
Gain (Loss) on Sale of Assets,30,2,-2,32
"Other, Net",-2458,834,604,615
Net Income Before Taxes,5398,4143,3753,2967
Provision for Income Taxes,1532,1229,1146,1130
Net Income After Taxes,3866,2914,2607,1837
Minority Interest,-,-,-,-
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3866,2914,2607,1837
Total Extraordinary Items,-,-,-,-
Net Income,3866,2914,2607,1837
Total Adjustments to Net Income,-,-1,-,-1
Income Available to Common Excluding Extraordinary Items,3866,2913,2607,1836
Dilution Adjustment,-,-,-,-
Diluted Net Income,3866,2913,2607,1836
Diluted Weighted Average Shares,34.66,34.74,34.74,34.74
Diluted EPS Excluding Extraordinary Items,111.52,83.85,75.05,52.85
DPS - Common Stock Primary Issue,38,36,32,32
Diluted Normalized EPS,96.8,83.81,78.54,70.01
