Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,35073,31502,28819.26,29296.35
"Revenue 35073 31502 28819.26 29296.35  Other Revenue, Total - - - -","Revenue 35073 31502 28819.26 29296.35  Other Revenue, Total - - - -","Revenue 35073 31502 28819.26 29296.35  Other Revenue, Total - - - -","Revenue 35073 31502 28819.26 29296.35  Other Revenue, Total - - - -","Revenue 35073 31502 28819.26 29296.35  Other Revenue, Total - - - -"
Revenue,35073,31502,28819.26,29296.35
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",11131,9708,8774.68,8524.67
Gross Profit,23942,21794,20044.58,20771.69
Total Operating Expenses,30645,27597,26079.84,25769.75
"Selling/General/Admin. Expenses, Total 19514 13105 12390.43 12761.9  Research & Development 4604 4190 4174.95 4041.27  Depreciation / Amortization 732 706 587.82 577.27  Interest Expense (Income) - Net Operating -2 -3 - -  Unusual Expense (Income) - 3841.43 151.96 -135.36  Other Operating Expenses, Total -5334 -109 - -","Selling/General/Admin. Expenses, Total 19514 13105 12390.43 12761.9  Research & Development 4604 4190 4174.95 4041.27  Depreciation / Amortization 732 706 587.82 577.27  Interest Expense (Income) - Net Operating -2 -3 - -  Unusual Expense (Income) - 3841.43 151.96 -135.36  Other Operating Expenses, Total -5334 -109 - -","Selling/General/Admin. Expenses, Total 19514 13105 12390.43 12761.9  Research & Development 4604 4190 4174.95 4041.27  Depreciation / Amortization 732 706 587.82 577.27  Interest Expense (Income) - Net Operating -2 -3 - -  Unusual Expense (Income) - 3841.43 151.96 -135.36  Other Operating Expenses, Total -5334 -109 - -","Selling/General/Admin. Expenses, Total 19514 13105 12390.43 12761.9  Research & Development 4604 4190 4174.95 4041.27  Depreciation / Amortization 732 706 587.82 577.27  Interest Expense (Income) - Net Operating -2 -3 - -  Unusual Expense (Income) - 3841.43 151.96 -135.36  Other Operating Expenses, Total -5334 -109 - -","Selling/General/Admin. Expenses, Total 19514 13105 12390.43 12761.9  Research & Development 4604 4190 4174.95 4041.27  Depreciation / Amortization 732 706 587.82 577.27  Interest Expense (Income) - Net Operating -2 -3 - -  Unusual Expense (Income) - 3841.43 151.96 -135.36  Other Operating Expenses, Total -5334 -109 - -"
"Selling/General/Admin. Expenses, Total",19514,13105,12390.43,12761.9
Research & Development,4604,4190,4174.95,4041.27
Depreciation / Amortization,732,706,587.82,577.27
Interest Expense (Income) - Net Operating,-2,-3,-,-
Unusual Expense (Income),-,3841.43,151.96,-135.36
"Other Operating Expenses, Total",-5334,-109,-,-
Operating Income,4428,3905,2739.42,3526.6
"Interest Income (Expense), Net Non-Operating",-,5982.98,119.58,11.44
Gain (Loss) on Sale of Assets,-85,5789,-18.98,-2.74
"Other, Net",-135,-8008,138.86,84.08
Net Income Before Taxes,4648,6124,2978.89,3619.38
Provision for Income Taxes,1344,3082,890.66,1017.53
Net Income After Taxes,3304,3042,2088.23,2601.84
Minority Interest,471,377,48.94,-6.08
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,3196,3002,2137.17,2595.77
Total Extraordinary Items,-,-,-,-
Net Income,3196,3002,2137.17,2595.77
Total Adjustments to Net Income,-,-,-,-0
Income Available to Common Excluding Extraordinary Items,3196,3002,2137.17,2595.77
Dilution Adjustment,-,-,-,-
Diluted Net Income,3196,3002,2137.17,2595.77
Diluted Weighted Average Shares,23.25,23.25,23.25,23.25
Diluted EPS Excluding Extraordinary Items,137.47,129.12,91.92,111.65
DPS - Common Stock Primary Issue,45,32,30,29
Diluted Normalized EPS,122.62,110.52,107.71,116.98
