Period Ending:,202231/12,202131/12,202031/12,201931/12
Total Revenue,455481,403485,257192,255548
"Revenue 455481 403485 257192 255548  Other Revenue, Total - - - -","Revenue 455481 403485 257192 255548  Other Revenue, Total - - - -","Revenue 455481 403485 257192 255548  Other Revenue, Total - - - -","Revenue 455481 403485 257192 255548  Other Revenue, Total - - - -","Revenue 455481 403485 257192 255548  Other Revenue, Total - - - -"
Revenue,455481,403485,257192,255548
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",404945,356768,230389,229519
Gross Profit,50536,46717,26803,26029
Total Operating Expenses,433637,383064,246308,245756
"Selling/General/Admin. Expenses, Total 28692 26009 15841 15851  Research & Development - - - -  Depreciation / Amortization 10129 - - -  Interest Expense (Income) - Net Operating -928 - - -  Unusual Expense (Income) - 285 76 384  Other Operating Expenses, Total -9201 2 2 2","Selling/General/Admin. Expenses, Total 28692 26009 15841 15851  Research & Development - - - -  Depreciation / Amortization 10129 - - -  Interest Expense (Income) - Net Operating -928 - - -  Unusual Expense (Income) - 285 76 384  Other Operating Expenses, Total -9201 2 2 2","Selling/General/Admin. Expenses, Total 28692 26009 15841 15851  Research & Development - - - -  Depreciation / Amortization 10129 - - -  Interest Expense (Income) - Net Operating -928 - - -  Unusual Expense (Income) - 285 76 384  Other Operating Expenses, Total -9201 2 2 2","Selling/General/Admin. Expenses, Total 28692 26009 15841 15851  Research & Development - - - -  Depreciation / Amortization 10129 - - -  Interest Expense (Income) - Net Operating -928 - - -  Unusual Expense (Income) - 285 76 384  Other Operating Expenses, Total -9201 2 2 2","Selling/General/Admin. Expenses, Total 28692 26009 15841 15851  Research & Development - - - -  Depreciation / Amortization 10129 - - -  Interest Expense (Income) - Net Operating -928 - - -  Unusual Expense (Income) - 285 76 384  Other Operating Expenses, Total -9201 2 2 2"
"Selling/General/Admin. Expenses, Total",28692,26009,15841,15851
Research & Development,-,-,-,-
Depreciation / Amortization,10129,-,-,-
Interest Expense (Income) - Net Operating,-928,-,-,-
Unusual Expense (Income),-,285,76,384
"Other Operating Expenses, Total",-9201,2,2,2
Operating Income,21844,20421,10884,9792
"Interest Income (Expense), Net Non-Operating",-,-101,310,-79
Gain (Loss) on Sale of Assets,1532,108,49,112
"Other, Net",-1425,-313,23,75
Net Income Before Taxes,21737,20115,11266,9900
Provision for Income Taxes,7490,6950,3997,3242
Net Income After Taxes,14247,13165,7269,6658
Minority Interest,21791,-2375,-442,-578
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,11732,10790,6827,6080
Total Extraordinary Items,-,-,-,-
Net Income,11732,10790,6827,6080
Total Adjustments to Net Income,-,-,-1,-1
Income Available to Common Excluding Extraordinary Items,11732,10790,6826,6079
Dilution Adjustment,-,-,-,-
Diluted Net Income,11732,10790,6826,6079
Diluted Weighted Average Shares,39.72,39.72,39.72,39.72
Diluted EPS Excluding Extraordinary Items,295.39,271.67,171.86,153.06
DPS - Common Stock Primary Issue,61,55,35,30
Diluted Normalized EPS,273.48,293.87,180.46,165.89
