Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,235387,204201,152785,168042
"Revenue 235387 204201 152785 168042  Other Revenue, Total - - - -","Revenue 235387 204201 152785 168042  Other Revenue, Total - - - -","Revenue 235387 204201 152785 168042  Other Revenue, Total - - - -","Revenue 235387 204201 152785 168042  Other Revenue, Total - - - -","Revenue 235387 204201 152785 168042  Other Revenue, Total - - - -"
Revenue,235387,204201,152785,168042
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",200787,186751,128508,139407
Gross Profit,34600,17450,24277,28635
Total Operating Expenses,221479,206898,147578,161455
"Selling/General/Admin. Expenses, Total 20692 20147 18938 19086  Research & Development - 351 351 423  Depreciation / Amortization 4063 5185 - -  Interest Expense (Income) - Net Operating -415 -346 - -  Unusual Expense (Income) - 530 -220 2538  Other Operating Expenses, Total -4002 -5190 1 1","Selling/General/Admin. Expenses, Total 20692 20147 18938 19086  Research & Development - 351 351 423  Depreciation / Amortization 4063 5185 - -  Interest Expense (Income) - Net Operating -415 -346 - -  Unusual Expense (Income) - 530 -220 2538  Other Operating Expenses, Total -4002 -5190 1 1","Selling/General/Admin. Expenses, Total 20692 20147 18938 19086  Research & Development - 351 351 423  Depreciation / Amortization 4063 5185 - -  Interest Expense (Income) - Net Operating -415 -346 - -  Unusual Expense (Income) - 530 -220 2538  Other Operating Expenses, Total -4002 -5190 1 1","Selling/General/Admin. Expenses, Total 20692 20147 18938 19086  Research & Development - 351 351 423  Depreciation / Amortization 4063 5185 - -  Interest Expense (Income) - Net Operating -415 -346 - -  Unusual Expense (Income) - 530 -220 2538  Other Operating Expenses, Total -4002 -5190 1 1","Selling/General/Admin. Expenses, Total 20692 20147 18938 19086  Research & Development - 351 351 423  Depreciation / Amortization 4063 5185 - -  Interest Expense (Income) - Net Operating -415 -346 - -  Unusual Expense (Income) - 530 -220 2538  Other Operating Expenses, Total -4002 -5190 1 1"
"Selling/General/Admin. Expenses, Total",20692,20147,18938,19086
Research & Development,-,351,351,423
Depreciation / Amortization,4063,5185,-,-
Interest Expense (Income) - Net Operating,-415,-346,-,-
Unusual Expense (Income),-,530,-220,2538
"Other Operating Expenses, Total",-4002,-5190,1,1
Operating Income,13908,-2697,5207,6587
"Interest Income (Expense), Net Non-Operating",-,605,1016,904
Gain (Loss) on Sale of Assets,-66,62,-,-
"Other, Net",-1287,-1039,1488,502
Net Income Before Taxes,15261,-1720,7711,7993
Provision for Income Taxes,2724,-657,2658,461
Net Income After Taxes,12537,-1063,5053,7532
Minority Interest,409,390,-64,-87
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,12508,-1112,4989,7445
Total Extraordinary Items,-,-,-,-
Net Income,12508,-1112,4989,7445
Total Adjustments to Net Income,-,-,-2,-2
Income Available to Common Excluding Extraordinary Items,12508,-1112,4987,7443
Dilution Adjustment,-,-,-,-
Diluted Net Income,12508,-1112,4987,7443
Diluted Weighted Average Shares,14.63,14.63,14.63,14.63
Diluted EPS Excluding Extraordinary Items,855.13,-76.02,340.91,508.77
DPS - Common Stock Primary Issue,200,-,95,145
Diluted Normalized EPS,675.92,-56.84,362.64,703.83
