Period Ending:,202328/02,202228/02,202128/02,202029/02
Total Revenue,708690,716407,733849,691660
"Revenue 691981 701159 718904 691660  Other Revenue, Total 16709 15248 14945 -","Revenue 691981 701159 718904 691660  Other Revenue, Total 16709 15248 14945 -","Revenue 691981 701159 718904 691660  Other Revenue, Total 16709 15248 14945 -","Revenue 691981 701159 718904 691660  Other Revenue, Total 16709 15248 14945 -","Revenue 691981 701159 718904 691660  Other Revenue, Total 16709 15248 14945 -"
Revenue,691981,701159,718904,691660
"Other Revenue, Total",16709,15248,14945,-
"Cost of Revenue, Total",496230,500134,511811,482585
Gross Profit,212460,216273,222038,209075
Total Operating Expenses,702306,704252,714724,687877
"Selling/General/Admin. Expenses, Total 205554 203683 202443 199717  Research & Development - - - -  Depreciation / Amortization 13592 12971 12168 -  Interest Expense (Income) - Net Operating -152 -149 -128 -  Unusual Expense (Income) - 2754 4530 5574  Other Operating Expenses, Total -12918 -12387 -11570 1","Selling/General/Admin. Expenses, Total 205554 203683 202443 199717  Research & Development - - - -  Depreciation / Amortization 13592 12971 12168 -  Interest Expense (Income) - Net Operating -152 -149 -128 -  Unusual Expense (Income) - 2754 4530 5574  Other Operating Expenses, Total -12918 -12387 -11570 1","Selling/General/Admin. Expenses, Total 205554 203683 202443 199717  Research & Development - - - -  Depreciation / Amortization 13592 12971 12168 -  Interest Expense (Income) - Net Operating -152 -149 -128 -  Unusual Expense (Income) - 2754 4530 5574  Other Operating Expenses, Total -12918 -12387 -11570 1","Selling/General/Admin. Expenses, Total 205554 203683 202443 199717  Research & Development - - - -  Depreciation / Amortization 13592 12971 12168 -  Interest Expense (Income) - Net Operating -152 -149 -128 -  Unusual Expense (Income) - 2754 4530 5574  Other Operating Expenses, Total -12918 -12387 -11570 1","Selling/General/Admin. Expenses, Total 205554 203683 202443 199717  Research & Development - - - -  Depreciation / Amortization 13592 12971 12168 -  Interest Expense (Income) - Net Operating -152 -149 -128 -  Unusual Expense (Income) - 2754 4530 5574  Other Operating Expenses, Total -12918 -12387 -11570 1"
"Selling/General/Admin. Expenses, Total",205554,203683,202443,199717
Research & Development,-,-,-,-
Depreciation / Amortization,13592,12971,12168,-
Interest Expense (Income) - Net Operating,-152,-149,-128,-
Unusual Expense (Income),-,2754,4530,5574
"Other Operating Expenses, Total",-12918,-12387,-11570,1
Operating Income,6384,12155,19125,3783
"Interest Income (Expense), Net Non-Operating",-,-90,4,-81
Gain (Loss) on Sale of Assets,430,-,-,-
"Other, Net",2333,2436,4223,350
Net Income Before Taxes,3621,9719,14902,4052
Provision for Income Taxes,2218,4300,5994,2392
Net Income After Taxes,1403,5419,8908,1660
Minority Interest,-,553,451,-23
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,1336,5374,8845,1637
Total Extraordinary Items,-,-,-,-
Net Income,1336,5374,8845,1637
Total Adjustments to Net Income,-,-,-,-1
Income Available to Common Excluding Extraordinary Items,1336,5374,8845,1636
Dilution Adjustment,-0.873,-0.482,-0.019,-
Diluted Net Income,1336.87,5374.48,8845.02,1636
Diluted Weighted Average Shares,128.55,128.48,128.41,128.31
Diluted EPS Excluding Extraordinary Items,10.4,41.83,68.88,12.75
DPS - Common Stock Primary Issue,16,16,16,16
Diluted Normalized EPS,31.25,60.32,94.09,36.93
