Period Ending:,202331/03,202231/03,202131/03,202031/03
Total Revenue,180438,150029,136025,181964
"Revenue - 150029 136025 181964  Other Revenue, Total - - - -","Revenue - 150029 136025 181964  Other Revenue, Total - - - -","Revenue - 150029 136025 181964  Other Revenue, Total - - - -","Revenue - 150029 136025 181964  Other Revenue, Total - - - -","Revenue - 150029 136025 181964  Other Revenue, Total - - - -"
Revenue,-,150029,136025,181964
"Other Revenue, Total",-,-,-,-
"Cost of Revenue, Total",148755,123788,113346,155738
Gross Profit,-,26241,22679,26226
Total Operating Expenses,163620,136767,126007,171023
"Selling/General/Admin. Expenses, Total 14218 12435 12028 14668  Research & Development - 31 42 2  Depreciation / Amortization 6017 5687 6568 222  Interest Expense (Income) - Net Operating -86 -82 -67 -  Unusual Expense (Income) - 303 348 392  Other Operating Expenses, Total -5284 -5092 -5910 1","Selling/General/Admin. Expenses, Total 14218 12435 12028 14668  Research & Development - 31 42 2  Depreciation / Amortization 6017 5687 6568 222  Interest Expense (Income) - Net Operating -86 -82 -67 -  Unusual Expense (Income) - 303 348 392  Other Operating Expenses, Total -5284 -5092 -5910 1","Selling/General/Admin. Expenses, Total 14218 12435 12028 14668  Research & Development - 31 42 2  Depreciation / Amortization 6017 5687 6568 222  Interest Expense (Income) - Net Operating -86 -82 -67 -  Unusual Expense (Income) - 303 348 392  Other Operating Expenses, Total -5284 -5092 -5910 1","Selling/General/Admin. Expenses, Total 14218 12435 12028 14668  Research & Development - 31 42 2  Depreciation / Amortization 6017 5687 6568 222  Interest Expense (Income) - Net Operating -86 -82 -67 -  Unusual Expense (Income) - 303 348 392  Other Operating Expenses, Total -5284 -5092 -5910 1","Selling/General/Admin. Expenses, Total 14218 12435 12028 14668  Research & Development - 31 42 2  Depreciation / Amortization 6017 5687 6568 222  Interest Expense (Income) - Net Operating -86 -82 -67 -  Unusual Expense (Income) - 303 348 392  Other Operating Expenses, Total -5284 -5092 -5910 1"
"Selling/General/Admin. Expenses, Total",14218,12435,12028,14668
Research & Development,-,31,42,2
Depreciation / Amortization,6017,5687,6568,222
Interest Expense (Income) - Net Operating,-86,-82,-67,-
Unusual Expense (Income),-,303,348,392
"Other Operating Expenses, Total",-5284,-5092,-5910,1
Operating Income,16818,13262,10018,10941
"Interest Income (Expense), Net Non-Operating",-,43760,10812,11307
Gain (Loss) on Sale of Assets,-,6,-9458,13
"Other, Net",-72434,-44117,7707,528
Net Income Before Taxes,-,57373,11769,22789
Provision for Income Taxes,-,13659,5272,6421
Net Income After Taxes,-,43714,6497,16368
Minority Interest,-,25335,23750,-1604
Equity In Affiliates,-,-,-,-
U.S GAAP Adjustment,-,-,-,-
Net Income Before Extraordinary Items,-,39917,4984,14764
Total Extraordinary Items,-,-,-,-
Net Income,-,39917,4984,14764
Total Adjustments to Net Income,-,-,-,-2
Income Available to Common Excluding Extraordinary Items,-,39917,4984,14762
Dilution Adjustment,-,-,-,-
Diluted Net Income,-,39917,4984,14762
Diluted Weighted Average Shares,-,64.53,66.21,66.89
Diluted EPS Excluding Extraordinary Items,-,618.62,75.28,220.71
DPS - Common Stock Primary Issue,300,160,80,80
Diluted Normalized EPS,843.03,499.77,180.81,227.45
